Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,
Manchester City Council,Manchester Leisure,Professional fees,19.05.2017,5100919182,£852.00,Jacobs UK Ltd,,,
Manchester City Council,Hospitality + Trading Services,Professional fees,19.05.2017,5100919182,"£1,171.50",Jacobs UK Ltd,,,
Manchester City Council,Housing Revenue Account,Professional fees,19.05.2017,5100919182,"£2,592.00",Jacobs UK Ltd,,,
Manchester City Council,Housing Revenue Account,Professional fees,19.05.2017,5100919182,£810.00,Jacobs UK Ltd,,,
Manchester City Council,Regeneration Finance,Professional fees,19.05.2017,5100919182,"£2,156.01",Jacobs UK Ltd,,,
Manchester City Council,Regeneration Finance,Professional fees,19.05.2017,5100919182,"£1,225.00",Jacobs UK Ltd,,,
Manchester City Council,Regeneration Finance,Professional fees,19.05.2017,5100919182,£942.40,Jacobs UK Ltd,,,
Manchester City Council,Regeneration Finance,Professional fees,19.05.2017,5100919182,£936.80,Jacobs UK Ltd,,,
Manchester City Council,Regeneration Finance,Professional fees,19.05.2017,5100919182,£765.40,Jacobs UK Ltd,,,
Manchester City Council,Regeneration Finance,Professional fees,19.05.2017,5100919182,"£14,342.03",Jacobs UK Ltd,,,
Manchester City Council,Regeneration Finance,Professional fees,19.05.2017,5100919182,£603.50,Jacobs UK Ltd,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,19.05.2017,5100918501,"£3,131.42",Northern Marking Limited,,,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,19.05.2017,5100919068,"£5,350.00",Somali Adult Social Care Agency,,,
Manchester City Council,Corporate Services,I T Provision,19.05.2017,5100918313,£545.86,QuickCalc Ltd,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,19.05.2017,5100919077,"£7,200.00",Awaaz Manchester,,,
Manchester City Council,Adult Social Care,Payments for services,19.05.2017,5100919046,"£15,142.50",Time Specialist Support Ltd,,,
Manchester City Council,Adult Social Care,Payments for services,19.05.2017,5100919047,"£9,405.00",Time Specialist Support Ltd,,,
Manchester City Council,Adult Social Care,Payments for services,19.05.2017,5100918326,"£1,944.80",Enhance EHC Ltd,,,
Manchester City Council,Hospitality + Trading Services,Legal Fees,19.05.2017,5100919080,"£1,200.00",Redacted Personal Information,,,
Manchester City Council,Chief Executives,Advertising,19.05.2017,5100918980,"£35,000.00",MediaCo Outdoor Limited,,,
Manchester City Council,Chief Executives,Advertising,19.05.2017,5100918980,"£25,000.00",MediaCo Outdoor Limited,,,
Manchester City Council,Chief Executives,Advertising,19.05.2017,5100918981,"-£25,000.00",MediaCo Outdoor Limited,,,
Manchester City Council,Chief Executives,Advertising,19.05.2017,5100918981,"-£35,000.00",MediaCo Outdoor Limited,,,
Manchester City Council,Adult Social Care,Funeral and coroner related services,19.05.2017,5100918338,"£3,476.00",Funeral Prtnrs t/a Michael Kennedy,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.05.2017,5100919174,"£18,919.98",Conlon Construction Ltd,,,
Manchester City Council,Adult Social Care,I T Provision,19.05.2017,5100918785,"£5,114.06",Computacenter (UK) Ltd,,,
Manchester City Council,Adult Social Care,Equipment,19.05.2017,5100916744,"£1,400.00",One Education Ltd,,,
Manchester City Council,Adult Social Care,Professional fees,19.05.2017,1905593121,"£1,947.65",Just Psychology CIC,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,19.05.2017,5100919187,"£8,462.63",SIG Roofing Supplies,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,19.05.2017,5100919186,£576.76,SIG Roofing Supplies,,,
Manchester City Council,Adult Social Care,Building Materials for direct delivery,19.05.2017,5100919069,£703.00,Kier Services Ltd - Maint West,,,
Manchester City Council,Corporate Services,I T Provision,19.05.2017,5100918965,"£14,897.00",WNS Global Services (UK) Ltd,,,
Manchester City Council,Highways Services,Professional fees,19.05.2017,5100918862,"£3,290.00",ITS Testing Services (UK) Ltd,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,19.05.2017,5100919021,"£2,000.00",Over 50's Lifestyle Group,,,
Manchester City Council,Adult Social Care,Professional fees,19.05.2017,1905589843,£680.03,Redacted Personal Information,,,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,19.05.2017,5100919072,"£9,905.00",Women in Prison Limited,,,
Manchester City Council,Chief Executives,Data Links,19.05.2017,5100919048,"£2,733.00",The Loop t/a Gamma Telecom Ltd,,,
Manchester City Council,Manchester Leisure,Professional fees,19.05.2017,5100916187,"£40,748.00",Pathways CIC,,,
Manchester City Council,Manchester Leisure,Professional fees,19.05.2017,5100919029,"£5,325.00",eightyone600,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,19.05.2017,5100919157,"£4,500.00",Silk Heritage Trust,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,19.05.2017,5100918752,"£2,968.35",New Bridge School,,,
Manchester City Council,Adult Social Care,Professional fees,19.05.2017,5100919119,"£82,029.00",Career Connect,,,
Manchester City Council,Corporate Services,Long Term Debtors,19.05.2017,5100918742,"£522,336.25",LQ Developments Limited,,,
Manchester City Council,Adult Social Care,Payments for services,19.05.2017,5100919095,"£3,629.00",OYY Lubavitch Boys School,,,
Manchester City Council,Corporate Services,Long Term Debtors,19.05.2017,5100918861,"£1,364,263.95",W B Developments (Salford) Ltd,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,19.05.2017,5100914716,£750.00,Redacted Personal Information,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,19.05.2017,5100916206,£600.00,Redacted Personal Information,,,
Manchester City Council,Corporate Services,Training and Development,19.05.2017,5100919131,£940.00,The Learn Centre,,,
Manchester City Council,Chief Executives,I T Provision,19.05.2017,5100918860,"£2,560.00",ServiceNow UK Ltd,,,
Manchester City Council,Manchester Leisure,Special Events,19.05.2017,5100919184,£700.00,That Poetry Bloke Ltd,,,
Manchester City Council,Adult Social Care,Professional fees,19.05.2017,1905589841,£577.00,Middleton Psycology Limited,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,19.05.2017,5100919023,"£35,000.00",Manchester Quays Limited,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,19.05.2017,5100919051,"£29,400.00",Sharp Asphalt Ltd,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,19.05.2017,5100919052,"£18,200.00",Sharp Asphalt Ltd,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,19.05.2017,1905530451,"£5,153.50",SMBC Outwood Primary School,,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,19.05.2017,1905555413,"£3,974.32",Olympic Gymnasium Services,,,
Manchester City Council,Chief Executives,Professional fees,19.05.2017,1905587998,£700.00,Redacted Personal Information,,,
Manchester City Council,Highways Services,Compensation Payments,19.05.2017,1905597890,£503.31,Redacted Personal Information,,,
Manchester City Council,Manchester Leisure,Car Parking Permits,22.05.2017,5100919255,"£19,229.00",Q-Park Ltd,,,
Manchester City Council,Manchester Leisure,Car Parking Permits,22.05.2017,5100919253,"£1,950.00",Q-Park Ltd,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,22.05.2017,5100914373,"£7,650.00",Eversheds Llp,,,
Manchester City Council,Manchester Leisure,Vehicle Fuel Costs,22.05.2017,5100919254,£797.81,Carlton Fuels Ltd,,,
Manchester City Council,Manchester Leisure,Vehicle Fuel Costs,22.05.2017,5100919249,-£797.81,Carlton Fuels Ltd,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,22.05.2017,5100919195,"£18,134.72",Carlton Fuels Ltd,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,22.05.2017,5100919341,"£13,600.81",Carlton Fuels Ltd,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,22.05.2017,5100914380,"£4,876.00",Atkins Limited,,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,22.05.2017,5100914411,"£11,317.20",Atkins Limited,,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,22.05.2017,5100914402,"£1,154.00",Atkins Limited,,,
Manchester City Council,Chief Executives,Training and Development,22.05.2017,5100919075,"£24,000.00",Leeds City Council,,,
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,22.05.2017,5100917812,"£8,542.00",Killgerm Chemicals Ltd,,,
Manchester City Council,Regeneration Finance,Equipment,22.05.2017,5100919210,£979.99,Nisbets,,,
Manchester City Council,Highways Services,Equipment,22.05.2017,5100918880,"£8,435.40",Carillion Civil Engineering,,,
Manchester City Council,Adult Social Care,Gas,22.05.2017,5100919198,£730.53,The Manchester College,,,
Manchester City Council,Adult Social Care,Electricity,22.05.2017,5100919198,"£3,812.11",The Manchester College,,,
Manchester City Council,Adult Social Care,Rents,22.05.2017,5100919198,"£36,590.75",The Manchester College,,,
Manchester City Council,Adult Social Care,Hire of Premises,22.05.2017,5100919198,"£12,202.84",The Manchester College,,,
Manchester City Council,Regeneration Finance,Rents,22.05.2017,1905590743,"£540,625.00",Adam Geoffrey Management Ltd,,,
Manchester City Council,Environment and Operations,Construction Works,22.05.2017,5100919118,"£27,935.00",Utilities Design & Planning Ltd,,,
Manchester City Council,Environment and Operations,Construction Works,22.05.2017,5100919122,"£3,922.00",Utilities Design & Planning Ltd,,,
Manchester City Council,Environment and Operations,Construction Works,22.05.2017,5100914260,"£25,401.20","Groundwork Manchester, Salford",,,
Manchester City Council,Chief Executives,Paper & Envelopes,22.05.2017,5100919121,£604.45,Premier Paper Group Ltd,,,
Manchester City Council,Regeneration Finance,Contract Cleaning External,22.05.2017,5100919181,"£1,710.19",M & M Cleaning Services Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,22.05.2017,5100918744,"£5,990.68",Morgan Hunt Public Sector Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,22.05.2017,5100919288,"£1,001.29",Network Ventures Ltd T/A Topcare,,,
Manchester City Council,Manchester Leisure,Professional fees,22.05.2017,5100919412,"£11,290.96",Daly Drains Ltd,,,
Manchester City Council,Manchester Leisure,Professional fees,22.05.2017,5100919410,"£1,274.00",Daly Drains Ltd,,,
Manchester City Council,Manchester Leisure,Professional fees,22.05.2017,5100919411,£690.00,Daly Drains Ltd,,,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,22.05.2017,5100919227,"£8,750.00",The Lesbian & Gay Foundation,,,
Manchester City Council,Childrens Services,Building Works,22.05.2017,5100919062,"£4,385.36",Keepmoat Regeneration (Bramall) Ltd,,,
Manchester City Council,Highways Services,Tipping Charges - Tonnage,22.05.2017,5100919053,£540.00,J.Hopkins (Contractors) Ltd.,,,
Manchester City Council,Highways Services,Tipping Charges - Tonnage,22.05.2017,5100919053,£540.00,J.Hopkins (Contractors) Ltd.,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,22.05.2017,1905600601,£721.20,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,22.05.2017,1905600552,£670.24,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,22.05.2017,1905600627,£586.05,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,22.05.2017,1905600603,£557.18,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,22.05.2017,1905600571,£543.54,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,22.05.2017,1905600583,£532.46,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,22.05.2017,1905600568,£509.35,Brake Bros Foodservice Ltd,,,
Manchester City Council,Chief Executives,Expenditure re Internal Trading Ordered Externally,22.05.2017,5100919215,£568.37,Electoral Reform Services Ltd,,,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,22.05.2017,5100919214,"£5,781.25",Black Health Agency,,,
Manchester City Council,Chief Executives,Agency staff provision,22.05.2017,5100918745,"£3,387.49",Deekay Technical Recruitment Ltd,,,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,22.05.2017,5100919222,"£6,091.50",Saheli,,,
Manchester City Council,Adult Social Care,Travel,22.05.2017,1905599604,£997.05,R.S.P. Ltd Br Business Systems Ltd,,,
Manchester City Council,Adult Social Care,Travel,22.05.2017,1905599604,£552.30,R.S.P. Ltd Br Business Systems Ltd,,,
Manchester City Council,Adult Social Care,Supporting People Payments,22.05.2017,5100915506,"£6,219.92",Turning Point Services,,,
Manchester City Council,Adult Social Care,Supporting People Payments,22.05.2017,5100915503,"£4,351.50",Turning Point Services,,,
Manchester City Council,Manchester Leisure,Professional fees,22.05.2017,5100919434,"£1,199.78",Astra Signs,,,
Manchester City Council,Chief Executives,Building Works,22.05.2017,5100919424,"£2,257.13",Astra Signs,,,
Manchester City Council,Chief Executives,Printing,22.05.2017,5100918912,£580.00,Astra Signs,,,
Manchester City Council,Chief Executives,Printing,22.05.2017,5100918914,£540.00,Astra Signs,,,
Manchester City Council,Regeneration Finance,Printing,22.05.2017,5100918910,"£8,791.00",Astra Signs,,,
Manchester City Council,Adult Social Care,Payments for services,22.05.2017,5100919339,"£217,545.12",Future Directions CIC,,,
Manchester City Council,Adult Social Care,Payments for services,22.05.2017,5100919340,"£8,369.18",Future Directions CIC,,,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,22.05.2017,5100919220,"£3,750.00",Shopmobility Manchester Ltd,,,
Manchester City Council,Adult Social Care,Gas,22.05.2017,5100919328,£646.20,Chorlton Park Primary School,,,
Manchester City Council,Adult Social Care,Electricity,22.05.2017,5100919328,"£2,555.55",Chorlton Park Primary School,,,
Manchester City Council,Adult Social Care,Water Service Charges - Metered,22.05.2017,5100919328,"£3,335.78",Chorlton Park Primary School,,,
Manchester City Council,Adult Social Care,Private Finance and Public Private partnership initiatives,22.05.2017,5100918047,"£389,565.20",Manchester School Services Limited,,,
Manchester City Council,Adult Social Care,Gas,22.05.2017,5100918097,"£13,219.63",Manchester School Services Limited,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,22.05.2017,5100919316,"£1,750.00",Brookfield House,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,22.05.2017,5100919414,"£1,135.85",Readyplant Ltd,,,
Manchester City Council,Insurance Fund,Insurance,22.05.2017,1905592434,"£4,500.00",Express Solicitors,,,
Manchester City Council,Insurance Fund,Insurance,22.05.2017,1905597899,"£2,190.00",Express Solicitors,,,
Manchester City Council,Manchester Leisure,Professional fees,22.05.2017,5100919240,"£8,100.00",Belle Vue Manchester,,,
Manchester City Council,Hospitality + Trading Services,External repairs and maintenance for buildings,22.05.2017,5100918857,£590.00,Skyreach Access Solutions Ltd,,,
Manchester City Council,Housing Revenue Account,Professional fees,22.05.2017,5100919279,"£4,390.00",Roger Hannah & Co,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,22.05.2017,5100918074,"£3,074.25",LMCP Care Link,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,22.05.2017,5100919086,"£2,520.18",Rosgal Ltd,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,22.05.2017,5100919226,"£3,392.19",Technology Solutions Ltd,,,
Manchester City Council,Chief Executives,Equipment,22.05.2017,5100919310,"£3,194.00",Neopost Ltd (Consumables),,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,22.05.2017,5100919421,"£8,630.11",Community Security (North West),,,
Manchester City Council,Insurance Fund,Insurance,22.05.2017,1905593118,"£2,200.00",Accountant General of the Senior,,,
Manchester City Council,Chief Executives,Printing,22.05.2017,5100919154,£810.00,Browns CTP Ltd,,,
Manchester City Council,Insurance Fund,Insurance,22.05.2017,1905592417,"£3,667.82",Department For Work & Pensions,,,
Manchester City Council,Insurance Fund,Insurance,22.05.2017,1905592431,£627.00,Department For Work & Pensions,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,22.05.2017,5100919422,"£2,728.44",Enterprise Flex-E-Rent,,,
Manchester City Council,Chief Executives,Agency staff provision,22.05.2017,5100919250,"£35,512.79",Hays Personnel,,,
Manchester City Council,Chief Executives,Agency staff provision,22.05.2017,5100919425,"£7,401.57",Hays Personnel,,,
Manchester City Council,Chief Executives,Machinery and equipment repairs,22.05.2017,5100919308,"£19,032.00",Neopost Finance Ltd (Rental),,,
Manchester City Council,Manchester Leisure,Training and Development,22.05.2017,5100919230,"£6,870.00",Serco Limited,,,
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,22.05.2017,5100919175,"£23,957.49",Manchester Working Ltd,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,22.05.2017,5100919256,"£2,100.00",Hoare Lea Fire Engineering,,,
Manchester City Council,Manchester Leisure,Refuse Collection,22.05.2017,5100919427,£688.65,Alliance Disposables Ltd,,,
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,22.05.2017,5100918905,"£1,026.28",Alliance Disposables Ltd,,,
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,22.05.2017,5100919228,"£1,900.00",Clear Skies Software Ltd,,,
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,22.05.2017,5100919228,"£1,900.00",Clear Skies Software Ltd,,,
Manchester City Council,Adult Social Care,Equipment,22.05.2017,5100919242,"£1,409.00",Drive Devilbiss Healthcare Ltd,,,
Manchester City Council,Insurance Fund,Insurance,22.05.2017,1905593025,"£2,646.69",ISS Facility Services - Restoration,,,
Manchester City Council,Regeneration Finance,Hire of Machinery,22.05.2017,5100919333,£600.00,GHL Liftrucks Ltd,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,22.05.2017,5100919200,"£71,936.57",Accommodation Links Ltd,,,
Manchester City Council,Regeneration Finance,Legal Fees,22.05.2017,1905553618,"£2,452.80",Weightmans LLP Solicitors,,,
Manchester City Council,Insurance Fund,Insurance,22.05.2017,1905597898,"£38,512.53",Weightmans LLP Solicitors,,,
Manchester City Council,Adult Social Care,Equipment,22.05.2017,5100919246,"£1,539.15",Aidapt Bathrooms Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,22.05.2017,5100918902,"£6,018.26",Semester Recruitment Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,22.05.2017,5100918698,"£7,043.28",Triad Resourcing,,,
Manchester City Council,Chief Executives,Agency staff provision,22.05.2017,5100918741,"£71,347.53",Liquid Personnel Ltd,,,
Manchester City Council,Chief Executives,ICT Support & Maintenance,22.05.2017,5100918398,"£5,622.13",Siteimprove Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,22.05.2017,5100919281,"£15,960.00",Penna PLC,,,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,22.05.2017,5100919217,"£6,266.40",Awaaz Manchester,,,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,22.05.2017,5100919225,"£6,387.75",GAYDIO Community Interest Company,,,
Manchester City Council,Housing Revenue Account,Peaks & Plains Management Fee,22.05.2017,5100919330,"£3,091.88",Cheshire Peaks & Plains,,,
Manchester City Council,Adult Social Care,Funeral and coroner related services,22.05.2017,5100918665,"£1,187.00",Funeral Prtnrs t/a Michael Kennedy,,,
Manchester City Council,Adult Social Care,Funeral and coroner related services,22.05.2017,5100918477,"£1,107.00",Funeral Prtnrs t/a Michael Kennedy,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,22.05.2017,5100919280,"£4,814.40",Scrutiny Cleaning Services,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,22.05.2017,5100919323,"£36,960.39",Conlon Construction Ltd,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,22.05.2017,5100919323,"£24,501.86",Conlon Construction Ltd,,,
Manchester City Council,Chief Executives,Licences Purchase,22.05.2017,5100919024,"£45,866.94",Computacenter (UK) Ltd,,,
Manchester City Council,Adult Social Care,Carer Support Payments ,22.05.2017,5100919252,"£25,811.38",Carewest Limited,,,
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,22.05.2017,5100919322,"£49,999.99",Social Finance Limited,,,
Manchester City Council,Manchester Leisure,Professional fees,22.05.2017,5100919026,£500.00,Teamkinetic Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,22.05.2017,5100918697,"£16,517.59",Barker Ross Health & Social Care,,,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,22.05.2017,5100919223,"£7,962.25",Manchester Mind,,,
Manchester City Council,Manchester Leisure,I T Provision,22.05.2017,5100918782,"£1,000.00",Figment Productions Limited,,,
Manchester City Council,Manchester Leisure,I T Provision,22.05.2017,5100918783,£699.64,Figment Productions Limited,,,
Manchester City Council,Chief Executives,Data Links,22.05.2017,5100919314,"£2,445.00",The Loop t/a Gamma Telecom Ltd,,,
Manchester City Council,Corporate Services,Grant Payments,22.05.2017,5100919275,"£1,575.00",digitalenergy Ltd,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,22.05.2017,5100919261,"£2,916.00",Hitex Traffic safety Ltd,,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,22.05.2017,1905599662,"£1,981.00",Virgin Care Servs Ltd,,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,22.05.2017,1905599657,"£1,090.00",Virgin Care Servs Ltd,,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,22.05.2017,1905599664,£880.00,Virgin Care Servs Ltd,,,
Manchester City Council,Corporate Services,Gym Membership Scheme,22.05.2017,1905599620,"£1,676.68",Greenwich Leisure Limited,,,
Manchester City Council,Hospitality + Trading Services,Works and associated costs for Land and Buildings,22.05.2017,5100918764,"£22,858.59",Russells Ltd,,,
Manchester City Council,Adult Social Care,Professional fees,22.05.2017,5100919312,"£3,177.50",Redacted Personal Information,,,
Manchester City Council,Housing General Fund,Capital Receipts,22.05.2017,1905588881,"£12,862.50",Redrow Homes Lancashire,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,22.05.2017,5100918754,"£16,366.00",Redacted Personal Information,,,
Manchester City Council,Corporate Services,Professional fees,22.05.2017,5100918961,£550.00,Jack Pickett Consultancy Ltd,,,
Manchester City Council,Chief Executives,Consultants Fees,22.05.2017,5100919148,"£1,800.00",Ethos Consulting,,,
Manchester City Council,Manchester Leisure,Professional fees,22.05.2017,5100919093,£500.00,Redacted Personal Information,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,22.05.2017,5100919317,"£35,000.00",Manchester Quays Limited,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,22.05.2017,5100918761,£641.46,K L Properties,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,22.05.2017,5100918725,£505.09,Redacted Personal Information,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,22.05.2017,5100918895,£776.10,Redacted Personal Information,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,22.05.2017,5100918928,£891.75,Redacted Personal Information,,,
Manchester City Council,Adult Social Care,Legal Fees,22.05.2017,1905553615,£600.00,Redacted Personal Information,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,22.05.2017,1905592627,£580.62,St Stephens C E School,,,
Manchester City Council,Housing General Fund,Building Works,22.05.2017,1905589597,"£4,751.18",Redacted Personal Information,,,
Manchester City Council,Housing General Fund,Building Works,22.05.2017,1905589596,"£1,414.00",Redacted Personal Information,,,
Manchester City Council,Chief Executives,Subsistence and Conference Expenses,22.05.2017,1905599648,£700.00,Coronors Society Of England & Wales,,,
Manchester City Council,Regeneration Finance,Legal Fees,22.05.2017,1905593124,"£2,233.50",Bakers Solicitors,,,
Manchester City Council,Insurance Fund,Insurance,22.05.2017,1905598966,"£1,500.00",Thompsons Solicitors,,,
Manchester City Council,Adult Social Care,Payments for services,23.05.2017,5100919320,"£30,247.86",The Together Trust,,,
Manchester City Council,Adult Social Care,Payments for services,23.05.2017,5100919370,"£8,826.24",The Together Trust,,,
Manchester City Council,Adult Social Care,Payments for services,23.05.2017,5100919371,"£7,975.29",The Together Trust,,,
Manchester City Council,Adult Social Care,Payments for services,23.05.2017,5100919321,"-£2,824.71",The Together Trust,,,
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,23.05.2017,1905601397,"£4,453.65",PHS Group,,,
Manchester City Council,Insurance Fund,Officials Indemnity Insurance Premium,23.05.2017,1905599716,"£2,067.00",Aon Ltd,,,
Manchester City Council,Hospitality + Trading Services,End of term vehicle lease payments,23.05.2017,5100919482,£795.00,S G Equipment Finance Ltd,,,
Manchester City Council,Hospitality + Trading Services,End of term vehicle lease payments,23.05.2017,5100919483,£750.00,S G Equipment Finance Ltd,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,23.05.2017,5100919442,£713.56,Wolseley Util Ltd T/A Burdens,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,23.05.2017,5100919438,£516.98,Wolseley Util Ltd T/A Burdens,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,23.05.2017,5100914383,"£58,805.90",Atkins Limited,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,23.05.2017,5100919446,"£22,238.15",Clearway Drainage Systems Ltd,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,23.05.2017,5100919447,"£2,240.00",Clearway Drainage Systems Ltd,,,
Manchester City Council,Adult Social Care,Equipment,23.05.2017,5100919638,"£1,900.80",Frontier Therapeutics,,,
Manchester City Council,Regeneration Finance,Contract Cleaning External,23.05.2017,5100919507,£727.52,Mitie Cleaning & Environmental,,,
Manchester City Council,Chief Executives,Landline Telephone Charges,23.05.2017,1905592406,"£161,161.42",BT PLC,,,
Manchester City Council,Adult Social Care,Payments for services,23.05.2017,5100919347,"£7,544.00",Oldham College Corporation,,,
Manchester City Council,Regeneration Finance,Expenditure re Internal Trading Ordered Externally,23.05.2017,5100919218,"£1,500.00",Ashtead Plant Hire,,,
Manchester City Council,Environment and Operations,Construction Works,23.05.2017,5100919266,"£4,253.50",Utilities Design & Planning Ltd,,,
Manchester City Council,Highways Services,Grounds Maintenance Costs,23.05.2017,5100918692,"£1,068.80",Utilities Design & Planning Ltd,,,
Manchester City Council,Highways Services,Hire of Machinery,23.05.2017,5100919372,"£1,038.50",R & M Developments Ltd,,,
Manchester City Council,Highways Services,Hire of Machinery,23.05.2017,5100919373,"£1,012.50",R & M Developments Ltd,,,
Manchester City Council,Highways Services,Hire of Machinery,23.05.2017,5100919401,£830.80,R & M Developments Ltd,,,
Manchester City Council,Highways Services,Hire of Machinery,23.05.2017,5100919395,£810.00,R & M Developments Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,23.05.2017,5100919494,"-£31,710.48",Eden Brown Synergy,,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,23.05.2017,5100919376,"£55,949.81",F Parkinson Limited,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,23.05.2017,1905601422,£633.83,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,23.05.2017,1905601427,£595.50,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,23.05.2017,1905601432,£533.14,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,23.05.2017,1905601423,£512.84,Brake Bros Foodservice Ltd,,,
Manchester City Council,Adult Social Care,Payments for services,23.05.2017,5100919400,"£2,007.00",Redacted Personal Information,,,
Manchester City Council,Chief Executives,Postage,23.05.2017,5100919646,"£4,500.00",Teleset Francotyp Postalia Ltd,,,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,23.05.2017,5100919358,"£5,000.00",Saheli,,,
