Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,
Manchester City Council,Chief Executives,Rents,19.07.2018,5100985398,"£3,252.75",Manchester Creative Digital Assets,,
Manchester City Council,Manchester Leisure,Professional fees,19.07.2018,5100986317,"£3,054.30",Daly Drains Ltd,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,19.07.2018,5100986031,"£3,020.00",Arboricultural Services Treework,,
Manchester City Council,Highways Services,Payments to Contractors,19.07.2018,5100986162,"£3,000.00",Egerton Recovery Ltd,,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,19.07.2018,5100986381,"£2,988.31",Enterprise Flex-E-Rent,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986215,"£2,713.03",TARMAC,,
Manchester City Council,Adult Social Care,Legal Fees,19.07.2018,1906128373,"£2,700.00",Redacted Personal Information,,
Manchester City Council,Housing Revenue Account,Council Dwelling Fees,19.07.2018,5100986193,"£2,634.94",Northwards Housing Limited,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986272,"£2,608.29",TARMAC,,
Manchester City Council,Manchester Leisure,Professional fees,19.07.2018,5100986318,"£2,540.00",Daly Drains Ltd,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986214,"£2,494.16",TARMAC,,
Manchester City Council,Adult Social Care,Payments for services,19.07.2018,1906123766,"£2,250.00",Myskills Ltd,,
Manchester City Council,Chief Executives,Advertising,19.07.2018,5100986243,"£2,059.94",Global Radio Services Ltd,,
Manchester City Council,Chief Executives,Compensation Payments,19.07.2018,1906122449,"£2,050.00",Redacted Personal Information,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986209,"£2,022.66",TARMAC,,
Manchester City Council,Adult Social Care,Personal needs of client,19.07.2018,5100986245,"£2,010.00",Sunrise Medical Ltd,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986239,"£1,977.68",TARMAC,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986221,"£1,975.59",TARMAC,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986225,"£1,921.12",TARMAC,,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,19.07.2018,5100986382,"£1,902.60",Enterprise Flex-E-Rent,,
Manchester City Council,Chief Executives,Training and Development,19.07.2018,5100985351,"£1,760.00",ServiceNow UK Ltd,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986240,"£1,749.33",TARMAC,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986223,"£1,688.57",TARMAC,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986216,"£1,638.29",TARMAC,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,19.07.2018,5100986300,"£1,560.00",The Hawthorn Hotel,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,19.07.2018,5100986302,"£1,560.00",The Hawthorn Hotel,,
Manchester City Council,Chief Executives,Compensation Payments,19.07.2018,1906128378,"£1,551.92",Redacted Personal Information,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986218,"£1,527.26",TARMAC,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,19.07.2018,5100986032,"£1,500.00",Arboricultural Services Treework,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986235,"£1,347.09",TARMAC,,
Manchester City Council,Chief Executives,Compensation Payments,19.07.2018,1906129344,"£1,331.32",Redacted Personal Information,,
Manchester City Council,Chief Executives,Training and Development,19.07.2018,5100985362,"£1,280.00",ServiceNow UK Ltd,,
Manchester City Council,Corporate Services,Postage,19.07.2018,5100985832,"£1,275.19",Royal Mail Group Plc,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986227,"£1,236.05",TARMAC,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986237,"£1,236.05",TARMAC,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986230,"£1,234.63",TARMAC,,
Manchester City Council,Adult Social Care,Equipment,19.07.2018,5100985820,"£1,225.00",Aidapt Bathrooms Ltd,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986273,"£1,219.41",TARMAC,,
Manchester City Council,Chief Executives,Agency staff provision,19.07.2018,5100986282,"£1,176.00",Search Consultancy Ltd,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,19.07.2018,5100986326,"£1,020.00",The Hawthorn Hotel,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986228,"£1,018.83",TARMAC,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986232,£983.56,TARMAC,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986213,£946.94,TARMAC,,
Manchester City Council,Adult Social Care,Professional fees,19.07.2018,1906129012,£900.00,Medical Expert Witness,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,19.07.2018,5100984978,£890.00,Residents of Gordon St Area,,
Manchester City Council,Chief Executives,Compensation Payments,19.07.2018,1906129414,£860.87,Target Psychology Ltd,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,19.07.2018,1906124928,£850.90,Askews and Holts,,
Manchester City Council,Manchester Leisure,Special Events,19.07.2018,5100986312,£833.00,2ZY Limited,,
Manchester City Council,Adult Social Care,Furniture,19.07.2018,5100986177,£825.50,Back Care Solutions Ltd,,
Manchester City Council,Chief Executives,Compensation Payments,19.07.2018,1906128338,£795.60,Stockport Psychology Services,,
Manchester City Council,Chief Executives,Vehicle Hire Costs,19.07.2018,5100986323,£750.75,Manchester Van Hire Ltd,,
Manchester City Council,Chief Executives,Vehicle Hire Costs,19.07.2018,5100986324,£750.75,Manchester Van Hire Ltd,,
Manchester City Council,Adult Social Care,Rents,19.07.2018,1906128376,£750.00,GMA Partnership,,
Manchester City Council,Corporate Services,Training and Development,19.07.2018,5100985833,£740.00,Salford GIS Ltd,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986229,£722.78,TARMAC,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,19.07.2018,5100986029,£720.00,Arboricultural Services Treework,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986226,£717.95,TARMAC,,
Manchester City Council,Chief Executives,Professional fees,19.07.2018,1906128363,£700.00,Kenworthy's Chambers,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,19.07.2018,5100986263,£665.00,John Martin Painting Contractors,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986238,£657.78,TARMAC,,
Manchester City Council,Manchester Leisure,Training and Development,19.07.2018,5100986267,£638.40,Pearson Education Ltd,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,19.07.2018,5100986308,£630.00,The Hawthorn Hotel,,
Manchester City Council,Adult Social Care,Training and Development,19.07.2018,5100984785,£600.00,Eduk8 Partnership Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,19.07.2018,5100986258,£592.43,JTC Furniture Group,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.07.2018,5100986190,£575.00,Bruntwood Estates Alpha,,
Manchester City Council,Chief Executives,Compensation Payments,19.07.2018,1906128356,£550.00,Redacted Personal Information,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.07.2018,5100986250,£540.00,BMS Software (Northern) Ltd,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986205,£530.53,TARMAC,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986233,£530.04,TARMAC,,
Manchester City Council,Chief Executives,Compensation Payments,19.07.2018,1906128359,£518.30,Forensic Testing Service Ltd,,
Manchester City Council,Adult Social Care,Rents,19.07.2018,1906129015,£515.00,ML Estates Sales and Lettings,,
Manchester City Council,Highways Services,Building Materials for direct delivery,19.07.2018,5100986241,£506.30,TARMAC,,
Manchester City Council,Adult Social Care,Payments for services,19.07.2018,5100986303,£502.14,Future Directions CIC,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.07.2018,5100986260,-£540.00,BMS Software (Northern) Ltd,,
Manchester City Council,Manchester Leisure,Professional fees,19.07.2018,5100986301,"-£6,530.41",Daly Drains Ltd,,
Manchester City Council,Childrens Services,Building Works,20.07.2018,5100986336,"£571,023.16",Manchester Health Academy,,
Manchester City Council,Adult Social Care,Rents,20.07.2018,5100986454,"£76,150.71",Accommodation Links Ltd,,
Manchester City Council,Chief Executives,Postage,20.07.2018,5100986411,"£41,476.63",Royal Mail Group Plc,,
Manchester City Council,Adult Social Care,Rents,20.07.2018,5100986362,"£35,078.97",M & Q Properties Management Ltd,,
Manchester City Council,Adult Social Care,Carer Support Payments ,20.07.2018,5100986364,"£29,224.04",Carewatch Care Service,,
Manchester City Council,Housing General Fund,Building Works,20.07.2018,1906129851,"£28,560.66",UPS Building & Maintenance Ltd,,
Manchester City Council,Adult Social Care,Rents,20.07.2018,5100986455,"£20,401.10",Housing Social Ltd,,
Manchester City Council,Adult Social Care,Legal Fees,20.07.2018,1906130016,"£18,200.00",Liberata,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,20.07.2018,5100986354,"£16,345.00",Redacted Personal Information,,
Manchester City Council,Regeneration Finance,Rents,20.07.2018,1906102757,"£13,598.47",Asda Stores Ltd (Leeds),,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.07.2018,5100986429,"£13,020.83",Manchester Action On Street Health,,
Manchester City Council,Adult Social Care,Legal Fees,20.07.2018,1906130012,"£12,275.00",Liberata,,
Manchester City Council,Corporate Services,Professional fees,20.07.2018,5100984443,"£10,080.00",Turner & Townsend Cost,,
Manchester City Council,Environment and Operations,Construction Works,20.07.2018,5100986286,"£10,000.00",Bethell Construction Ltd,,
Manchester City Council,Corporate Services,Professional fees,20.07.2018,5100984439,"£8,820.00",Turner & Townsend Cost,,
Manchester City Council,Chief Executives,Legal Fees,20.07.2018,1906130010,"£8,771.00",Liberata,,
Manchester City Council,Adult Social Care,Legal Fees,20.07.2018,1906130015,"£8,765.00",Liberata,,
Manchester City Council,Chief Executives,Compensation Payments,20.07.2018,1906130017,"£8,710.00",Liberata,,
Manchester City Council,Corporate Services,Professional fees,20.07.2018,5100986040,"£8,640.00",Wilde Consultants Ltd,,
Manchester City Council,Chief Executives,Equipment,20.07.2018,5100980506,"£7,880.35",Xerox (Uk) Ltd,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,20.07.2018,5100984950,"£7,330.00",Redacted Personal Information,,
Manchester City Council,Housing General Fund,Building Works,20.07.2018,1906129857,"£7,325.00",Stannah Lift Services Ltd,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,20.07.2018,5100986141,"£7,263.55",Northern Marking Limited,,
Manchester City Council,Highways Services,Professional fees,20.07.2018,5100986039,"£7,044.00",Wilde Consultants Ltd,,
Manchester City Council,Corporate Services,Professional fees,20.07.2018,5100984438,"£6,901.50",Turner & Townsend Cost,,
Manchester City Council,Highways Services,Professional fees,20.07.2018,5100986038,"£6,711.44",Wilde Consultants Ltd,,
Manchester City Council,Manchester Leisure,Third party payments to other Local Authorities,20.07.2018,5100986359,"£6,300.00",Walsall College,,
Manchester City Council,Housing General Fund,Building Works,20.07.2018,1906129865,"£6,016.09",UPS Building & Maintenance Ltd,,
Manchester City Council,Housing General Fund,Building Works,20.07.2018,1906129866,"£6,016.09",UPS Building & Maintenance Ltd,,
Manchester City Council,Housing General Fund,Building Works,20.07.2018,1906129867,"£6,016.09",UPS Building & Maintenance Ltd,,
Manchester City Council,Housing General Fund,Building Works,20.07.2018,1906129868,"£6,016.09",UPS Building & Maintenance Ltd,,
Manchester City Council,Housing General Fund,Building Works,20.07.2018,1906129856,"£5,747.00",Stannah Lift Services Ltd,,
Manchester City Council,Highways Services,Professional fees,20.07.2018,5100986034,"£5,644.18",Wilde Consultants Ltd,,
Manchester City Council,Housing General Fund,Building Works,20.07.2018,1906129847,"£5,589.24",UPS Building & Maintenance Ltd,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,20.07.2018,5100986144,"£5,571.91",Northern Marking Limited,,
Manchester City Council,Housing General Fund,Building Works,20.07.2018,1906129861,"£5,527.00",Stannah Lift Services Ltd,,
Manchester City Council,Adult Social Care,Compensation Payments,20.07.2018,1906130011,"£5,480.00",Liberata,,
Manchester City Council,Corporate Services,Professional fees,20.07.2018,5100985674,"£5,347.00",Turner & Townsend Project,,
Manchester City Council,Housing General Fund,Building Works,20.07.2018,1906129849,"£5,326.26",UPS Building & Maintenance Ltd,,
Manchester City Council,Corporate Services,Professional fees,20.07.2018,5100984444,"£5,160.00",Turner & Townsend Cost,,
Manchester City Council,Chief Executives,Catering,20.07.2018,5100986513,"£5,036.46",Manchester Central,,
Manchester City Council,Regeneration Finance,Professional fees,20.07.2018,5100986352,"£5,000.00",Manchester Professional,,
Manchester City Council,Housing General Fund,Building Works,20.07.2018,1906129855,"£4,881.00",Thyssenkrupp Encasa,,
Manchester City Council,Housing General Fund,Building Works,20.07.2018,1906129853,"£4,865.00",Stannah Lift Services Ltd,,
Manchester City Council,Highways Services,Professional fees,20.07.2018,5100986037,"£4,604.16",Wilde Consultants Ltd,,
Manchester City Council,Housing General Fund,Building Works,20.07.2018,1906129863,"£4,535.66",UPS Building & Maintenance Ltd,,
Manchester City Council,Housing General Fund,Building Works,20.07.2018,1906129850,"£4,497.42",UPS Building & Maintenance Ltd,,
Manchester City Council,Housing General Fund,Building Works,20.07.2018,1906129864,"£4,350.06",UPS Building & Maintenance Ltd,,
Manchester City Council,Housing General Fund,Building Works,20.07.2018,1906129848,"£4,025.93",UPS Building & Maintenance Ltd,,
Manchester City Council,Chief Executives,Legal Fees,20.07.2018,5100986351,"£3,920.00",Redacted Personal Information,,
Manchester City Council,Insurance Fund,I T Provision,20.07.2018,5100986440,"£3,299.70",Capita IT Services Ltd,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,20.07.2018,5100986142,"£3,289.27",Northern Marking Limited,,
Manchester City Council,Chief Executives,Agency staff provision,20.07.2018,5100986581,"£3,089.76",Hays Personnel,,
Manchester City Council,Highways Services,Professional fees,20.07.2018,5100986573,"£2,880.00",Clearway Drainage Systems Ltd,,
Manchester City Council,Hospitality + Trading Services,External repairs and maintenance for buildings,20.07.2018,5100986572,"£2,784.60",Clearway Drainage Systems Ltd,,
Manchester City Council,Chief Executives,Postage,20.07.2018,5100986369,"£2,750.00",Royal Mail Group Plc,,
Manchester City Council,Chief Executives,Tele Conferencing,20.07.2018,1906128372,"£2,612.49",BT Conferencing Services,,
Manchester City Council,Adult Social Care,Professional fees,20.07.2018,1906128353,"£2,574.33",Redacted Personal Information,,
Manchester City Council,Housing General Fund,Building Works,20.07.2018,1906129859,"£2,538.00",Stannah Lift Services Ltd,,
Manchester City Council,Housing General Fund,Building Works,20.07.2018,1906129860,"£2,532.00",Stannah Lift Services Ltd,,
Manchester City Council,Chief Executives,Agency staff provision,20.07.2018,5100986380,"£2,398.90",Ashberry Recruitment Ltd,,
Manchester City Council,Adult Social Care,Professional fees,20.07.2018,1906128334,"£2,375.00",Redacted Personal Information,,
Manchester City Council,Housing General Fund,Building Works,20.07.2018,1906129852,"£2,271.50",Stannah Lift Services Ltd,,
Manchester City Council,Adult Social Care,Funeral and coroner related services,20.07.2018,5100986376,"£2,224.00",Greater Manchester Funeral Service,,
Manchester City Council,Chief Executives,Catering,20.07.2018,5100986511,"£1,885.94",Manchester Central,,
Manchester City Council,Environment and Operations,Construction Works,20.07.2018,5100986284,"£1,710.46",Bethell Construction Ltd,,
Manchester City Council,Chief Executives,Postage,20.07.2018,5100986371,"£1,572.96",Royal Mail Group Plc,,
Manchester City Council,Chief Executives,I T Provision,20.07.2018,5100985823,"£1,562.50",The Monastery Manchester Ltd,,
Manchester City Council,Chief Executives,Professional fees,20.07.2018,5100986515,"£1,353.60",Manchester Central,,
Manchester City Council,Adult Social Care,Professional fees,20.07.2018,1906128377,"£1,335.75",Redacted Personal Information,,
Manchester City Council,Chief Executives,Tele Conferencing,20.07.2018,1906128374,"£1,314.70",BT Conferencing Services,,
Manchester City Council,Adult Social Care,Professional fees,20.07.2018,1906124837,"£1,250.00",Redacted Personal Information,,
Manchester City Council,Chief Executives,Compensation Payments,20.07.2018,5100986435,"£1,250.00",Lincoln House Chambers,,
Manchester City Council,Manchester Leisure,Legal Fees,20.07.2018,5100986444,"£1,200.00",Kings Chambers,,
Manchester City Council,Highways Services,Professional fees,20.07.2018,5100986154,"£1,150.00",Waterman Aspen Ltd,,
Manchester City Council,Manchester Leisure,Payments for services,20.07.2018,5100986290,"£1,123.10",Eastlands Trust Limited,,
Manchester City Council,Manchester Leisure,Grounds Maintenance Costs,20.07.2018,5100986571,"£1,096.00",Clearway Drainage Systems Ltd,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,20.07.2018,5100986586,"£1,083.00",Jetchem Systems Limited,,
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,20.07.2018,5100986456,"£1,048.81",Alliance Disposables Ltd,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,20.07.2018,1906129724,"£1,017.80",Marimekko Corporation,,
Manchester City Council,Manchester Leisure,Professional fees,20.07.2018,5100986338,"£1,000.00",Redacted Personal Information,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,20.07.2018,5100985822,£979.50,Fairway Landscapes Ltd,,
Manchester City Council,Adult Social Care,Personal needs of client,20.07.2018,5100986278,£910.25,Lisclare,,
Manchester City Council,Chief Executives,Catering,20.07.2018,5100986508,£909.97,Manchester Central,,
Manchester City Council,Chief Executives,Tele Conferencing,20.07.2018,1906128369,£867.82,BT Conferencing Services,,
Manchester City Council,Adult Social Care,Equipment,20.07.2018,5100986384,£851.50,Invacare Limited,,
Manchester City Council,Adult Social Care,Legal Fees,20.07.2018,1906130013,£850.00,Liberata,,
Manchester City Council,Adult Social Care,Rents,20.07.2018,1906123334,£805.50,Manchester Letting,,
Manchester City Council,Adult Social Care,Professional fees,20.07.2018,1906124836,£801.02,Target Psychology Ltd,,
Manchester City Council,Regeneration Finance,Contract Cleaning External,20.07.2018,5100986422,£763.17,Mitie Cleaning & Environmental,,
Manchester City Council,Regeneration Finance,Contract Cleaning External,20.07.2018,5100986424,£763.17,Mitie Cleaning & Environmental,,
Manchester City Council,Manchester Leisure,Hire of Premises,20.07.2018,5100986277,£750.00,Khisra Mosque,,
Manchester City Council,Manchester Leisure,Professional fees,20.07.2018,5100986368,£750.00,Redacted Personal Information,,
Manchester City Council,Manchester Leisure,Legal Fees,20.07.2018,5100986335,£750.00,Redacted Personal Information,,
Manchester City Council,Chief Executives,Tele Conferencing,20.07.2018,1906128371,£735.03,BT Conferencing Services,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,20.07.2018,1906129728,£713.50,Redacted Personal Information,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,20.07.2018,5100986452,£700.00,St Agnes Church,,
Manchester City Council,Adult Social Care,Professional fees,20.07.2018,1906115216,£695.03,Target Psychology Ltd,,
Manchester City Council,Housing General Fund,Building Works,20.07.2018,1906129858,£665.00,Stannah Lift Services Ltd,,
Manchester City Council,Manchester Leisure,Training and Development,20.07.2018,5100986404,£653.60,Pearson Education Ltd,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,20.07.2018,1906128773,£644.40,Flensted Mobiles,,
Manchester City Council,Adult Social Care,"Clothes, Uniform and Laundry",20.07.2018,5100986479,£637.50,Alliance Disposables Ltd,,
Manchester City Council,Housing Revenue Account,Landline Telephone Charges,20.07.2018,1906122677,£607.00,Bt Payphones,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,20.07.2018,5100986575,£600.00,Clearway Drainage Systems Ltd,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.07.2018,5100986387,£599.00,Cellmark,,
Manchester City Council,Adult Social Care,Legal Fees,20.07.2018,1906130014,£580.00,Liberata,,
Manchester City Council,Chief Executives,Professional fees,20.07.2018,1906128394,£575.00,Office Of Immigration Services Comm,,
Manchester City Council,Chief Executives,Catering,20.07.2018,5100986512,£552.50,Manchester Central,,
Manchester City Council,Regeneration Finance,Furniture,20.07.2018,5100986257,£527.00,Sico Europe Ltd,,
Manchester City Council,Adult Social Care,Professional fees,20.07.2018,5100986420,£525.00,Randstad Education,,
Manchester City Council,Adult Social Care,Professional fees,20.07.2018,5100986432,£525.00,Randstad Education,,
Manchester City Council,Adult Social Care,Professional fees,20.07.2018,5100986442,£525.00,Randstad Education,,
Manchester City Council,Adult Social Care,Legal Fees,20.07.2018,1906128335,£504.64,Avr Transcription Ltd,,
Manchester City Council,Adult Social Care,Legal Fees,20.07.2018,1906129425,£504.64,Avr Transcription Ltd,,
Manchester City Council,Corporate Services,Professional fees,20.07.2018,5100986405,"-£5,347.00",Turner & Townsend Project,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,23.07.2018,5100986658,"£3,277,768.00",FQ Developments,,
Manchester City Council,Corporate Services,Long Term Debtors,23.07.2018,5100986662,"£2,853,126.00",Keepmoat Homes Ltd,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,23.07.2018,5100985813,"£555,107.00",Laing O'Rourke Construction Ltd,,
Manchester City Council,Adult Social Care,Professional fees,23.07.2018,5100985908,"£396,311.00",Manchester School Services Limited,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,23.07.2018,5100986655,"£142,858.00",Office for Metropolitan Architectur,,
Manchester City Council,Adult Social Care,Professional fees,23.07.2018,5100986379,"£79,237.44",Career Connect,,
Manchester City Council,Adult Social Care,Rents,23.07.2018,5100986468,"£56,839.26",B & A Properties,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,23.07.2018,5100986522,"£39,759.75",The Big Life Company,,
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,23.07.2018,5100986492,"£32,554.29",Manchester Energy Company Limited,,
Manchester City Council,Adult Social Care,Payments for services,23.07.2018,5100986667,"£26,958.95",Nugent House School,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,23.07.2018,5100986493,"£18,699.72",Carlton Fuels Ltd,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,23.07.2018,5100986521,"£17,446.00",Mack Trading (Heaton Park) Ltd,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,23.07.2018,5100986360,"£16,617.00",Redacted Personal Information,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,23.07.2018,5100986491,"£15,580.50",Carlton Fuels Ltd,,
Manchester City Council,Adult Social Care,Gas,23.07.2018,5100985902,"£13,500.72",Manchester School Services Limited,,
Manchester City Council,Adult Social Care,Training and Development,23.07.2018,5100986681,"£10,180.00",Arc People Development Ltd,,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,23.07.2018,5100986433,"£8,415.75",Shelter,,
Manchester City Council,Adult Social Care,Professional fees,23.07.2018,5100986402,"£8,400.00",AJM Robertson Consulting Ltd,,
Manchester City Council,Highways Services,Legal Fees,23.07.2018,1906124849,"£8,000.00",Redacted Personal Information,,
Manchester City Council,Adult Social Care,Professional fees,23.07.2018,5100986401,"£7,800.00",AJM Robertson Consulting Ltd,,
Manchester City Council,Manchester Leisure,Professional fees,23.07.2018,5100986559,"£7,444.07",Clearview Event Services Limited,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,23.07.2018,5100986556,"£6,804.17",K L Properties,,
Manchester City Council,Adult Social Care,Payments for services,23.07.2018,5100986650,"£6,166.67",Cambian Childcare Ltd,,
Manchester City Council,Highways Services,Compensation Payments,23.07.2018,1906123338,"£6,036.00",Department For Work & Pensions,,
Manchester City Council,Highways Services,Compensation Payments,23.07.2018,1906124850,"£6,000.00",AG Solicitors,,
Manchester City Council,Adult Social Care,Payments for services,23.07.2018,5100986563,"£5,712.00",PULSE,,
Manchester City Council,Corporate Services,Professional fees,23.07.2018,5100986407,"£5,347.00",Turner & Townsend Project,,
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,23.07.2018,5100986545,"£5,000.00",Impact For All,,
Manchester City Council,Corporate Services,Transport Taxis,23.07.2018,1906132444,"£4,898.51",Manchester Cars,,
Manchester City Council,Adult Social Care,Foster Payments,23.07.2018,5100986565,"£4,725.00",Foster Talk,,
Manchester City Council,Adult Social Care,Transport Coach Hire,23.07.2018,5100985142,"£4,500.00",Royton Minibuses Ltd,,
Manchester City Council,Adult Social Care,Transport Coach Hire,23.07.2018,5100986582,"£4,500.00",Royton Minibuses Ltd,,
Manchester City Council,Highways Services,Compensation Payments,23.07.2018,1906125077,"£4,350.00",Slater & Gordon (UK) LLP,,
Manchester City Council,Adult Social Care,Payments for services,23.07.2018,5100986670,"£4,200.00",BDT Care Solutions Ltd,,
Manchester City Council,Manchester Leisure,Payments for services,23.07.2018,5100986331,"£4,000.00",Manchester Rangers CIC,,
Manchester City Council,Highways Services,I T Provision,23.07.2018,5100986750,"£3,706.50",Symology Limited,,
Manchester City Council,Adult Social Care,Equipment,23.07.2018,5100977657,"£3,672.00",Invacare Limited,,
Manchester City Council,Highways Services,Compensation Payments,23.07.2018,1906124860,"£3,500.00",McHale and Co Solicitors,,
Manchester City Council,Manchester Leisure,Grounds Maintenance Costs,23.07.2018,5100986643,"£3,234.00",Groundwork Landscapes Ltd,,
Manchester City Council,Housing Revenue Account,General Office expenses,23.07.2018,5100986789,"£3,008.40",PSC Systems,,
Manchester City Council,Chief Executives,Agency staff provision,23.07.2018,5100986566,"£3,000.38",Venn Group Ltd,,
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,23.07.2018,5100986525,"£2,608.63",Advanced Vehicle Technicians Ltd,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,23.07.2018,5100986624,"£2,550.00",Northern Marking Limited,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,23.07.2018,5100986629,"£2,550.00",Northern Marking Limited,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,23.07.2018,5100986633,"£2,550.00",Northern Marking Limited,,
Manchester City Council,Highways Services,I T Provision,23.07.2018,5100986747,"£2,500.00",Symology Limited,,
Manchester City Council,Chief Executives,Landline Telephone Charges,23.07.2018,5100986583,"£2,445.00",The Loop t/a Gamma Telecom Ltd,,
Manchester City Council,Highways Services,Compensation Payments,23.07.2018,1906125073,"£2,430.00",AG Solicitors,,
Manchester City Council,Adult Social Care,Training and Development,23.07.2018,5100986500,"£2,400.00",Cipfa,,
Manchester City Council,Adult Social Care,Training and Development,23.07.2018,5100986503,"£2,400.00",Cipfa,,
Manchester City Council,Adult Social Care,Payments for services,23.07.2018,5100986648,"£2,400.00",BDT Care Solutions Ltd,,
Manchester City Council,Adult Social Care,Legal Fees,23.07.2018,5100986674,"£2,100.00",Redacted Personal Information,,
Manchester City Council,Highways Services,Compensation Payments,23.07.2018,1906128336,"£2,030.00",Tranter Cleere & Co,,
Manchester City Council,Adult Social Care,Professional fees,23.07.2018,5100986506,"£2,016.00",Small Wonders Pdn Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,23.07.2018,5100986748,"£2,014.96",IG Doors Ltd,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,23.07.2018,5100983982,"£1,940.01",Manchester Working Ltd,,
