Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,
Manchester City Council,Adult Social Care,Electricity,16.11.2017,1905827979,£533.33,Scottish & Southern Energy Plc,,,
Manchester City Council,Adult Social Care,Electricity,16.11.2017,1905827970,£522.77,Scottish & Southern Energy Plc,,,
Manchester City Council,Adult Social Care,Electricity,16.11.2017,1905828002,£518.68,Scottish & Southern Energy Plc,,,
Manchester City Council,Adult Social Care,Electricity,16.11.2017,1700076053,"-£5,408.30",Scottish & Southern Energy Plc,,,
Manchester City Council,Adult Social Care,Rents,16.11.2017,5100948533,"£52,162.86",B & A Properties,,,
Manchester City Council,Adult Social Care,Rents,16.11.2017,5100947775,"£9,344.88",Housing Social Ltd,,,
Manchester City Council,Adult Social Care,Rents,16.11.2017,1905826239,£745.00,Greenco Lettings & Sales,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,16.11.2017,5100946614,"£1,758.00",Connect Cars Ltd,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,16.11.2017,5100946500,"£1,536.00",Connect Cars Ltd,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,16.11.2017,5100946575,"£1,275.00",Connect Cars Ltd,,,
Manchester City Council,Adult Social Care,Equipment,16.11.2017,5100948356,"£17,278.66",Independent Life Solutions,,,
Manchester City Council,Adult Social Care,Equipment,16.11.2017,5100948341,"£6,000.00",Independent Life Solutions,,,
Manchester City Council,Adult Social Care,Equipment,16.11.2017,5100948349,"£4,593.20",Independent Life Solutions,,,
Manchester City Council,Adult Social Care,Equipment,16.11.2017,5100948327,"£1,895.00",Independent Life Solutions,,,
Manchester City Council,Adult Social Care,Equipment,16.11.2017,5100948329,"£1,079.00",Independent Life Solutions,,,
Manchester City Council,Adult Social Care,Professional fees,16.11.2017,5100947280,"£3,494.00",AECOM Limited,,,
Manchester City Council,Adult Social Care,Professional fees,16.11.2017,5100947278,"£2,260.00",AECOM Limited,,,
Manchester City Council,Adult Social Care,Professional fees,16.11.2017,5100948080,"£1,250.00",Capita Business Services Ltd,,,
Manchester City Council,Adult Social Care,Professional fees,16.11.2017,5100948551,"£8,185.17",4CT Limited,,,
Manchester City Council,Adult Social Care,Professional fees,16.11.2017,1905820791,"£2,272.40",Advanced Child Care Assessments,,,
Manchester City Council,Adult Social Care,Professional fees,16.11.2017,5100947443,"£2,000.00",Redacted Personal Information,,,
Manchester City Council,Adult Social Care,I T Provision,16.11.2017,5100947286,£640.16,Computacenter (UK) Ltd,,,
Manchester City Council,Adult Social Care,I T Provision,16.11.2017,5100947288,£640.16,Computacenter (UK) Ltd,,,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,16.11.2017,5100948460,£513.38,Cresta World Travel Ltd,,,
Manchester City Council,Adult Social Care,Licences Purchase,16.11.2017,5100948093,"-£2,564.47",Capita Business Services Ltd,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.11.2017,5100948415,"£1,059.00",Indian Senior Citizens Centre,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.11.2017,5100948390,£673.79,Alzheimers Society (Mcr Branch),,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.11.2017,5100947711,£765.00,Afro Carribean Care Group,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.11.2017,5100948560,"£3,548.50",Irwell Valley Housing Association,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.11.2017,5100948547,£760.13,Irwell Valley Housing Association,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.11.2017,5100946792,£912.08,Places for People Living +,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.11.2017,5100946792,£699.54,Places for People Living +,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.11.2017,5100946216,£851.13,The Edward Mayes Trust,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.11.2017,5100948288,"£1,200.00",Stockport Psychology Services,,,
Manchester City Council,Adult Social Care,Payments for services,16.11.2017,5100948454,"£25,753.50",St John Vianney School,,,
Manchester City Council,Adult Social Care,Payments for services,16.11.2017,5100948452,"£6,839.00",St John Vianney School,,,
Manchester City Council,Adult Social Care,Payments for services,16.11.2017,5100946747,"£26,665.43",Care Concepts Ltd,,,
Manchester City Council,Adult Social Care,Payments for services,16.11.2017,5100947814,£664.50,Care Concepts Ltd,,,
Manchester City Council,Adult Social Care,Payments for services,16.11.2017,5100948233,£664.50,Care Concepts Ltd,,,
Manchester City Council,Adult Social Care,Payments for services,16.11.2017,5100948234,£664.50,Care Concepts Ltd,,,
Manchester City Council,Adult Social Care,Payments for services,16.11.2017,5100948235,£664.50,Care Concepts Ltd,,,
Manchester City Council,Adult Social Care,Payments for services,16.11.2017,5100948481,"£13,894.61",Ramillies Hall School Ltd,,,
Manchester City Council,Adult Social Care,Payments for services,16.11.2017,5100948495,"£8,099.05",Liverpool Progressive School,,,
Manchester City Council,Adult Social Care,Payments for services,16.11.2017,5100948497,"£8,099.05",Liverpool Progressive School,,,
Manchester City Council,Adult Social Care,Supporting People Payments,16.11.2017,5100948283,"£11,407.94",DISC Ltd,,,
Manchester City Council,Adult Social Care,Supporting People Payments,16.11.2017,5100948285,"£3,200.33",DISC Ltd,,,
Manchester City Council,Adult Social Care,Foster Payments,16.11.2017,1905827660,"£1,215.44",Redacted Personal Information,,,
Manchester City Council,Adult Social Care,Foster Payments,16.11.2017,1905827665,£639.40,Redacted Personal Information,,,
Manchester City Council,Adult Social Care,Carer Support Payments ,16.11.2017,5100946572,"£17,475.81",DH Homecare Ltd (Direct Health),,,
Manchester City Council,Adult Social Care,Carer Support Payments ,16.11.2017,5100946700,"£29,224.04",Carewatch Care Service,,,
Manchester City Council,Adult Social Care,Personal needs of client,16.11.2017,5100948403,"£8,533.00",M&O Ltd,,,
Manchester City Council,Adult Social Care,Legal Fees,16.11.2017,5100948407,"£1,103.75",39 Essex Street Chambers,,,
Manchester City Council,Chief Executives,Compensation Payments,16.11.2017,1905825323,£663.45,Avr Transcription Ltd,,,
Manchester City Council,Chief Executives,Compensation Payments,16.11.2017,5100947282,"£1,375.00",11KBW,,,
Manchester City Council,Corporate Services,Electricity,16.11.2017,1905828058,"£1,124.42",Scottish & Southern Energy Plc,,,
Manchester City Council,Corporate Services,Electricity,16.11.2017,1905827977,£867.12,Scottish & Southern Energy Plc,,,
Manchester City Council,Corporate Services,Electricity,16.11.2017,1905828070,£812.67,Scottish & Southern Energy Plc,,,
Manchester City Council,Corporate Services,Electricity,16.11.2017,1905827939,£685.64,Scottish & Southern Energy Plc,,,
Manchester City Council,Corporate Services,Electricity,16.11.2017,1905827947,£565.19,Scottish & Southern Energy Plc,,,
Manchester City Council,Corporate Services,Electricity,16.11.2017,1905827972,£523.68,Scottish & Southern Energy Plc,,,
Manchester City Council,Corporate Services,Electricity,16.11.2017,1905827949,£500.77,Scottish & Southern Energy Plc,,,
Manchester City Council,Corporate Services,Transport Taxis,16.11.2017,1905827545,"£13,632.78",Mantax Radio Taxis Ltd,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,16.11.2017,5100948222,"£1,900.00",Northern,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,16.11.2017,5100948222,"£1,692.00",Northern,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,16.11.2017,5100948222,"£1,692.00",Northern,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,16.11.2017,5100948222,£955.60,Northern,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,16.11.2017,5100948222,£955.60,Northern,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,16.11.2017,5100948222,£955.60,Northern,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,16.11.2017,5100948222,£955.60,Northern,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,16.11.2017,5100948222,£955.60,Northern,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,16.11.2017,5100948222,£955.60,Northern,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,16.11.2017,5100948222,£955.60,Northern,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,16.11.2017,5100948222,£955.60,Northern,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,16.11.2017,5100948222,£955.60,Northern,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,16.11.2017,5100948222,£955.60,Northern,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,16.11.2017,5100948222,£955.60,Northern,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,16.11.2017,5100948222,£955.60,Northern,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,16.11.2017,5100948222,£955.60,Northern,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,16.11.2017,5100948224,-£838.10,Northern,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,16.11.2017,5100948224,"-£1,900.00",Northern,,,
Manchester City Council,Corporate Services,Postage,16.11.2017,1905818930,"£6,047.54",Royal Mail Group Plc,,,
Manchester City Council,Corporate Services,Bank Charges,16.11.2017,1905827171,"£16,641.05",Capita Business Services Ltd,,,
Manchester City Council,Corporate Services,Bank Charges,16.11.2017,1905827218,"£15,083.32",Capita Business Services Ltd,,,
Manchester City Council,Housing General Fund,Infrastructure Fees,16.11.2017,5100948039,£628.00,Jacobs UK Ltd,,,
Manchester City Council,Housing General Fund,Surplus property Fees,16.11.2017,5100948039,£568.00,Jacobs UK Ltd,,,
Manchester City Council,Housing Revenue Account,Electricity,16.11.2017,1905828289,"£1,322.01",Scottish & Southern Energy Plc,,,
Manchester City Council,Housing Revenue Account,Professional fees,16.11.2017,5100948039,"£4,531.48",Jacobs UK Ltd,,,
Manchester City Council,Housing Revenue Account,Professional fees,16.11.2017,5100948039,"£1,620.00",Jacobs UK Ltd,,,
Manchester City Council,Housing Revenue Account,Professional fees,16.11.2017,5100948039,"£1,458.00",Jacobs UK Ltd,,,
Manchester City Council,Housing Revenue Account,Professional fees,16.11.2017,5100948039,"£1,458.00",Jacobs UK Ltd,,,
Manchester City Council,Housing Revenue Account,Professional fees,16.11.2017,5100948039,"£1,134.00",Jacobs UK Ltd,,,
Manchester City Council,Housing Revenue Account,Professional fees,16.11.2017,5100948039,£810.00,Jacobs UK Ltd,,,
Manchester City Council,Housing Revenue Account,Professional fees,16.11.2017,5100948039,£810.00,Jacobs UK Ltd,,,
Manchester City Council,Housing Revenue Account,Professional fees,16.11.2017,5100948039,£810.00,Jacobs UK Ltd,,,
Manchester City Council,Housing Revenue Account,Professional fees,16.11.2017,5100948039,£502.40,Jacobs UK Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,16.11.2017,5100947858,"£14,499.35",NonStop Recruitment Ltd,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,16.11.2017,5100946553,£545.84,Redacted Personal Information,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,16.11.2017,5100948554,£545.84,Redacted Personal Information,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,16.11.2017,5100948552,-£545.84,Redacted Personal Information,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,16.11.2017,5100947559,£688.13,Redacted Personal Information,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,16.11.2017,5100947552,"£1,311.72",Redacted Personal Information,,,
Manchester City Council,Chief Executives,Consultants Fees,16.11.2017,5100948433,"£4,000.00",Susan Woodward Creative Consultancy,,,
Manchester City Council,Chief Executives,Professional fees,16.11.2017,5100947390,"£1,900.00",NPS North West Ltd,,,
Manchester City Council,Chief Executives,Postage,16.11.2017,5100948408,"£4,705.70",Royal Mail Group Plc,,,
Manchester City Council,Chief Executives,Data Links,16.11.2017,5100948482,"£2,733.00",The Loop t/a Gamma Telecom Ltd,,,
Manchester City Council,Chief Executives,Data Links,16.11.2017,5100948494,"-£2,733.00",The Loop t/a Gamma Telecom Ltd,,,
Manchester City Council,Chief Executives,I T Provision,16.11.2017,5100947281,£640.16,Computacenter (UK) Ltd,,,
Manchester City Council,Chief Executives,I T Provision,16.11.2017,1905818659,"£3,566.98",Vodafone (Ex C&W),,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,16.11.2017,5100948387,"£1,750.00",The Loop t/a Gamma Telecom Ltd,,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,16.11.2017,5100947579,"£2,290.75",AECOM Limited,,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,16.11.2017,5100948127,£726.83,Manchester Working Ltd,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1905828067,"£1,739.25",Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1905828010,"£1,711.69",Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1905827989,"£1,691.94",Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1905827962,"£1,519.90",Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1905827955,"£1,490.76",Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1905827959,"£1,466.65",Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1905828108,"£1,365.84",Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1905828023,"£1,342.78",Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1905828063,"£1,228.15",Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1905827990,"£1,218.09",Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1905828076,"£1,214.80",Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1905827993,"£1,160.94",Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1905827992,"£1,080.04",Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1905828117,"£1,076.31",Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1905828114,"£1,030.99",Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1905828082,£991.38,Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1905828078,£972.34,Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1905827941,£787.08,Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1905827956,£764.30,Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1905828113,£536.60,Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1905827960,£532.20,Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1905828081,£530.26,Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1905828025,£507.33,Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1700076046,-£924.21,Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1700076045,"-£1,219.83",Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Electricity,16.11.2017,1700076026,"-£3,084.22",Scottish & Southern Energy Plc,,,
Manchester City Council,Regeneration Finance,Rents,16.11.2017,5100948319,"£50,000.00",Greenwich Leisure Limited,,,
Manchester City Council,Regeneration Finance,Water Service Charges - Metered,16.11.2017,1905828293,"£3,174.88",Water Plus Limited,,,
Manchester City Council,Regeneration Finance,Contract Cleaning External,16.11.2017,5100948542,"£6,565.38",Mitie Cleaning & Environmental,,,
Manchester City Council,Regeneration Finance,Contract Cleaning External,16.11.2017,5100948528,£727.52,Mitie Cleaning & Environmental,,,
Manchester City Council,Regeneration Finance,Cleaning Equipment,16.11.2017,5100948539,£546.19,Power Care,,,
Manchester City Council,Regeneration Finance,Professional fees,16.11.2017,5100948336,"£1,339.00",Tep-The Environment Partnership,,,
Manchester City Council,Regeneration Finance,Professional fees,16.11.2017,5100948039,"£12,142.10",Jacobs UK Ltd,,,
Manchester City Council,Regeneration Finance,Professional fees,16.11.2017,5100948039,"£1,739.00",Jacobs UK Ltd,,,
Manchester City Council,Regeneration Finance,Professional fees,16.11.2017,5100948039,"£1,635.00",Jacobs UK Ltd,,,
Manchester City Council,Regeneration Finance,Professional fees,16.11.2017,5100948039,"£1,278.20",Jacobs UK Ltd,,,
Manchester City Council,Regeneration Finance,Professional fees,16.11.2017,5100948039,"£1,171.00",Jacobs UK Ltd,,,
Manchester City Council,Regeneration Finance,Professional fees,16.11.2017,5100948039,£931.50,Jacobs UK Ltd,,,
Manchester City Council,Regeneration Finance,Professional fees,16.11.2017,5100948039,£852.00,Jacobs UK Ltd,,,
Manchester City Council,Regeneration Finance,Professional fees,16.11.2017,5100948039,£661.60,Jacobs UK Ltd,,,
Manchester City Council,Highways Services,Electricity,16.11.2017,1905828290,"£3,470.52",Scottish & Southern Energy Plc,,,
Manchester City Council,Highways Services,Electricity,16.11.2017,1905828288,"£1,071.51",Scottish & Southern Energy Plc,,,
Manchester City Council,Highways Services,Electricity,16.11.2017,1905828092,"£1,043.73",Scottish & Southern Energy Plc,,,
Manchester City Council,Highways Services,Electricity,16.11.2017,1905827969,£747.29,Scottish & Southern Energy Plc,,,
Manchester City Council,Highways Services,Electricity,16.11.2017,1905828102,£734.35,Scottish & Southern Energy Plc,,,
Manchester City Council,Highways Services,Electricity,16.11.2017,1905828103,£513.96,Scottish & Southern Energy Plc,,,
Manchester City Council,Highways Services,Electricity,16.11.2017,1700076041,-£689.99,Scottish & Southern Energy Plc,,,
Manchester City Council,Highways Services,Electricity,16.11.2017,1700076042,-£728.98,Scottish & Southern Energy Plc,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,16.11.2017,5100948330,£650.40,P.F. Cusack (Tools Supplies) Ltd,,,
Manchester City Council,Adult Social Care,Compensation Payments,16.11.2017,1905818684,"£15,500.00",Platt Halpern,,,
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,16.11.2017,5100948518,"£29,760.00",Ove Arup & Partners Ltd,,,
Manchester City Council,Manchester Leisure,Training and Development,17.11.2017,1905827711,£975.00,Access Platform Sales Ltd,,,
Manchester City Council,Manchester Leisure,Grounds Maintenance Costs,17.11.2017,5100948128,"£8,610.00",Bancroft Amenities Ltd,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,17.11.2017,5100948729,£660.00,LK Pollution Response Ltd,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,17.11.2017,5100948713,"£1,773.72",Manchester Dogs Home,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,17.11.2017,5100948716,"£1,591.80",Manchester Dogs Home,,,
Manchester City Council,Manchester Leisure,Grant Payments,17.11.2017,5100947078,"£5,725.00",Turkey Lane & Monsall Neighbourhood,,,
Manchester City Council,Manchester Leisure,Grant Payments,17.11.2017,5100948439,"£5,275.00",Higher Blackley Comm.Assoc.,,,
Manchester City Council,Manchester Leisure,Grant Payments,17.11.2017,5100948607,"£6,075.00",Levenshulme Inspire,,,
Manchester City Council,Manchester Leisure,I T Provision,17.11.2017,5100948603,"£3,173.00",TalkingTech UK Ltd,,,
Manchester City Council,Manchester Leisure,I T Provision,17.11.2017,5100948671,"-£3,173.00",TalkingTech UK Ltd,,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,17.11.2017,5100948646,£812.70,Museums and Galleries Ltd,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,17.11.2017,5100948575,£880.00,Kensite Services Ltd,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,17.11.2017,5100948592,£550.00,Kensite Services Ltd,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,17.11.2017,5100948653,"£1,038.50",R & M Developments Ltd,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,17.11.2017,5100948652,"£1,012.50",R & M Developments Ltd,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,17.11.2017,5100948655,£851.60,R & M Developments Ltd,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,17.11.2017,5100948660,£851.60,R & M Developments Ltd,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,17.11.2017,5100948656,-£851.60,R & M Developments Ltd,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,17.11.2017,5100948661,-£851.60,R & M Developments Ltd,,,
Manchester City Council,Hospitality + Trading Services,Hire of Equipment,17.11.2017,5100948790,£812.00,Alba Service & Supply Ltd,,,
Manchester City Council,Adult Social Care,Rents,17.11.2017,5100948696,"£6,719.11",Great Places Housing Association,,,
Manchester City Council,Adult Social Care,Rents,17.11.2017,5100948742,"£26,508.10",M & Q Properties Management Ltd,,,
Manchester City Council,Adult Social Care,Rents,17.11.2017,1905819155,£750.00,Manchester Letting,,,
Manchester City Council,Adult Social Care,Rents,17.11.2017,5100948570,"£108,680.76",Mears Limited,,,
Manchester City Council,Adult Social Care,Rents,17.11.2017,1905827702,£630.00,Easy2let,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,17.11.2017,5100948734,"£1,330.00",First Manchester Ltd,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,17.11.2017,5100946030,"£1,530.00",Exec-Coach Services,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,17.11.2017,5100945635,"£3,230.00",Redacted Personal Information,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,17.11.2017,5100945636,"£3,060.00",Redacted Personal Information,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,17.11.2017,5100945634,"£2,560.00",Redacted Personal Information,,,
Manchester City Council,Adult Social Care,Equipment,17.11.2017,5100932662,"£1,995.00",After Adoption,,,
Manchester City Council,Adult Social Care,Equipment,17.11.2017,5100948785,£556.80,Aidapt Bathrooms Ltd,,,
Manchester City Council,Adult Social Care,Compensation Payments,17.11.2017,1905818619,"£8,000.00",Pearson Hinchliffe Solicitors,,,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,17.11.2017,5100948710,"£9,905.00",Women in Prison Limited,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,17.11.2017,5100948745,"£14,290.00",G & A Taylor Hotels Ltd,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,17.11.2017,5100947665,"£6,740.00",Redacted Personal Information,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,17.11.2017,5100948598,"£47,287.00",One Education Ltd,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,17.11.2017,5100948503,"£44,308.83","CGL - Change, Grow, Live",,,
Manchester City Council,Adult Social Care,Payments for services,17.11.2017,5100948600,"£23,696.73",4CT Limited,,,
Manchester City Council,Adult Social Care,Payments for services,17.11.2017,5100948708,"£11,071.43",Carlton House Care Ltd,,,
Manchester City Council,Adult Social Care,Payments for services,17.11.2017,5100948442,£517.60,Vision Beyond Autism,,,
Manchester City Council,Adult Social Care,Extra Care Sheltered Housing Payments,17.11.2017,5100948707,"£15,502.48",Independent Living Alliance,,,
Manchester City Council,Adult Social Care,Legal Fees,17.11.2017,5100948557,"£1,287.50",Exchange Chambers,,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,17.11.2017,5100945448,"£14,083.66",Manchester Working Ltd,,,
Manchester City Council,Childrens Services,Building Works,17.11.2017,5100948599,"£247,135.39",Manchester Health Academy,,,
Manchester City Council,Childrens Services,Building Works,17.11.2017,5100948586,"£1,164,832.38",The Co-op Academy of Manchester,,,
Manchester City Council,Corporate Services,Professional fees,17.11.2017,5100948101,"£3,146.00",Airborne Environmental Consultants,,,
Manchester City Council,Corporate Services,Professional fees,17.11.2017,5100948553,"£9,240.00",Turner & Townsend Cost,,,
Manchester City Council,Corporate Services,Professional fees,17.11.2017,5100948580,"£9,240.00",Turner & Townsend Cost,,,
Manchester City Council,Corporate Services,Professional fees,17.11.2017,5100948555,"£7,980.00",Turner & Townsend Cost,,,
Manchester City Council,Corporate Services,Professional fees,17.11.2017,5100948578,"£7,560.00",Turner & Townsend Cost,,,
Manchester City Council,Corporate Services,Professional fees,17.11.2017,5100948568,"£7,095.00",Turner & Townsend Cost,,,
Manchester City Council,Corporate Services,Professional fees,17.11.2017,5100948567,"£6,127.50",Turner & Townsend Cost,,,
Manchester City Council,Corporate Services,Professional fees,17.11.2017,5100948577,"£4,837.50",Turner & Townsend Cost,,,
Manchester City Council,Corporate Services,Professional fees,17.11.2017,5100946538,£650.00,Faithful & Gould Ltd,,,
Manchester City Council,Corporate Services,Tracing fees,17.11.2017,5100947957,"£1,896.00",Experian Limited,,,
Manchester City Council,Corporate Services,Licences Purchase,17.11.2017,5100948736,"£7,862.00",Angel Solutions Ltd,,,
Manchester City Council,Highways Services,Compensation Payments,17.11.2017,1905817898,"£1,750.00",Redacted Personal Information,,,
Manchester City Council,Highways Services,Compensation Payments,17.11.2017,1905825471,"£2,386.50",JMR Solicitors,,,
Manchester City Council,Housing Revenue Account,Peaks & Plains Management Fee,17.11.2017,5100947532,"£4,545.42",Cheshire Peaks & Plains,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,17.11.2017,5100948044,"£3,681.00",Stannah Lift Services Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,17.11.2017,5100947821,"£11,263.00",Medicare First,,,
Manchester City Council,Chief Executives,Agency staff provision,17.11.2017,5100948887,"£3,876.00",Hays Personnel,,,
Manchester City Council,Chief Executives,Agency staff provision,17.11.2017,5100947933,"£17,675.00",Laudale Associates Limited,,,
Manchester City Council,Chief Executives,Agency staff provision,17.11.2017,5100947966,"£7,640.48",Cadence Resourcing Ltd,,,
Manchester City Council,Chief Executives,Electricity,17.11.2017,5100947563,"£16,848.22",Manchester Creative Digital Assets,,,
Manchester City Council,Chief Executives,Security,17.11.2017,5100948719,"£1,787.65",Showsec International Ltd,,,
Manchester City Council,Chief Executives,Hire of Equipment,17.11.2017,5100948527,"£7,282.46",Universal Live,,,
Manchester City Council,Chief Executives,Printing,17.11.2017,5100948669,"£32,621.76",Innerworkings Europe Limited,,,
Manchester City Council,Chief Executives,Printing,17.11.2017,5100948668,"£14,981.37",Innerworkings Europe Limited,,,
Manchester City Council,Chief Executives,Communications,17.11.2017,5100947715,£641.00,Formbys Ltd,,,
Manchester City Council,Chief Executives,Professional fees,17.11.2017,1905792672,"£4,000.00",David Anthony Promotions,,,
Manchester City Council,Chief Executives,Data Links,17.11.2017,5100948588,"£2,733.00",The Loop t/a Gamma Telecom Ltd,,,
Manchester City Council,Chief Executives,I T Provision,17.11.2017,5100948770,"£7,417.00",Jigsaw Systems Limited,,,
Manchester City Council,Chief Executives,I T Provision,17.11.2017,5100948775,"£1,173.00",Jigsaw Systems Limited,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,17.11.2017,5100948590,"£1,750.00",The Loop t/a Gamma Telecom Ltd,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,17.11.2017,5100948601,"£3,215.00",TalkingTech UK Ltd,,,
