Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,,,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,18.12.2018,1906307752,£650.00,SUMUP  *REVOLVING DOORS H,,,,,,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,18.12.2018,1906307753,£650.00,SUMUP  *REVOLVING DOORS H,,,,,,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,18.12.2018,1906307754,£650.00,SUMUP  *REVOLVING DOORS H,,,,,,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,18.12.2018,1906307828,£541.50,TRAVELODGE P CARD ONLY,,,,,,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,18.12.2018,1906307830,£537.50,TRAVELODGE P CARD ONLY,,,,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,18.12.2018,5101009663,"£22,002.00",Redacted Personal Information,,,,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,18.12.2018,1906307646,"£1,000.00",Premier Inn P CARD ONLY,,,,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,18.12.2018,5101008359,"£2,605.00",Co-Op Academy,,,,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,18.12.2018,5101009865,"-£2,605.00",Co-Op Academy,,,,,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,18.12.2018,5101009722,"£75,000.00",Central Mcr Uni Hospital t/a,,,,,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,18.12.2018,5101009720,"-£75,000.00",Central Mcr Uni Hospital t/a,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,18.12.2018,5101009544,"£16,666.66",Riverside ECHG,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,18.12.2018,5101009546,"£9,187.20",Riverside ECHG,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,18.12.2018,5101009443,"£8,410.50",People First Housing Association,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,18.12.2018,5101009546,"£7,396.10",Riverside ECHG,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,18.12.2018,5101009484,"£7,250.00",The Depaul Trust,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,18.12.2018,5101009774,"£6,737.00",Great Places Housing Association,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,18.12.2018,5101007820,"£2,853.53",Johnnie Johnson Housing,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,18.12.2018,5101009703,"£2,853.53",Johnnie Johnson Housing,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,18.12.2018,5101009483,"£1,583.33",The Depaul Trust,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,18.12.2018,5101009698,"-£2,853.53",Johnnie Johnson Housing,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009770,"£18,300.00",National Offender Mgt Services,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009708,"£9,211.75",Pure Innovations Ltd,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009665,"£8,955.90",Age Concern Manchester,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009782,"£8,736.00",National Offender Mgt Services,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009823,"£8,536.57",Future Directions CIC,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009779,"£7,098.00",National Offender Mgt Services,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009707,"£6,767.25",Cedar House School,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009871,"£6,724.64",H.G. Care Services Ltd,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009781,"£6,552.00",National Offender Mgt Services,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009760,"£5,670.00",National Offender Mgt Services,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009763,"£5,670.00",National Offender Mgt Services,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009777,"£5,670.00",National Offender Mgt Services,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009784,"£4,880.00",National Offender Mgt Services,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009700,"£4,848.80",Enhance EHC Ltd,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009665,"£4,806.00",Age Concern Manchester,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009780,"£3,591.00",National Offender Mgt Services,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009765,"£3,024.00",National Offender Mgt Services,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009775,"£2,730.00",National Offender Mgt Services,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009766,"£2,646.00",National Offender Mgt Services,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009701,"£2,520.00",High Peak School Limited,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009771,"£2,268.00",National Offender Mgt Services,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009773,£945.00,National Offender Mgt Services,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,1906307659,£789.00,Premier Inn P CARD ONLY,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009750,£635.19,Carers Trust 4All,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009908,£630.65,Northgate Public Services (UK) Ltd,,,,,,
Manchester City Council,Adult Social Care,Payments for services,18.12.2018,5101009759,£546.00,National Offender Mgt Services,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,18.12.2018,5101009534,"£19,091.41",Riverside ECHG,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,18.12.2018,5101009534,"£12,585.85",Riverside ECHG,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,18.12.2018,5101009534,"£12,500.00",Riverside ECHG,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,18.12.2018,5101009469,"£11,666.74",The Depaul Trust,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,18.12.2018,5101009534,"£5,833.33",Riverside ECHG,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,18.12.2018,5101009469,"£5,000.00",The Depaul Trust,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,18.12.2018,5101009923,"£4,889.00",Adactus Housing Group Ltd,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,18.12.2018,5101009923,"£2,780.00",Adactus Housing Group Ltd,,,,,,
Manchester City Council,Adult Social Care,Supported Accommodation,18.12.2018,5101009829,"£1,958.82",Northgate Public Services (UK) Ltd,,,,,,
Manchester City Council,Adult Social Care,Compensation Payments,18.12.2018,1906306803,"£3,250.00",Peasegoods,,,,,,
Manchester City Council,Corporate Services,Vehicle Hire Costs,18.12.2018,1906308026,"£2,766.45",City Car Club Ltd,,,,,,
Manchester City Council,Corporate Services,Vehicle Hire Costs,18.12.2018,1906308097,"£2,252.92",City Car Club Ltd,,,,,,
Manchester City Council,Corporate Services,Vehicle Hire Costs,18.12.2018,1906308005,"£1,795.01",City Car Club Ltd,,,,,,
Manchester City Council,Corporate Services,Transport Taxis,18.12.2018,1906306902,"£3,319.90",Manchester Cars,,,,,,
Manchester City Council,Corporate Services,Building Materials for direct delivery,18.12.2018,1906307146,£878.00,AO RETAIL LIMITED,,,,,,
Manchester City Council,Corporate Services,Professional fees,18.12.2018,5101009785,£775.00,Watts Group Limited,,,,,,
Manchester City Council,Corporate Services,Professional fees,18.12.2018,5101009906,£550.00,Redacted Personal Information,,,,,,
Manchester City Council,Corporate Services,Expenditure re Internal Trading Ordered Externally,18.12.2018,5101009793,£630.00,ISG Construction Limited,,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,18.12.2018,5101009820,"£1,828.50",Addleshaw Goddard Solicitors,,,,,,
Manchester City Council,Corporate Services,Legal Fees,18.12.2018,1906307462,£602.00,HMCTS (Manchester),,,,,,
Manchester City Council,Corporate Services,Legal Fees,18.12.2018,1906307460,£714.00,HMCTS (Manchester),,,,,,
Manchester City Council,Housing General Fund,Building Works,18.12.2018,1906308105,"£61,207.49",Abensons Solicitors,,,,,,
Manchester City Council,Housing General Fund,Building Works,18.12.2018,5100996744,£630.00,One Manchester Limited,,,,,,
Manchester City Council,Housing General Fund,Capital Receipts,18.12.2018,1906298160,"£14,350.00",Redrow Homes Lancashire,,,,,,
Manchester City Council,Housing Revenue Account,Council Dwellings - Acquisition,18.12.2018,1906306882,"£126,734.05",WADDELL TAYLOR BRYAN,,,,,,
Manchester City Council,Chief Executives,Agency staff provision,18.12.2018,5101009867,"£6,377.81",Michael Page International,,,,,,
Manchester City Council,Chief Executives,Professional fees,18.12.2018,1906297997,"£6,495.00",Rosettes Direct,,,,,,
Manchester City Council,Chief Executives,Professional fees,18.12.2018,5101009754,"£5,637.95",Foreign and Commonwealth Office,,,,,,
Manchester City Council,Chief Executives,ICT Support & Maintenance,18.12.2018,5101007986,"£23,100.00",Universal Live,,,,,,
Manchester City Council,Chief Executives,Subsistence and Conference Expenses,18.12.2018,5101008066,"£1,369.88",Diversity Travel Ltd,,,,,,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,18.12.2018,5101009669,"£1,000.00",Brighter Sound Ltd,,,,,,
Manchester City Council,Chief Executives,Advertising,18.12.2018,1906307380,£600.00,Facebook (CARD ONLY),,,,,,
Manchester City Council,Chief Executives,Advertising,18.12.2018,1906307382,£600.00,Facebook (CARD ONLY),,,,,,
Manchester City Council,Chief Executives,Advertising,18.12.2018,1906307383,£600.00,Facebook (CARD ONLY),,,,,,
Manchester City Council,Chief Executives,Advertising,18.12.2018,1906307384,£600.00,Facebook (CARD ONLY),,,,,,
Manchester City Council,Chief Executives,Advertising,18.12.2018,1906307388,£600.00,Facebook (CARD ONLY),,,,,,
Manchester City Council,Chief Executives,Advertising,18.12.2018,1906307390,£600.00,Facebook (CARD ONLY),,,,,,
Manchester City Council,Chief Executives,Advertising,18.12.2018,1906307400,£600.00,Facebook (CARD ONLY),,,,,,
Manchester City Council,Chief Executives,Advertising,18.12.2018,1906307403,£600.00,Facebook (CARD ONLY),,,,,,
Manchester City Council,Chief Executives,Advertising,18.12.2018,1906307405,£600.00,Facebook (CARD ONLY),,,,,,
Manchester City Council,Chief Executives,Advertising,18.12.2018,1906307385,£599.70,Facebook (CARD ONLY),,,,,,
Manchester City Council,Chief Executives,Advertising,18.12.2018,1906307398,£598.91,Facebook (CARD ONLY),,,,,,
Manchester City Council,Chief Executives,Advertising,18.12.2018,1906307397,£598.35,Facebook (CARD ONLY),,,,,,
Manchester City Council,Chief Executives,Advertising,18.12.2018,1906307386,£596.65,Facebook (CARD ONLY),,,,,,
Manchester City Council,Chief Executives,Advertising,18.12.2018,1906307395,£594.97,Facebook (CARD ONLY),,,,,,
Manchester City Council,Chief Executives,Advertising,18.12.2018,1906307381,£593.32,Facebook (CARD ONLY),,,,,,
Manchester City Council,Chief Executives,Advertising,18.12.2018,1906307401,£593.00,Facebook (CARD ONLY),,,,,,
Manchester City Council,Chief Executives,Advertising,18.12.2018,1906307378,£592.96,Facebook (CARD ONLY),,,,,,
Manchester City Council,Chief Executives,Advertising,18.12.2018,1906307393,£592.51,Facebook (CARD ONLY),,,,,,
Manchester City Council,Chief Executives,Advertising,18.12.2018,1906307391,£590.67,Facebook (CARD ONLY),,,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,18.12.2018,5101009356,"£5,000.00",Turner & Townsend Project,,,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,18.12.2018,5101009682,"£2,830.75",Cruden Group Ltd,,,,,,
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,18.12.2018,5101009788,"£7,000.00",Cruden Group Ltd,,,,,,
Manchester City Council,Regeneration Finance,Rents,18.12.2018,1906305762,"£96,500.00",Eric Wright Group Ltd,,,,,,
Manchester City Council,Regeneration Finance,Rents,18.12.2018,1906305761,"£14,514.48",DUK Property Management Ltd,,,,,,
Manchester City Council,Regeneration Finance,Rents,18.12.2018,1906301661,"£7,362.50",Knight Frank LLP,,,,,,
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,18.12.2018,5101009833,"£1,261.59",Alliance Disposables Ltd,,,,,,
Manchester City Council,Regeneration Finance,Training and Development,18.12.2018,5101009920,"£6,590.00",Ncfe,,,,,,
Manchester City Council,Regeneration Finance,Professional fees,18.12.2018,5101009918,"£19,000.00",Greater Manchester Police,,,,,,
Manchester City Council,Regeneration Finance,Professional fees,18.12.2018,5101009418,"£6,000.00",Turner & Townsend Project,,,,,,
Manchester City Council,Regeneration Finance,Professional fees,18.12.2018,5101009880,"£5,000.00",Five Plus Architects Limited,,,,,,
Manchester City Council,Regeneration Finance,I T Provision,18.12.2018,5101009470,"£19,206.34",One Education Ltd,,,,,,
Manchester City Council,Regeneration Finance,I T Provision,18.12.2018,5101009874,£640.16,Computacenter (UK) Ltd,,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,18.12.2018,5101009748,"£10,663.95",Compass Minerals UK Ltd,,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,18.12.2018,5101008618,"£2,332.00",Instarmac Group Ltd,,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,18.12.2018,5101009756,"£1,947.18",Compass Minerals UK Ltd,,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,18.12.2018,5101009746,£990.15,Compass Minerals UK Ltd,,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,18.12.2018,5101009751,-£974.97,Compass Minerals UK Ltd,,,,,,
Manchester City Council,Highways Services,Hire of Machinery,18.12.2018,5101009888,"£4,950.00",Quality Freight UK Ltd,,,,,,
Manchester City Council,Highways Services,Hire of Machinery,18.12.2018,5101009886,"£3,380.00",Utilities Design & Planning Ltd,,,,,,
Manchester City Council,Highways Services,Purchase of stores for re-distribution,18.12.2018,5101009826,£538.82,P.F. Cusack (Tools Supplies) Ltd,,,,,,
Manchester City Council,Highways Services,Payments to Contractors,18.12.2018,5101009684,"£6,806.52",NSL Ltd,,,,,,
Manchester City Council,Leasing,Professional fees,18.12.2018,5101009802,£687.50,Arlingclose Ltd,,,,,,
Manchester City Council,Manchester Leisure,Equipment,19.12.2018,5101010118,"£2,310.00",Lloyd Evans Prichard Ltd,,,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,19.12.2018,5101010125,"£1,011.07",Biffa Municipal Limited,,,,,,
Manchester City Council,Manchester Leisure,Hire of Machinery,19.12.2018,5101010173,£747.18,F.R.Sharrock Ltd,,,,,,
Manchester City Council,Manchester Leisure,Professional fees,19.12.2018,5101010174,"£2,000.00",Creative City England CIC,,,,,,
Manchester City Council,Manchester Leisure,Professional fees,19.12.2018,5101009967,"£1,000.00",Redacted Personal Information,,,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,19.12.2018,5101009755,"£18,000.00",Cheshire & Greater Manchester,,,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,19.12.2018,5101009965,"£18,000.00",Cheshire & Greater Manchester,,,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,19.12.2018,5101010029,£522.00,Manchester Metropolitan University,,,,,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,19.12.2018,5101010059,£540.08,Turnaround Publisher Servives Lt,,,,,,
Manchester City Council,Manchester Leisure,Payments for services,19.12.2018,5101010102,"£1,225.00",HCA International Ltd,,,,,,
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,19.12.2018,5101009233,"£151,164.49",ISG Construction Limited,,,,,,
Manchester City Council,Libraries and Theatres,Training and Development,19.12.2018,5101009948,"£1,699.48",LGV4U Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,19.12.2018,5101009973,"£14,737.80",Carlton Fuels Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,19.12.2018,5101009970,"£10,164.00",Carlton Fuels Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,19.12.2018,5101010164,"-£10,698.00",Carlton Fuels Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Insurance,19.12.2018,1906308110,"£13,737.40",Zurich Municipal,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,19.12.2018,1906312149,£921.28,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,19.12.2018,1906312158,£887.65,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,19.12.2018,1906312157,£815.62,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Environment and Operations,Security,19.12.2018,5101010214,£890.00,A6 Shutters,,,,,,
Manchester City Council,Environment and Operations,Construction Works,19.12.2018,5101009827,"£388,361.08",Dawnus Construction,,,,,,
Manchester City Council,Adult Social Care,Seconded Employees,19.12.2018,5100971512,"£5,125.75",Central Mcr Uni Hospital t/a,,,,,,
Manchester City Council,Adult Social Care,Seconded Employees,19.12.2018,5100996748,"£5,125.75",Central Mcr Uni Hospital t/a,,,,,,
Manchester City Council,Adult Social Care,Seconded Employees,19.12.2018,5101009969,"£5,125.75",Central Mcr Uni Hospital t/a,,,,,,
Manchester City Council,Adult Social Care,Seconded Employees,19.12.2018,5101009968,"-£5,125.75",Central Mcr Uni Hospital t/a,,,,,,
Manchester City Council,Adult Social Care,Training and Development,19.12.2018,5101010206,£750.00,Wythenshawe Community Church,,,,,,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,19.12.2018,5101010170,"£1,013.61",Manchester Working Ltd,,,,,,
Manchester City Council,Adult Social Care,Gas,19.12.2018,5101009587,"£13,500.72",Manchester School Services Limited,,,,,,
Manchester City Council,Adult Social Care,Rents,19.12.2018,5101009972,"£6,952.58",AJD Property Limited,,,,,,
Manchester City Council,Adult Social Care,Rents,19.12.2018,5101009966,"£4,098.53",AJD Property Limited,,,,,,
Manchester City Council,Adult Social Care,Rents,19.12.2018,5101009971,"£2,346.22",AJD Property Limited,,,,,,
Manchester City Council,Adult Social Care,Rents,19.12.2018,1906312199,£526.38,Townhouse Lettings,,,,,,
Manchester City Council,Adult Social Care,Contract Cleaning External,19.12.2018,5101010004,"£1,940.55",Brighter Beginnings Day Nursery,,,,,,
Manchester City Council,Adult Social Care,Contract Cleaning External,19.12.2018,5101009995,"£1,455.41",Brighter Beginnings Day Nursery,,,,,,
Manchester City Council,Adult Social Care,Contract Cleaning External,19.12.2018,5101009998,"£1,455.41",Brighter Beginnings Day Nursery,,,,,,
Manchester City Council,Adult Social Care,Contract Cleaning External,19.12.2018,5101010002,"£1,455.41",Brighter Beginnings Day Nursery,,,,,,
Manchester City Council,Adult Social Care,Contract Cleaning External,19.12.2018,5101010003,"£1,455.41",Brighter Beginnings Day Nursery,,,,,,
Manchester City Council,Adult Social Care,Transport Taxis,19.12.2018,5101010138,"£1,539.50",Wrixon Care,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,19.12.2018,5101010070,"£2,539.00",Nelson Transport,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,19.12.2018,5101010087,"£2,354.00",Redacted Personal Information,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,19.12.2018,5101009946,"£2,320.00",Hastings Private Hire,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,19.12.2018,5101009949,"£2,207.50",Hastings Private Hire,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,19.12.2018,5101009954,"£1,815.00",Hastings Private Hire,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,19.12.2018,5101010058,£900.00,Cresta Car Hire,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,19.12.2018,5101009951,£675.00,Hastings Private Hire,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,19.12.2018,5101010092,£648.00,Cresta Car Hire,,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,19.12.2018,5101010095,£540.00,Cresta Car Hire,,,,,,
Manchester City Council,Adult Social Care,Equipment,19.12.2018,5101010238,"£2,475.00",Mangar International Ltd,,,,,,
Manchester City Council,Adult Social Care,Equipment,19.12.2018,5101008338,£550.00,Aidapt Bathrooms Ltd,,,,,,
Manchester City Council,Adult Social Care,Stationery,19.12.2018,5101010183,£706.64,Banner Group Limited,,,,,,
Manchester City Council,Adult Social Care,Professional fees,19.12.2018,5101009586,"£396,311.00",Manchester School Services Limited,,,,,,
Manchester City Council,Adult Social Care,Professional fees,19.12.2018,5101005027,"£48,100.00",One Education Ltd,,,,,,
Manchester City Council,Adult Social Care,Professional fees,19.12.2018,5101010124,"£3,046.00",Ofsted,,,,,,
Manchester City Council,Adult Social Care,Professional fees,19.12.2018,5101010207,"£1,875.00",Moira Murray Consultancy Ltd,,,,,,
Manchester City Council,Adult Social Care,Professional fees,19.12.2018,5101010154,"£1,000.00",Tanda Services,,,,,,
Manchester City Council,Adult Social Care,Professional fees,19.12.2018,5101010208,£599.00,Cellmark,,,,,,
Manchester City Council,Adult Social Care,Testing Fees,19.12.2018,1906297975,£764.52,Forensic Testing Service Ltd,,,,,,
Manchester City Council,Adult Social Care,Funeral and coroner related services,19.12.2018,5101008919,"£3,311.00",Greater Manchester Funeral Service,,,,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,19.12.2018,5101009964,"£8,265.00",Redacted Personal Information,,,,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,19.12.2018,5101010047,"£3,480.00",Alt Payee Acorn Care & Education,,,,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,19.12.2018,5101009925,"£1,656.00",Trafford M B C,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,19.12.2018,5101010076,"£18,099.50",DISC Ltd,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,19.12.2018,5101009778,"£2,290.00",Great Places Housing Association,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,19.12.2018,5101010114,"£1,628.00",Manchester Creche,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,19.12.2018,5101010111,£660.00,Tiddlywinks Day Nursery Ltd,,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,19.12.2018,5101010112,£555.00,Manchester Creche,,,,,,
Manchester City Council,Adult Social Care,Payments for services,19.12.2018,5101010066,"£8,197.38",Oldham College Corporation,,,,,,
Manchester City Council,Adult Social Care,Payments for services,19.12.2018,5101009950,"£3,029.00",Turning Point,,,,,,
Manchester City Council,Adult Social Care,Payments for services,19.12.2018,5101010135,"£2,346.24",The Together Trust,,,,,,
Manchester City Council,Adult Social Care,Payments for services,19.12.2018,5101010060,"£2,195.91",Chaigeley Education Foundation,,,,,,
Manchester City Council,Adult Social Care,Payments for services,19.12.2018,5101009944,"£1,631.00",Turning Point,,,,,,
Manchester City Council,Adult Social Care,Payments for services,19.12.2018,5101009947,£847.90,The Together Trust,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,19.12.2018,5101010078,"£11,407.94",DISC Ltd,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,19.12.2018,5101010091,"£3,548.50",Irwell Valley Housing Association,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,19.12.2018,5101009942,£942.74,Riverside ECHG,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,19.12.2018,5101009942,£912.43,Riverside ECHG,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,19.12.2018,5101010225,£851.13,The Edward Mayes Trust,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,19.12.2018,5101009942,£790.60,Riverside ECHG,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,19.12.2018,5101010090,£760.13,Irwell Valley Housing Association,,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,19.12.2018,5101009942,£547.74,Riverside ECHG,,,,,,
Manchester City Council,Adult Social Care,Legal Fees,19.12.2018,5101010109,"£1,250.00",Redacted Personal Information,,,,,,
Manchester City Council,Adult Social Care,Legal Fees,19.12.2018,5101010128,"£1,250.00",Redacted Personal Information,,,,,,
Manchester City Council,Adult Social Care,Legal Fees,19.12.2018,5101010130,"£1,250.00",Redacted Personal Information,,,,,,
Manchester City Council,Adult Social Care,Legal Fees,19.12.2018,5101010132,"£1,250.00",Redacted Personal Information,,,,,,
Manchester City Council,Childrens Services,Building Works,19.12.2018,5101010149,"£240,871.08",The Co-op Academy of Manchester,,,,,,
Manchester City Council,Corporate Services,Storage Costs,19.12.2018,5101009976,£523.58,Apex Self Storage Ltd,,,,,,
Manchester City Council,Corporate Services,Storage Costs,19.12.2018,5101010025,-£523.58,Apex Self Storage Ltd,,,,,,
Manchester City Council,Corporate Services,Vehicle Costs,19.12.2018,1906308020,"£5,472.99",Cyclescheme Ltd,,,,,,
Manchester City Council,Corporate Services,Vehicle Costs,19.12.2018,1906308019,"£4,649.00",Cyclescheme Ltd,,,,,,
Manchester City Council,Corporate Services,Discounted Car Parking,19.12.2018,1906308017,"£10,690.57",National Car Parks Ltd Season Ticke,,,,,,
Manchester City Council,Corporate Services,Discounted Car Parking,19.12.2018,1906308018,"£1,593.25",National Car Parks Ltd Season Ticke,,,,,,
Manchester City Council,Corporate Services,Discounted Car Parking,19.12.2018,1700085411,-£687.67,National Car Parks Ltd Season Ticke,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,19.12.2018,5101009288,£945.00,Transport for Greater Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,19.12.2018,5101009224,£792.00,Transport for Greater Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,19.12.2018,5101009225,£792.00,Transport for Greater Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,19.12.2018,5101009285,£792.00,Transport for Greater Manchester,,,,,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,19.12.2018,5101009289,£558.00,Transport for Greater Manchester,,,,,,
Manchester City Council,Corporate Services,Professional fees,19.12.2018,5101010194,"£4,750.00",Redacted Personal Information,,,,,,
Manchester City Council,Corporate Services,Professional fees,19.12.2018,5101010193,£863.65,Redacted Personal Information,,,,,,
Manchester City Council,Corporate Services,Professional fees,19.12.2018,5101010192,£603.25,Redacted Personal Information,,,,,,
Manchester City Council,Corporate Services,Rent Allowances,19.12.2018,1906312201,"£294,461.37",Southway Housing Trust,,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.12.2018,5101009346,"£52,202.76",Kier Construction Limited,,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.12.2018,5101009346,"£727,854.03",Kier Construction Limited,,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.12.2018,5101009346,"£395,626.21",Kier Construction Limited,,,,,,
