Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,15.12.2021,5105791084,"£8,639.24",Standard Fuels Oils,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,15.12.2021,5105791208,"£2,079.00",F.R.Sharrock Ltd,,,,
Manchester City Council,Hospitality + Trading Services,Compensation Payments,15.12.2021,1907482206,"£63,000.00",Field Fisher Solicitors,,,,
Manchester City Council,Environment and Operations,Construction Works,15.12.2021,5105791146,"£122,959.45",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,15.12.2021,5105791037,"£15,336.00",Sumi Travel Ltd.,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,15.12.2021,5105790093,"£5,818.00",Home to School Travel Ltd,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,15.12.2021,5105791204,-£745.00,Home to School Travel Ltd,,,,
Manchester City Council,Childrens & Education Services,Payments for services,15.12.2021,5105791186,"£8,199.85",Reed Employment Plc,,,,
Manchester City Council,Childrens & Education Services,Payments for services,15.12.2021,5105791079,£750.00,Teaching Personnel Ltd,,,,
Manchester City Council,Childrens & Education Services,Payments for services,15.12.2021,5105791077,"£10,872.04",Enhance EHC Ltd,,,,
Manchester City Council,Childrens & Education Services,Payments for services,15.12.2021,5105791078,"£7,884.80",High Peak School Limited,,,,
Manchester City Council,Childrens & Education Services,Payments for services,15.12.2021,5105791075,"£3,545.46",Broadstones Independent Special Sch,,,,
Manchester City Council,Childrens & Education Services,Payments for services,15.12.2021,5105791076,"£3,090.90",Broadstones Independent Special Sch,,,,
Manchester City Council,Childrens & Education Services,Payments for services,15.12.2021,5105791110,"£8,365.21",Teenage Works,,,,
Manchester City Council,Adult Social Care,Rents,15.12.2021,5105791206,"£13,209.24",K L Properties,,,,
Manchester City Council,Adult Social Care,Rents,15.12.2021,5105791221,"£12,259.51",K L Properties,,,,
Manchester City Council,Adult Social Care,Equipment,15.12.2021,5105791222,"£7,002.00",Lisclare,,,,
Manchester City Council,Adult Social Care,Equipment,15.12.2021,5105791068,"£1,300.00",Tunstall Healthcare (UK) Ltd,,,,
Manchester City Council,Adult Social Care,Equipment,15.12.2021,5105791130,£780.00,NRS Healthcare,,,,
Manchester City Council,Adult Social Care,Equipment,15.12.2021,5105791129,"£1,417.50",Aidapt Bathrooms Ltd,,,,
Manchester City Council,Adult Social Care,Building Materials for direct delivery,15.12.2021,5105791147,£710.55,AKW Medicare,,,,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,15.12.2021,5105791137,"£6,039.33",Manchester Mind,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,15.12.2021,5105791071,"£20,238.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,15.12.2021,5105791028,"£7,795.00",Hala Guest House,,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,15.12.2021,5105791030,"£50,040.77",First Choice Homes Oldham Ltd,,,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,15.12.2021,5105791070,"£401,023.00",Greater Manchester Mental Health,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,15.12.2021,5105791136,"£5,471.87",Pure Innovations Ltd,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,15.12.2021,5105791101,"£27,726.50",Manchester Womens Aid,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,15.12.2021,5105791102,"£27,726.50",Manchester Womens Aid,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,15.12.2021,5105791056,"£64,977.78",Divrse Ltd,,,,
Manchester City Council,Adult Social Care,Payments for services,15.12.2021,5105791149,"£9,360.00",Slimming World,,,,
Manchester City Council,Adult Social Care,Personal needs of client,15.12.2021,5105790732,"£2,950.00",James Leckey Design Ltd,,,,
Manchester City Council,Adult Social Care,Personal needs of client,15.12.2021,5105791165,"£2,392.90",Schuchmann LLP,,,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,15.12.2021,5105791159,"£17,650.17",Faithful & Gould Ltd,,,,
Manchester City Council,Corporate Services,Car Parking Permits,15.12.2021,5105791092,"£3,824.00",Flowbird Smart City Uk Ltd,,,,
Manchester City Council,Corporate Services,Travel Season TLS,15.12.2021,5105791069,"£2,159.50",Northern Trains Limited,,,,
Manchester City Council,Corporate Services,Equipment,15.12.2021,5105791202,"£1,890.00",digitalenergy Ltd,,,,
Manchester City Council,Corporate Services,Equipment,15.12.2021,5105791198,"£1,470.00",digitalenergy Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,15.12.2021,5105791171,"£3,495.78",BCL,,,,
Manchester City Council,Corporate Services,Compensation Payments,15.12.2021,1907482204,"£2,625.00",Emerald Law Solicitors,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,15.12.2021,5105789150,"£1,510.00",Stannah Lift Services Ltd,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,15.12.2021,5105791025,£677.40,SIG Roofing Supplies,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,15.12.2021,5105791026,"£52,901.27",Fieldway Supplies Ltd,,,,
Manchester City Council,Chief Executives,Agency staff provision,15.12.2021,5105791120,"£16,212.05",Osborne Richardson,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,15.12.2021,5105791090,£545.00,Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Hire of Equipment,15.12.2021,5105791096,"£10,468.00",The Manchester Light & Stage,,,,
Manchester City Council,Chief Executives,Stationery,15.12.2021,5105791058,£616.00,Quadient UK Ltd (Consumables),,,,
Manchester City Council,Chief Executives,Professional fees,15.12.2021,5105791175,"£2,806.79",Foreign and Commonwealth Office,,,,
Manchester City Council,Chief Executives,Professional fees,15.12.2021,5105791205,£567.00,Icon Copy,,,,
Manchester City Council,Chief Executives,Landline Telephone,15.12.2021,5105790293,"£1,840.03",Meridian Recovery Audit,,,,
Manchester City Council,Chief Executives,ICT Sup & Maintnance,15.12.2021,5105791125,"£10,080.00",Elected Technologies,,,,
Manchester City Council,Chief Executives,Advertising,15.12.2021,5105791127,£949.05,TES Global Ltd,,,,
Manchester City Council,Chief Executives,Advertising,15.12.2021,5105791116,"£2,720.25",Guardian News and Media Limited,,,,
Manchester City Council,Chief Executives,Advertising,15.12.2021,5105791117,"£1,627.50",Guardian News and Media Limited,,,,
Manchester City Council,Chief Executives,Licences Purchase,15.12.2021,5105791100,"£1,492.79",Insight Direct (Uk) Ltd,,,,
Manchester City Council,Chief Executives,Personal needs of client,15.12.2021,5105790938,"-£1,751.52",Cornflower Ltd,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,15.12.2021,5105791223,£955.00,Xen Courier Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,15.12.2021,5105791111,"£2,652.00",Insight Direct (Uk) Ltd,,,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,15.12.2021,5105790942,£924.00,Cheshire Scaffolds Ltd,,,,
Manchester City Council,Regeneration Finance,"Consumable items eg Toilet rolls, soap etc",15.12.2021,5105791162,£850.00,Master Moves Ltd,,,,
Manchester City Council,Regeneration Finance,"Consumable items eg Toilet rolls, soap etc",15.12.2021,5105791157,-£850.00,Master Moves Ltd,,,,
Manchester City Council,Regeneration Finance,"Consumable items eg Toilet rolls, soap etc",15.12.2021,5105791163,£980.00,Wilkinson Bros,,,,
Manchester City Council,Regeneration Finance,"Consumable items eg Toilet rolls, soap etc",15.12.2021,5105791161,£950.00,Wilkinson Bros,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,15.12.2021,5105791158,"£1,800.00",M247 UK Ltd,,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,16.12.2021,5105791321,"£7,450.00",Rigby Taylor Ltd,,,,
Manchester City Council,Manchester Leisure,Gas,16.12.2021,1907486810,"£1,336.16",Corona Energy Ltd,,,,
Manchester City Council,Manchester Leisure,Water - Metered,16.12.2021,1907486979,£628.99,Anglian Water Business (National),,,,
Manchester City Council,Manchester Leisure,Refuse Collection,16.12.2021,5105790266,"£1,147,334.31",Biffa Municipal Limited,,,,
Manchester City Council,Manchester Leisure,Refuse Collection,16.12.2021,5105790267,"£87,994.52",Biffa Municipal Limited,,,,
Manchester City Council,Manchester Leisure,Refuse Collection,16.12.2021,5105790270,"£73,829.98",Biffa Municipal Limited,,,,
Manchester City Council,Manchester Leisure,Refuse Collection,16.12.2021,5105790271,"£25,000.00",Biffa Municipal Limited,,,,
Manchester City Council,Manchester Leisure,Refuse Collection,16.12.2021,5105790264,"£13,000.00",Biffa Municipal Limited,,,,
Manchester City Council,Manchester Leisure,Equipment,16.12.2021,5105789460,"£6,250.00",Wybone Ltd,,,,
Manchester City Council,Manchester Leisure,Equipment,16.12.2021,1907488770,"£1,644.75",A   M MARQUEES/EVENTS LTD,,,,
Manchester City Council,Manchester Leisure,Equipment,16.12.2021,1907488135,"£4,000.00",EH! GLASGOW,,,,
Manchester City Council,Manchester Leisure,Equipment,16.12.2021,1907488627,£719.00,HTTPS://PAYMENTS.STRAT,,,,
Manchester City Council,Manchester Leisure,Equipment,16.12.2021,1907488561,"£5,010.33",KIMPTON CLOCK TOWER MANCH,,,,
Manchester City Council,Manchester Leisure,Equipment,16.12.2021,1907488583,"£4,166.67",KIMPTON CLOCK TOWER MANCH,,,,
Manchester City Council,Manchester Leisure,Equipment,16.12.2021,1907488591,"£4,166.67",KIMPTON CLOCK TOWER MANCH,,,,
Manchester City Council,Manchester Leisure,Equipment,16.12.2021,1907488179,"£1,545.00",TRAVEL PARTNER EXCHANGE U,,,,
Manchester City Council,Manchester Leisure,Equipment,16.12.2021,1907488161,£641.57,WWW.MPLCUK.COM,,,,
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488325,£500.00,BRUNTWOOD MEETING ROOM,,,,
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487719,"£2,646.99",COBWEB SOLUTIONS LIMIT,,,,
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488076,£786.60,MSFT * E0400GD8FG,,,,
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488103,£660.00,ROYAL MAIL ONLINE SHOP,,,,
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488553,"£2,899.00",STUDIOCARE,,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,16.12.2021,5105791170,£660.00,Rigby Taylor Ltd,,,,
Manchester City Council,Manchester Leisure,Reuse credits,16.12.2021,5105790273,"£11,925.00",Biffa Municipal Limited,,,,
Manchester City Council,Manchester Leisure,Reuse credits,16.12.2021,5105790275,"£6,825.00",Biffa Municipal Limited,,,,
Manchester City Council,Manchester Leisure,Reuse credits,16.12.2021,5105790272,"£2,499.93",Biffa Municipal Limited,,,,
Manchester City Council,Manchester Leisure,Professional fees,16.12.2021,5105791341,"£4,750.00",Ove Arup & Partners Ltd,,,,
Manchester City Council,Manchester Leisure,Professional fees,16.12.2021,5105791338,"£1,500.00",Ove Arup & Partners Ltd,,,,
Manchester City Council,Manchester Leisure,Professional fees,16.12.2021,5105791401,"£1,925.00",Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,Professional fees,16.12.2021,5105791251,£750.00,Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,Professional fees,16.12.2021,1907481972,£500.00,Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,Professional fees,16.12.2021,1907481971,£700.00,Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,Professional fees,16.12.2021,1907485503,£700.00,Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,I T Provision,16.12.2021,1907488087,£508.45,Asda Group Ltd (CARD ONLY),,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,16.12.2021,5105791362,"£2,345.60",Old Moat Youth Outreach Project,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,16.12.2021,5105791386,"£2,534.00",Chorlton on Medlock Allotment Soc,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,16.12.2021,5105791385,"£3,124.00",Danforth Grove R A,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,16.12.2021,5105791387,£800.00,Birch Calm Roads Association,,,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,16.12.2021,5105791469,£728.50,Cornflower Ltd,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,16.12.2021,1907482158,"£2,448.48",Peters Bookselling Services,,,,
Manchester City Council,Manchester Leisure,Levies,16.12.2021,1907212839,"£2,394,000.00",GMCA,,,,
Manchester City Council,Manchester Leisure,Payments to Contractors,16.12.2021,5105790269,"£117,020.03",Biffa Municipal Limited,,,,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,16.12.2021,5105791247,"£16,401.06",Robertson Construction Group,,,,
Manchester City Council,Hospitality + Trading Services,Rents,16.12.2021,1907482281,"£32,758.75",CBRE Ltd,,,,
Manchester City Council,Hospitality + Trading Services,Water - Metered,16.12.2021,1907486969,"£3,884.04",Anglian Water Business (National),,,,
Manchester City Council,Hospitality + Trading Services,Water - Metered,16.12.2021,1907486875,"£2,144.77",Anglian Water Business (National),,,,
Manchester City Council,Hospitality + Trading Services,Security,16.12.2021,5105791203,"£21,557.52",Showsec International Ltd,,,,
Manchester City Council,Hospitality + Trading Services,Security,16.12.2021,5105791303,"£12,996.72",Showsec International Ltd,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,16.12.2021,5105791121,"£17,497.50",Standard Fuels Oils,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,16.12.2021,5105790379,"£14,935.74",Standard Fuels Oils,,,,
Manchester City Council,Hospitality + Trading Services,Equipment,16.12.2021,5105791230,"£238,612.00",DP Structures Ltd,,,,
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,16.12.2021,1907488172,£613.39,Arco Group Ltd,,,,
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,16.12.2021,1907484024,"£1,245.00",Minsterley,,,,
Manchester City Council,Hospitality + Trading Services,Professional fees,16.12.2021,5105791305,£750.00,Fire Queen Limited,,,,
Manchester City Council,Hospitality + Trading Services,Professional fees,16.12.2021,5105791304,-£750.00,Fire Queen Limited,,,,
Manchester City Council,Hospitality + Trading Services,Professional fees,16.12.2021,1907485373,"£18,100.00",Redacted Personal Information,,,,
Manchester City Council,Environment and Operations,Construction Works,16.12.2021,5105791323,"£1,458.00",Wilde Consultants Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,16.12.2021,5105791323,"£9,314.40",Wilde Consultants Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,16.12.2021,5105791292,"-£10,772.40",Wilde Consultants Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,16.12.2021,5105791210,"£46,000.00",Civic Engineers,,,,
Manchester City Council,Childrens & Education Services,Internal Repairs and Maintenance for buildings,16.12.2021,5105791312,"£3,818.63",NU3PS,,,,
Manchester City Council,Childrens & Education Services,Electricity,16.12.2021,1907486809,£542.60,Total Gas & Power,,,,
Manchester City Council,Childrens & Education Services,Water - Metered,16.12.2021,1907487046,"£1,119.96",Anglian Water Business (National),,,,
Manchester City Council,Childrens & Education Services,Water - Metered,16.12.2021,1907487002,"£1,024.96",Anglian Water Business (National),,,,
Manchester City Council,Childrens & Education Services,Fixtures and Fitting,16.12.2021,1907488743,£629.98,Argos Business Solutions,,,,
Manchester City Council,Childrens & Education Services,Fixtures and Fitting,16.12.2021,1907488746,£558.99,CURRYS ONLINE,,,,
Manchester City Council,Childrens & Education Services,Fixtures and Fitting,16.12.2021,1907488545,£500.00,DAVE CARPET WAREHOUSE,,,,
Manchester City Council,Childrens & Education Services,Equipment,16.12.2021,5105791278,£650.00,Bennett Workplace Solutions Ltd,,,,
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487782,£592.00,AC MARRIOTT,,,,
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488546,"£1,176.00",BLINDS IN NORTH WEST LIMI,,,,
Manchester City Council,Childrens & Education Services,Professional fees,16.12.2021,1907482049,£562.50,Redacted Personal Information,,,,
Manchester City Council,Childrens & Education Services,Professional fees,16.12.2021,1907485417,£562.50,Redacted Personal Information,,,,
Manchester City Council,Childrens & Education Services,Professional fees,16.12.2021,5105791391,£956.25,Weightmans LLP Solicitors,,,,
Manchester City Council,Childrens & Education Services,Professional fees,16.12.2021,1907482208,£750.00,Redacted Personal Information,,,,
Manchester City Council,Childrens & Education Services,Bed & Breakfast Acc,16.12.2021,1907487775,£794.00,HOTEL IBIS,,,,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,16.12.2021,5105791366,£556.58,New Bridge School,,,,
Manchester City Council,Childrens & Education Services,Payments for services,16.12.2021,5105791302,"£4,223.38",Reed Employment Plc,,,,
Manchester City Council,Adult Social Care,Training and Development,16.12.2021,5105791374,"£1,760.00",Foundations,,,,
Manchester City Council,Adult Social Care,Training and Development,16.12.2021,5105791376,"£2,836.00",Calm Training Limted,,,,
Manchester City Council,Adult Social Care,Training and Development,16.12.2021,5105791399,"£1,418.00",Calm Training Limted,,,,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,16.12.2021,5105791452,£793.42,T F Jones Property Services Ltd,,,,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,16.12.2021,5105791330,£601.72,T F Jones Property Services Ltd,,,,
Manchester City Council,Adult Social Care,Rents,16.12.2021,5105791438,"£56,823.21",B & A Properties,,,,
Manchester City Council,Adult Social Care,Rents,16.12.2021,1907486404,"£2,800.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Rents,16.12.2021,1907488813,"£2,363.40",Intra City Construction Group Servi,,,,
Manchester City Council,Adult Social Care,Rents,16.12.2021,1907486435,"£1,615.00",Ryder & Dutton,,,,
Manchester City Council,Adult Social Care,Water - Metered,16.12.2021,5105791379,£841.59,Water Plus Limited,,,,
Manchester City Council,Adult Social Care,Water - Metered,16.12.2021,5105791378,£749.37,Water Plus Limited,,,,
Manchester City Council,Adult Social Care,Water - Metered,16.12.2021,1907487040,"£4,090.61",Anglian Water Business (National),,,,
Manchester City Council,Adult Social Care,Water - Metered,16.12.2021,1907486966,£660.05,Anglian Water Business (National),,,,
Manchester City Council,Adult Social Care,Equipment,16.12.2021,5105791173,"£4,500.00",Tunstall Healthcare (UK) Ltd,,,,
Manchester City Council,Adult Social Care,Equipment,16.12.2021,5105791277,"£3,500.00",Herida Healthcare Plc,,,,
Manchester City Council,Adult Social Care,Equipment,16.12.2021,5105791279,"£1,190.00",Herida Healthcare Plc,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488080,£549.89,Amazon Co.Uk,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488034,£740.00,Premier Inn P CARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488181,£552.00,Premier Inn P CARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488263,£505.00,Premier Inn P CARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488425,"£1,268.00",HOLIDAY INN P CARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487876,"£1,246.00",HOLIDAY INN P CARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488116,"£1,205.00",HOLIDAY INN P CARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488216,"£1,186.00",HOLIDAY INN P CARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487937,£809.00,HOLIDAY INN P CARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487941,£809.00,HOLIDAY INN P CARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487954,£809.00,HOLIDAY INN P CARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487721,£548.00,HOLIDAY INN P CARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488140,£514.00,HOLIDAY INN P CARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488377,"-£1,205.00",HOLIDAY INN P CARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488760,£956.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488534,£926.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488008,£915.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487715,£746.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488783,£735.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488272,£673.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487772,£669.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488423,£649.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488066,£647.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488284,£640.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488313,£640.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488349,£640.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488168,£625.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488251,£623.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488231,£611.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488599,£608.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488138,£563.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487988,£555.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487781,£512.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488245,£504.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488048,£915.00,Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488619,"£10,904.00",247HOTEL.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488105,"£7,687.50",247HOTEL.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487840,"£6,744.50",247HOTEL.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488273,£598.00,247HOTEL.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488221,"£2,100.00",CARRINGTON RIDING,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488227,£670.02,CARRINGTON RIDING,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488095,£555.93,EASYHOTEL MANCHESTER LIMI,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487780,"£1,063.94",GAR*HOTEL RES,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487763,£763.39,GAR*HOTEL RES,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487767,£763.39,GAR*HOTEL RES,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487993,"£3,000.00",H PROPERTY MANAGMENT,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487711,"£1,211.41",HIE MANCHESTER EAST,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487814,£587.94,HIE MANCHESTER EAST,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487849,£587.94,HIE MANCHESTER EAST,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487738,£502.95,HIE MANCHESTER EAST,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487828,-£520.85,HIE MANCHESTER EAST,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487716,"£1,575.00",HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488623,£978.00,HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487932,£876.00,HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488738,£820.00,HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488777,£820.00,HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488398,£788.00,HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487727,£651.00,HOTEL AT BOOKING.COM,,,,
