Body Name,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Manchester Leisure,Grounds Maintenance,30/06/2022,5105822404,560,Arboricultural Services Treework
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,09/06/2022,5105819667,5000,Arboricultural Services Treework
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,09/06/2022,5105819668,5000,Arboricultural Services Treework
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30/06/2022,5105819664,5000,Arboricultural Services Treework
Manchester City Council,Childrens & Education Services,Grounds Maintenance,24/06/2022,5105822224,-500,Arboricultural Services Treework
Manchester City Council,Childrens & Education Services,Grounds Maintenance,24/06/2022,5105822225,500,Arboricultural Services Treework
Manchester City Council,Manchester Leisure,Vehicle contract hire and leases,13/06/2022,5105820431,625,T.H. Horn Ltd
Manchester City Council,Manchester Leisure,Vehicle contract hire and leases,13/06/2022,5105820434,625,T.H. Horn Ltd
Manchester City Council,Manchester Leisure,Vehicle contract hire and leases,14/06/2022,5105820078,625,T.H. Horn Ltd
Manchester City Council,Manchester Leisure,Vehicle contract hire and leases,14/06/2022,5105820420,-625,T.H. Horn Ltd
Manchester City Council,Manchester Leisure,Vehicle contract hire and leases,14/06/2022,5105820432,625,T.H. Horn Ltd
Manchester City Council,Manchester Leisure,Vehicle contract hire and leases,14/06/2022,5105820433,-625,T.H. Horn Ltd
Manchester City Council,Manchester Leisure,Transport and Driver Hire,07/06/2022,5105819331,10519,M&G Transport & Technical Services
Manchester City Council,Manchester Leisure,Travel,30/06/2022,5105822896,980.47,Corporate & Sporting Events
Manchester City Council,Manchester Leisure,Travel,30/06/2022,5105822898,1536.67,Corporate & Sporting Events
Manchester City Council,Manchester Leisure,Transport Coach Hire,30/06/2022,5105822913,990,Corporate & Sporting Events
Manchester City Council,Manchester Leisure,Transport Coach Hire,30/06/2022,5105822914,8019,Corporate & Sporting Events
Manchester City Council,Manchester Leisure,Catering,30/06/2022,5105822900,583.33,Corporate & Sporting Events
Manchester City Council,Manchester Leisure,Subsistence and Conference Expenses,30/06/2022,5105822897,898.82,Corporate & Sporting Events
Manchester City Council,Manchester Leisure,Subsistence and Conference Expenses,30/06/2022,5105822911,5850,Corporate & Sporting Events
Manchester City Council,Manchester Leisure,Subsistence and Conference Expenses,30/06/2022,5105822912,850,Corporate & Sporting Events
Manchester City Council,Manchester Leisure,Subsistence and Conference Expenses,30/06/2022,5105822917,1625,Corporate & Sporting Events
Manchester City Council,Manchester Leisure,Subsistence and Conference Expenses,30/06/2022,5105822920,1425,Corporate & Sporting Events
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,28/06/2022,5105822513,1072.2,Redacted Personal Information
Manchester City Council,Childrens & Education Services,Professional fees,14/06/2022,1907767024,550,Redacted Personal Information
Manchester City Council,Childrens & Education Services,Professional fees,21/06/2022,1907766412,650,Redacted Personal Information
Manchester City Council,Manchester Leisure,Equipment,06/06/2022,5105819077,1116.22,North West Timber Treatments Ltd
Manchester City Council,Manchester Leisure,Equipment,07/06/2022,5105819325,1868.75,Massey & Harris (Engrg) Ltd
Manchester City Council,Manchester Leisure,Equipment,09/06/2022,5105820054,1876.64,Alliance Disposables Ltd
Manchester City Council,Manchester Leisure,Equipment,10/06/2022,1907766745,582.46,Amazon Co.Uk
Manchester City Council,Manchester Leisure,Equipment,10/06/2022,5105819770,583.5,Green-Tech Ltd
Manchester City Council,Manchester Leisure,Equipment,10/06/2022,5105819912,13286,Cromwell Polythene Limited
Manchester City Council,Manchester Leisure,Equipment,28/06/2022,5105822563,13286,Cromwell Polythene Limited
Manchester City Council,Manchester Leisure,Equipment,14/06/2022,1907767984,7835,Dirt Factory Limited
Manchester City Council,Manchester Leisure,Equipment,14/06/2022,5105820388,13481.25,MGB Plastics Limited
Manchester City Council,Manchester Leisure,Equipment,14/06/2022,5105820389,13500,MGB Plastics Limited
Manchester City Council,Manchester Leisure,Equipment,14/06/2022,5105820390,13500,MGB Plastics Limited
Manchester City Council,Manchester Leisure,Equipment,14/06/2022,5105820392,13500,MGB Plastics Limited
Manchester City Council,Manchester Leisure,Equipment,14/06/2022,5105820440,-842.8,Tudor Environmental
Manchester City Council,Manchester Leisure,Equipment,15/06/2022,5105820734,842.8,Tudor Environmental
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,23/06/2022,5105821868,829.5,Tudor Environmental
Manchester City Council,Manchester Leisure,Equipment,16/06/2022,5105819938,3000,Willfab Ltd
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,17/06/2022,5105819937,1400,Willfab Ltd
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,29/06/2022,5105822766,1860,Willfab Ltd
Manchester City Council,Manchester Leisure,Equipment,16/06/2022,5105820804,1800,Groundwork Landscapes Ltd
Manchester City Council,Manchester Leisure,Equipment,16/06/2022,5105820912,875,Groundwork Landscapes Ltd
Manchester City Council,Manchester Leisure,Equipment,16/06/2022,5105820913,650,Groundwork Landscapes Ltd
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,21/06/2022,5105821469,1560,Groundwork Landscapes Ltd
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,23/06/2022,5105821813,948,Groundwork Landscapes Ltd
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,23/06/2022,5105821814,3000,Groundwork Landscapes Ltd
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30/06/2022,5105821348,3048,Groundwork Landscapes Ltd
Manchester City Council,Manchester Leisure,Equipment,17/06/2022,1907774893,4283.5,N-VIROL
Manchester City Council,Manchester Leisure,Equipment,17/06/2022,1907775007,790.95,RUNNING IMP INTERNATIONAL
Manchester City Council,Manchester Leisure,Equipment,17/06/2022,1907775131,511.9,EXPEDIA
Manchester City Council,Manchester Leisure,Equipment,17/06/2022,1907775336,1532.96,TRAVELODGE P CARD ONLY
Manchester City Council,Manchester Leisure,Equipment,17/06/2022,1907775339,851.64,TRAVELODGE P CARD ONLY
Manchester City Council,Manchester Leisure,Equipment,17/06/2022,1907775604,1235,N/A
Manchester City Council,Manchester Leisure,Equipment,17/06/2022,1907775815,2025,N/A
Manchester City Council,Manchester Leisure,Equipment,17/06/2022,1907775696,700,SECURESAFE LTD
Manchester City Council,Manchester Leisure,Equipment,17/06/2022,1907775744,1479,WWW.CONTAINERLIFT.CO.U
Manchester City Council,Manchester Leisure,Legal Fees,29/06/2022,1907790990,750,Redacted Personal Information
Manchester City Council,Manchester Leisure,Equipment,17/06/2022,1907775820,7050,KIMPTON CLOCK TOWER MANCH
Manchester City Council,Manchester Leisure,Equipment,17/06/2022,1907775864,860,Premier Inn P CARD ONLY
Manchester City Council,Manchester Leisure,Equipment,17/06/2022,1907775912,860,Premier Inn P CARD ONLY
Manchester City Council,Manchester Leisure,Equipment,21/06/2022,5105821383,815,Earth Anchors Ltd
Manchester City Council,Manchester Leisure,Equipment,30/06/2022,5105822852,805,Earth Anchors Ltd
Manchester City Council,Manchester Leisure,Equipment,30/06/2022,5105822855,805,Earth Anchors Ltd
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,21/06/2022,5105821379,5620,Earth Anchors Ltd
Manchester City Council,Manchester Leisure,Equipment,23/06/2022,5105821995,1070,Solon Security Ltd
Manchester City Council,Manchester Leisure,Equipment,27/06/2022,5105822381,6845.22,HAGS-SMP Limited
Manchester City Council,Manchester Leisure,Equipment,30/06/2022,5105822872,715.4,Kompan Ltd
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,30/06/2022,5105822870,5038.44,Kompan Ltd
Manchester City Council,Manchester Leisure,Equipment,30/06/2022,5105822885,576.65,Biffa Waste Services Ltd
Manchester City Council,Environment and Operations,Long Term Debtors,30/06/2022,1907741794,83750,Biffa Waste Services Ltd
Manchester City Council,Manchester Leisure,Furniture,07/06/2022,5105819452,640,Rackline Limited
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",17/06/2022,1907775196,786.6,MSFT * E0400IIFSZ
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",17/06/2022,1907775223,950.52,AIRTABLE.COM/BILL
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",17/06/2022,1907775233,680,ROYAL MAIL ONLINE SHOP
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",17/06/2022,1907775308,4691.43,SP RBLI
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",17/06/2022,1907775544,554,PLUME LABS
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",17/06/2022,1907775600,2698.72,COBWEB SOLUTIONS LIMIT
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",17/06/2022,1907776144,915.8,LIVESTORM* LIVESTORM
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",23/06/2022,5105821755,950,Wilkinson Bros
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",23/06/2022,5105821757,-950,Wilkinson Bros
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",30/06/2022,5105821771,950,Wilkinson Bros
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",30/06/2022,5105821774,950,Wilkinson Bros
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,09/06/2022,5105819979,714.15,Chambers & Perkins
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,09/06/2022,5105819977,565.32,Chambers & Perkins
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,09/06/2022,5105820084,500.16,Chambers & Perkins
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,09/06/2022,5105820086,1533,Chambers & Perkins
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,10/06/2022,5105819898,1850,Wythenshawe Community Farm
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,09/06/2022,5105819737,5000,Wythenshawe Community Farm
Manchester City Council,Manchester Leisure,Hire of Machinery,13/06/2022,5105819606,1900,Wythenshawe Community Farm
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,15/06/2022,5105820690,700,One Green World
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,15/06/2022,5105820701,1300,One Green World
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,17/06/2022,5105820600,880,One Green World
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30/06/2022,5105822806,-1999,One Green World
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30/06/2022,5105822807,1999,One Green World
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30/06/2022,5105822846,-1999,One Green World
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30/06/2022,5105822892,1999,One Green World
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,23/06/2022,5105820709,1995,Flowprotect Ltd
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,23/06/2022,5105820705,2000,Flowprotect Ltd
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,29/06/2022,5105822681,518.53,Landscape Supply Company
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,07/06/2022,5105819135,2414,British Parking Association
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,07/06/2022,5105819380,1200,PSS (UK)
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,07/06/2022,5105819450,9900,WSP UK Limited
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,09/06/2022,5105819682,830.94,Synectics Security Limited
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,13/06/2022,5105820339,57605.65,NSL Ltd
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,13/06/2022,5105820340,3863.33,NSL Ltd
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,13/06/2022,5105820352,-57605.65,NSL Ltd
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,13/06/2022,5105820354,57606.65,NSL Ltd
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,15/06/2022,5105820599,9063.41,M247 UK Ltd
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,16/06/2022,5105819530,12930,Pell Frischmann Consultants Ltd
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,20/06/2022,5105821253,2702.08,Park NOW Limited
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,20/06/2022,5105821258,1131.2,Flowbird Smart City Uk Ltd
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30/06/2022,5105822076,684.93,Flowbird Smart City Uk Ltd
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30/06/2022,5105822077,1532.77,Flowbird Smart City Uk Ltd
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,22/06/2022,5105821300,4434.25,Verrus (UK) T/A paybyphone
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,23/06/2022,5105822123,2700,Clean-Up UK Limited
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,23/06/2022,5105822124,600,Clean-Up UK Limited
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,24/06/2022,5105820818,900,Groundwork & Leisure Services Ltd
