Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,
Manchester City Council,Adult Social Care,Rents,17.11.2021,5105786473,"£1,278.68",Wythenshawe Community Housing Group,,,,
Manchester City Council,Adult Social Care,Rents,17.11.2021,5105786473,"£1,266.33",Wythenshawe Community Housing Group,,,,
Manchester City Council,Adult Social Care,Security,17.11.2021,5105786486,"£1,887.00",UNIQUE SPECIALIST SERVICES,,,,
Manchester City Council,Adult Social Care,Equipment,17.11.2021,5105785963,"£3,720.00",Invacare Limited,,,,
Manchester City Council,Adult Social Care,Equipment,17.11.2021,5105786012,"£1,260.00",Aidapt Bathrooms Ltd,,,,
Manchester City Council,Adult Social Care,Equipment,17.11.2021,5105786503,£780.00,NRS Healthcare,,,,
Manchester City Council,Adult Social Care,Equipment,17.11.2021,5105786523,£700.00,Herida Healthcare Plc,,,,
Manchester City Council,Adult Social Care,Equipment,17.11.2021,5105785970,£686.00,Aidapt Bathrooms Ltd,,,,
Manchester City Council,Adult Social Care,Professional fees,17.11.2021,5105786467,"£5,064.52",CM2000 Care Management,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,17.11.2021,5105786535,"£6,720.00",Hala Guest House,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,17.11.2021,5105786538,"£3,220.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,17.11.2021,5105786536,"£3,175.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,17.11.2021,5105786459,"£819,000.00",NHS Central Manchester CCG,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,17.11.2021,5105786474,"£64,977.78",Divrse Ltd,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,17.11.2021,5105786475,"£64,977.78",Divrse Ltd,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,17.11.2021,5105786482,"£29,166.66",Manchester Carers Centre,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,17.11.2021,5105786493,"£131,809.87",Creative Support Ltd,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,17.11.2021,5105786494,"£131,809.86",Creative Support Ltd,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,17.11.2021,5105786495,"£131,809.86",Creative Support Ltd,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,17.11.2021,5105786496,"£131,809.86",Creative Support Ltd,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,17.11.2021,5105786497,"£131,809.86",Creative Support Ltd,,,,
Manchester City Council,Adult Social Care,Personal needs of client,17.11.2021,5105784370,"£10,557.50",Tynetec,,,,
Manchester City Council,Adult Social Care,Personal needs of client,17.11.2021,5105785960,"£9,609.00",Theraposture Ltd,,,,
Manchester City Council,Adult Social Care,Personal needs of client,17.11.2021,5105784372,"£4,953.70",Tynetec,,,,
Manchester City Council,Adult Social Care,Personal needs of client,17.11.2021,5105786171,"£1,814.00",Accora,,,,
Manchester City Council,Adult Social Care,Personal needs of client,17.11.2021,5105786456,"-£4,953.70",Tynetec,,,,
Manchester City Council,Adult Social Care,Personal needs of client,17.11.2021,5105786450,"-£10,557.50",Tynetec,,,,
Manchester City Council,Housing Revenue Account,Professional fees,17.11.2021,5105786480,"£11,259.94",NE1 Procurement Services Limited,,,,
Manchester City Council,Housing Revenue Account,Professional fees,17.11.2021,5105786491,"£8,445.00",NE1 Procurement Services Limited,,,,
Manchester City Council,Chief Executives,Agency staff provision,17.11.2021,5105786529,"£8,256.40",Deekay Technical Recruitment Ltd,,,,
Manchester City Council,Chief Executives,Agency staff provision,17.11.2021,5105786527,"£5,544.90",Deekay Technical Recruitment Ltd,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,17.11.2021,5105786530,£525.00,Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Printing,17.11.2021,5105786351,"£2,163.00",NB Colour Print Limited,,,,
Manchester City Council,Chief Executives,Printing,17.11.2021,5105786327,"£1,129.00",NB Colour Print Limited,,,,
Manchester City Council,Chief Executives,Printing,17.11.2021,5105786537,£772.50,t/a R.C.D.,,,,
Manchester City Council,Chief Executives,Publications,17.11.2021,5105786487,"£14,843.56",NLA Media Access Ltd,,,,
Manchester City Council,Chief Executives,Landline Telephone,17.11.2021,1907453331,"£54,283.67",BT PLC,,,,
Manchester City Council,Chief Executives,Landline Telephone,17.11.2021,1907454297,"£12,750.50",BT PLC,,,,
Manchester City Council,Chief Executives,I T Provision,17.11.2021,5105786532,"£2,120.00",Nuway Audio Visual Ltd,,,,
Manchester City Council,Chief Executives,ICT Sup & Maintnance,17.11.2021,5105785844,"£70,000.00",Manchester Active,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.11.2021,5105786436,"£28,544.04",Building Design Partnership Limited,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.11.2021,5105786471,"£26,613.00",Browne Jacobson,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.11.2021,5105786439,"£7,725.00",Pierre Angulaire Limited,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.11.2021,5105786492,"£5,050.51",NE1 Procurement Services Limited,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.11.2021,5105786438,"£4,500.00",Deloitte & Touche Llp,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.11.2021,5105785138,"£4,500.00",Deloitte & Touche Llp,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.11.2021,5105786440,"£2,000.00",The Arch Company Properties Ltd,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.11.2021,5105786437,"-£4,500.00",Deloitte & Touche Llp,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,17.11.2021,5105786522,"£28,624.20",Insight Direct (Uk) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,17.11.2021,5105786489,"£5,316.30",Insight Direct (Uk) Ltd,,,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,17.11.2021,5105786466,"£1,901.20",Fairway Landscapes Ltd,,,,
Manchester City Council,Regeneration Finance,Gas,17.11.2021,1907451556,"£2,001.16",APAM Limited,,,,
Manchester City Council,Regeneration Finance,Grounds Maintenance,17.11.2021,5105786279,£600.00,Arboricultural Services Treework,,,,
Manchester City Council,Regeneration Finance,Licences Purchase,17.11.2021,5105786451,"£5,250.00",bksb Ltd,,,,
Manchester City Council,Regeneration Finance,Removal and Storage of Furniture,17.11.2021,5105786306,"£1,023.00",BCL,,,,
Manchester City Council,Regeneration Finance,Removal and Storage of Furniture,17.11.2021,5105786307,"£1,020.00",BCL,,,,
Manchester City Council,Highways Services,Contract Cleaning External,17.11.2021,5105786212,"£20,726.33",Biffa Municipal Limited,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,17.11.2021,5105786547,"£3,269.70",Compass Minerals UK Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,17.11.2021,5105784546,"£3,850.00",Utilities Design & Planning Ltd,,,,
Manchester City Council,Highways Services,Professional fees,17.11.2021,5105786353,"£2,868.75",Pell Frischmann Consultants Ltd,,,,
Manchester City Council,Highways Services,Professional fees,17.11.2021,5105786524,"£2,687.75",Pavement Testing Services Ltd,,,,
Manchester City Council,Highways Services,Compensation Payments,17.11.2021,5105786460,£850.00,Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,Electricity,18.11.2021,1907458523,£962.70,Scottish & Southern Energy Plc,,,,
Manchester City Council,Manchester Leisure,Electricity,18.11.2021,1907458483,£836.48,Scottish & Southern Energy Plc,,,,
Manchester City Council,Manchester Leisure,Electricity,18.11.2021,1907458589,£676.72,Scottish & Southern Energy Plc,,,,
Manchester City Council,Manchester Leisure,Water - Metered,18.11.2021,1907458343,£654.97,Anglian Water Business (National),,,,
Manchester City Council,Manchester Leisure,Equipment,18.11.2021,5105786579,"£2,000.00",Groundwork Landscapes Ltd,,,,
Manchester City Council,Manchester Leisure,Equipment,18.11.2021,5105786577,"£1,800.00",Groundwork Landscapes Ltd,,,,
Manchester City Council,Manchester Leisure,Equipment,18.11.2021,5105786578,"£1,275.00",Groundwork Landscapes Ltd,,,,
Manchester City Council,Manchester Leisure,Equipment,18.11.2021,5105786488,£742.00,Earth Anchors Ltd,,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,18.11.2021,5105786576,"£1,896.40",Groundwork Landscapes Ltd,,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,18.11.2021,5105784528,"£1,550.00",Flowprotect Ltd,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,18.11.2021,5105786569,"£2,917.00",Arboricultural Services Treework,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,18.11.2021,5105785407,£543.33,Willfab Ltd,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,18.11.2021,5105785406,-£543.33,Willfab Ltd,,,,
Manchester City Council,Manchester Leisure,Professional fees,18.11.2021,5105786435,"£212,815.30",Engie Regeneration Ltd,,,,
Manchester City Council,Manchester Leisure,Professional fees,18.11.2021,5105786674,"£2,242.00",NASIMA J DUNNE LTD,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,18.11.2021,5105786512,"£3,459.27",Brooklands Tenants and Residents,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,18.11.2021,5105786511,£662.00,Northenden Players Theatre,,,,
Manchester City Council,Manchester Leisure,Levies,18.11.2021,1907212838,"£2,394,000.00",GMCA,,,,
Manchester City Council,Hospitality + Trading Services,Electricity,18.11.2021,1907458550,"£1,115.11",Scottish & Southern Energy Plc,,,,
Manchester City Council,Hospitality + Trading Services,Electricity,18.11.2021,1907458551,"£1,115.11",Scottish & Southern Energy Plc,,,,
Manchester City Council,Hospitality + Trading Services,Water - Metered,18.11.2021,1907458282,"£5,607.87",Anglian Water Business (National),,,,
Manchester City Council,Hospitality + Trading Services,Water - Metered,18.11.2021,1907458295,"£1,906.34",Anglian Water Business (National),,,,
Manchester City Council,Hospitality + Trading Services,Refuse Collection,18.11.2021,5105786667,"£74,898.83",Fairfield Environmental Serv Ltd,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,18.11.2021,5105786714,"£27,670.74",F.R.Sharrock Ltd,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,18.11.2021,5105786567,"£2,715.77",TIP Trailer Services UK Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,18.11.2021,5105786458,"£86,981.99",Colas Limited,,,,
Manchester City Council,Environment and Operations,Construction Works,18.11.2021,5105784600,"£9,020.22",Colas Limited,,,,
Manchester City Council,Childrens & Education Services,Electricity,18.11.2021,1907458448,"£1,180.38",Scottish & Southern Energy Plc,,,,
Manchester City Council,Childrens & Education Services,Water - Metered,18.11.2021,1907458354,"£1,405.80",Anglian Water Business (National),,,,
Manchester City Council,Childrens & Education Services,Water - Metered,18.11.2021,1907458249,"£1,189.87",Anglian Water Business (National),,,,
Manchester City Council,Childrens & Education Services,Water - Metered,18.11.2021,1907458209,"£1,059.74",Anglian Water Business (National),,,,
Manchester City Council,Childrens & Education Services,Water - Metered,18.11.2021,1700126903,"-£1,160.86",Anglian Water Business (National),,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,18.11.2021,5105784852,"£7,352.50",MCR Elite Taxis Ltd,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,18.11.2021,5105786609,"£3,523.50",School Transport Solutions,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,18.11.2021,5105786625,"£1,760.00",Exec-Coach Services,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,18.11.2021,5105786627,"£1,100.00",Middleton Cars Ltd,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,18.11.2021,5105786610,"-£3,523.50",School Transport Solutions,,,,
Manchester City Council,Childrens & Education Services,Professional fees,18.11.2021,1907457751,£918.75,Weightmans LLP Solicitors,,,,
Manchester City Council,Childrens & Education Services,Professional fees,18.11.2021,1907454283,£850.00,Weightmans LLP Solicitors,,,,
Manchester City Council,Childrens & Education Services,Professional fees,18.11.2021,1907457372,£609.55,Pickering Psychology Services Ltd,,,,
Manchester City Council,Childrens & Education Services,Professional fees,18.11.2021,1907457716,£550.00,Central Chambers,,,,
Manchester City Council,Childrens & Education Services,Professional fees,18.11.2021,1700126953,"-£1,020.00",Redacted Personal Information,,,,
Manchester City Council,Childrens & Education Services,Payments for services,18.11.2021,5105786708,"£5,271.00",National Offender Mgt Services,,,,
Manchester City Council,Childrens & Education Services,Payments for services,18.11.2021,5105786709,"£4,410.00",National Offender Mgt Services,,,,
Manchester City Council,Childrens & Education Services,Payments for services,18.11.2021,5105786710,"-£1,890.00",National Offender Mgt Services,,,,
Manchester City Council,Childrens & Education Services,Legal Fees,18.11.2021,5105786540,"£25,110.00",18 St John Street Chambers,,,,
Manchester City Council,Childrens & Education Services,Legal Fees,18.11.2021,1907464829,"£19,439.00",Liberata,,,,
Manchester City Council,Childrens & Education Services,Legal Fees,18.11.2021,1907464824,"£9,469.00",Liberata,,,,
Manchester City Council,Childrens & Education Services,Legal Fees,18.11.2021,1907464822,"£8,123.00",Liberata,,,,
Manchester City Council,Childrens & Education Services,Legal Fees,18.11.2021,5105786624,"£1,662.50",Waddington & Son Solicitors,,,,
Manchester City Council,Adult Social Care,Training and Development,18.11.2021,5105786605,"£3,245.70",Calm Training Limted,,,,
Manchester City Council,Adult Social Care,Gas,18.11.2021,5105786602,£852.76,British Gas Plc,,,,
Manchester City Council,Adult Social Care,Electricity,18.11.2021,1907458664,"£1,042.12",Scottish & Southern Energy Plc,,,,
Manchester City Council,Adult Social Care,Electricity,18.11.2021,1907458502,£606.53,Scottish & Southern Energy Plc,,,,
Manchester City Council,Adult Social Care,Electricity,18.11.2021,1907458499,£546.01,Scottish & Southern Energy Plc,,,,
Manchester City Council,Adult Social Care,Electricity,18.11.2021,1907458472,£524.03,Scottish & Southern Energy Plc,,,,
Manchester City Council,Adult Social Care,Electricity,18.11.2021,1907458420,£521.43,Scottish & Southern Energy Plc,,,,
Manchester City Council,Adult Social Care,Electricity,18.11.2021,1907458377,£509.21,Scottish & Southern Energy Plc,,,,
Manchester City Council,Adult Social Care,Water - Metered,18.11.2021,1907458314,"£4,035.36",Anglian Water Business (National),,,,
Manchester City Council,Adult Social Care,Water - Metered,18.11.2021,1907458270,£683.24,Anglian Water Business (National),,,,
Manchester City Council,Adult Social Care,Security,18.11.2021,5105786641,"£1,887.00",UNIQUE SPECIALIST SERVICES,,,,
Manchester City Council,Adult Social Care,Furniture,18.11.2021,5105786666,£916.82,Furniture Resource Centre Ltd,,,,
Manchester City Council,Adult Social Care,Professional fees,18.11.2021,5105786590,"£1,208.30",Prepaid Financial Services,,,,
Manchester City Council,Adult Social Care,Professional fees,18.11.2021,5105786588,"£1,196.40",Prepaid Financial Services,,,,
Manchester City Council,Adult Social Care,Professional fees,18.11.2021,5105786589,"£1,176.75",Prepaid Financial Services,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,18.11.2021,5105786687,"£2,865.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,18.11.2021,5105786688,"£2,730.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,18.11.2021,5105786713,"£7,024.69",Quays Housing,,,,
Manchester City Council,Adult Social Care,Personal needs of client,18.11.2021,5105786672,"£2,448.00",Newlyn Healthcare Limited,,,,
Manchester City Council,Corporate Services,Training and Development,18.11.2021,5105786472,"£1,515.00",BPP Professional Education,,,,
Manchester City Council,Corporate Services,Electricity,18.11.2021,1907458516,"£1,677.92",Scottish & Southern Energy Plc,,,,
Manchester City Council,Corporate Services,Electricity,18.11.2021,1907458602,"£1,531.38",Scottish & Southern Energy Plc,,,,
Manchester City Council,Corporate Services,Electricity,18.11.2021,1907458484,"£1,025.10",Scottish & Southern Energy Plc,,,,
Manchester City Council,Corporate Services,Electricity,18.11.2021,1907458603,£932.22,Scottish & Southern Energy Plc,,,,
Manchester City Council,Corporate Services,Electricity,18.11.2021,1907458566,£910.47,Scottish & Southern Energy Plc,,,,
Manchester City Council,Corporate Services,Electricity,18.11.2021,1907458496,£703.32,Scottish & Southern Energy Plc,,,,
Manchester City Council,Corporate Services,Electricity,18.11.2021,1907458490,£601.30,Scottish & Southern Energy Plc,,,,
Manchester City Council,Corporate Services,Electricity,18.11.2021,1907458384,£507.51,Scottish & Southern Energy Plc,,,,
Manchester City Council,Corporate Services,Water - Metered,18.11.2021,1907458348,"£2,355.83",Anglian Water Business (National),,,,
Manchester City Council,Corporate Services,Car Parking Permits,18.11.2021,5105786655,"£1,451.70",Flowbird Smart City Uk Ltd,,,,
Manchester City Council,Corporate Services,Fees,18.11.2021,1907447682,"£71,865.10",Marston Group Limited,,,,
Manchester City Council,Corporate Services,Fees,18.11.2021,1907454169,"£26,128.15",Marston Group Limited,,,,
Manchester City Council,Corporate Services,Fees,18.11.2021,1907447685,"£6,253.45",Marston Group Limited,,,,
Manchester City Council,Corporate Services,WPS Awards,18.11.2021,5105786694,"£1,721.27",Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,18.11.2021,5105786682,"£1,029.20",Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,18.11.2021,5105786698,£694.34,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,18.11.2021,5105786657,£593.60,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,Gym Membership,18.11.2021,1907457740,"£2,119.96",Greenwich Leisure Limited,,,,
Manchester City Council,Corporate Services,Fees,18.11.2021,1907447685,"-£6,253.45",Marston Group Limited,,,,
Manchester City Council,Corporate Services,Fees,18.11.2021,1907454169,"-£26,128.15",Marston Group Limited,,,,
Manchester City Council,Corporate Services,Fees,18.11.2021,1907447682,"-£71,865.10",Marston Group Limited,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,18.11.2021,5105786726,"£12,000.00",Purcell Architecture Limited,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,18.11.2021,5105786725,"£1,767.00",Purcell Architecture Limited,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,18.11.2021,5105786693,"£2,800,275.40",LendLease Construction(EUROPE) Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,18.11.2021,5105786693,"£538,598.34",LendLease Construction(EUROPE) Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,18.11.2021,5105786692,"£524,729.93",LendLease Construction(EUROPE) Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,18.11.2021,5105786692,"£22,517.21",LendLease Construction(EUROPE) Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,18.11.2021,5105786300,"£264,411.70",Bam Nuttall Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,18.11.2021,5105786062,"£57,130.11",Warden Construction Ltd,,,,
Manchester City Council,Corporate Services,Construction Works,18.11.2021,5105786559,"£4,732.25",The Fountain Company Ltd,,,,
Manchester City Council,Housing General Fund,Building Works,18.11.2021,1907464791,"£14,317.76",UPS Building & Maintenance Ltd,,,,
Manchester City Council,Housing General Fund,Building Works,18.11.2021,1907464789,"£10,958.00",Pollock Lifts Ltd,,,,
Manchester City Council,Housing General Fund,Building Works,18.11.2021,1907464787,"£10,525.00",Pollock Lifts Ltd,,,,
Manchester City Council,Housing General Fund,Building Works,18.11.2021,1907464796,"£6,605.85",Prism Medical UK Carefree Division,,,,
Manchester City Council,Housing General Fund,Building Works,18.11.2021,1907464792,"£3,725.00",Stannah Lift Services Ltd,,,,
Manchester City Council,Housing General Fund,Building Works,18.11.2021,1907464795,"£3,380.00",Stannah Lift Services Ltd,,,,
Manchester City Council,Housing General Fund,Building Works,18.11.2021,1907464790,"£3,310.00",Stannah Lift Services Ltd,,,,
Manchester City Council,Housing General Fund,Building Works,18.11.2021,1907464794,"£2,797.00",Stannah Lift Services Ltd,,,,
Manchester City Council,Housing General Fund,Building Works,18.11.2021,1907464788,"£2,666.42",Prism Medical UK Carefree Division,,,,
Manchester City Council,Housing General Fund,Building Works,18.11.2021,1907464793,"£1,459.83",Stannah Lift Services Ltd,,,,
Manchester City Council,Chief Executives,Electricity,18.11.2021,1907458517,"£1,263.60",Scottish & Southern Energy Plc,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,18.11.2021,5105786640,"£2,367.19",Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,18.11.2021,5105786618,"£2,287.07",Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,18.11.2021,5105786702,"£1,568.70",Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,18.11.2021,5105786636,"£1,455.26",Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,18.11.2021,5105786612,"£1,117.55",Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,18.11.2021,5105786638,£774.03,Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,18.11.2021,5105786633,£528.00,Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Landline Telephone,18.11.2021,1907457378,£900.73,Daisy Corporate Services Trading,,,,
Manchester City Council,Chief Executives,Landline Telephone,18.11.2021,1907457379,£746.19,Daisy Corporate Services Trading,,,,
Manchester City Council,Chief Executives,Advertising,18.11.2021,5105786490,£850.00,Trafford Media & Communication Ltd,,,,
Manchester City Council,Chief Executives,Legal Fees,18.11.2021,1907464820,"£4,182.50",Liberata,,,,
Manchester City Council,Chief Executives,Compensation Payments,18.11.2021,1907464827,"£17,780.00",Liberata,,,,
Manchester City Council,Regeneration Finance,Electricity,18.11.2021,1907458534,"£2,936.98",Scottish & Southern Energy Plc,,,,
Manchester City Council,Regeneration Finance,Electricity,18.11.2021,1907458641,"£2,809.62",Scottish & Southern Energy Plc,,,,
Manchester City Council,Regeneration Finance,Electricity,18.11.2021,1907458608,"£2,183.13",Scottish & Southern Energy Plc,,,,
Manchester City Council,Regeneration Finance,Electricity,18.11.2021,1907458731,"£1,683.25",Scottish & Southern Energy Plc,,,,
Manchester City Council,Regeneration Finance,Electricity,18.11.2021,1907458486,"£1,603.18",Scottish & Southern Energy Plc,,,,
Manchester City Council,Regeneration Finance,Electricity,18.11.2021,1907458521,"£1,411.05",Scottish & Southern Energy Plc,,,,
Manchester City Council,Regeneration Finance,Electricity,18.11.2021,1907458733,"£1,340.00",Scottish & Southern Energy Plc,,,,
Manchester City Council,Regeneration Finance,Electricity,18.11.2021,1907458596,"£1,193.38",Scottish & Southern Energy Plc,,,,
Manchester City Council,Regeneration Finance,Electricity,18.11.2021,1907458659,"£1,097.18",Scottish & Southern Energy Plc,,,,
Manchester City Council,Regeneration Finance,Electricity,18.11.2021,1907458399,"£1,094.49",Scottish & Southern Energy Plc,,,,
Manchester City Council,Regeneration Finance,Electricity,18.11.2021,1907458546,"£1,024.15",Scottish & Southern Energy Plc,,,,
Manchester City Council,Regeneration Finance,Electricity,18.11.2021,1907458606,£816.86,Scottish & Southern Energy Plc,,,,
Manchester City Council,Regeneration Finance,Electricity,18.11.2021,1907458524,£813.09,Scottish & Southern Energy Plc,,,,
Manchester City Council,Regeneration Finance,Electricity,18.11.2021,1907458583,£812.85,Scottish & Southern Energy Plc,,,,
Manchester City Council,Regeneration Finance,Electricity,18.11.2021,1907458554,£772.91,Scottish & Southern Energy Plc,,,,
Manchester City Council,Regeneration Finance,Electricity,18.11.2021,1907458591,£771.02,Scottish & Southern Energy Plc,,,,
Manchester City Council,Regeneration Finance,Electricity,18.11.2021,1907458574,£741.94,Scottish & Southern Energy Plc,,,,
Manchester City Council,Regeneration Finance,Electricity,18.11.2021,1907458561,£680.98,Scottish & Southern Energy Plc,,,,
Manchester City Council,Regeneration Finance,Electricity,18.11.2021,1907458535,£638.67,Scottish & Southern Energy Plc,,,,
Manchester City Council,Regeneration Finance,Electricity,18.11.2021,1907458555,£603.44,Scottish & Southern Energy Plc,,,,
Manchester City Council,Regeneration Finance,Electricity,18.11.2021,1907458578,£600.37,Scottish & Southern Energy Plc,,,,
Manchester City Council,Regeneration Finance,Electricity,18.11.2021,1907458539,£587.38,Scottish & Southern Energy Plc,,,,
Manchester City Council,Regeneration Finance,Electricity,18.11.2021,1907458556,£531.83,Scottish & Southern Energy Plc,,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458190,"£4,182.42",Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458128,"£3,721.80",Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458352,"£2,992.11",Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458208,"£2,256.09",Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458290,"£2,040.53",Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458251,"£1,691.90",Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458291,"£1,564.88",Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458344,"£1,464.91",Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458351,"£1,282.02",Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458286,"£1,059.74",Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458258,"£1,042.41",Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458287,£940.65,Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458191,£905.44,Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458292,£887.67,Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458285,£844.04,Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458283,£836.36,Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458186,£833.76,Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458240,£779.79,Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458332,£677.61,Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458338,£671.11,Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458349,£650.51,Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458273,£616.76,Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458245,£541.49,Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458280,£522.38,Anglian Water Business (National),,,,
Manchester City Council,Regeneration Finance,Water - Metered,18.11.2021,1907458328,£507.60,Anglian Water Business (National),,,,
