Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Amount,Supplier Name
Manchester City Council,Childrens Services,Building Works,21.12.2010,5100401496,828.00,Community Products Ltd
Manchester City Council,Hospitality + Trading Services,Equipment,21.12.2010,5100401519,585.00,W & G Sissons Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,21.12.2010,5100401968,3009.60,Marshalls Mono Ltd
Manchester City Council,Corporate Services,Computer Running,21.12.2010,5100402051,650.00,NSC Programming Ltd
Manchester City Council,Highways Services,Payments to Sub-Contractors,21.12.2010,5100402070,7587.00,Linpac Environmental
Manchester City Council,Highways Services,Payments to Sub-Contractors,21.12.2010,5100402071,667.00,Linpac Environmental
Manchester City Council,Highways Services,Payments to Sub-Contractors,21.12.2010,5100402071,7482.00,Linpac Environmental
Manchester City Council,Chief Executives,Rents,21.12.2010,5100402131,2160.00,Her Majesty's Court Service
Manchester City Council,Environment and Operations,Stationery,21.12.2010,5100402251,982.60,Banner Business Services Ltd
Manchester City Council,Childrens Services,Student Discretionery Awards,21.12.2010,5100402324,1040.00,The University Of Bolton
Manchester City Council,Childrens Services,Oth Professional Fee,21.12.2010,5100402325,5338.28,Music Stuff
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,21.12.2010,5100402326,629.60,Furnace Construction Cremators Ltd
Manchester City Council,Childrens Services,Student Discretionery Awards,21.12.2010,5100402331,1040.00,The University Of Bolton
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,21.12.2010,5100402333,2784.00,Opalion Plastics Ltd
Manchester City Council,Childrens Services,Student Discretionery Awards,21.12.2010,5100402339,1040.00,The University Of Bolton
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,21.12.2010,5100402342,1440.00,Opalion Plastics Ltd
Manchester City Council,Childrens Services,Student Discretionery Awards,21.12.2010,5100402346,1040.00,The University Of Bolton
Manchester City Council,Environment and Operations,Cont Cleaning - Ext,21.12.2010,5100402355,590.68,Sodexho Ltd
Manchester City Council,Childrens Services,Student Discretionery Awards,21.12.2010,5100402357,-1021.00,Stockport College
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,21.12.2010,5100402375,1129.95,Peek Traffic Ltd
Manchester City Council,Childrens Services,Agency staff provision,21.12.2010,5100402380,737.75,Randstad Education
Manchester City Council,Hospitality + Trading Services,Security Costs,21.12.2010,5100402383,11854.08,Showsec International Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,21.12.2010,5100402387,523.20,Peek Traffic Ltd
Manchester City Council,Hospitality + Trading Services,Security Costs,21.12.2010,5100402389,10848.60,Showsec International Ltd
Manchester City Council,Environment and Operations,Postage,21.12.2010,5100402396,1033.56,Royal Mail Group Plc
Manchester City Council,Chief Executives,Storage Costs,21.12.2010,5100402398,796.35,Data Space Limited
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,21.12.2010,5100402401,771.89,Peek Traffic Ltd
Manchester City Council,Chief Executives,Storage Costs,21.12.2010,5100402411,505.90,Data Space Limited
Manchester City Council,Manchester Leisure,Oth Professional Fee,21.12.2010,5100402412,767.80,Danish UK Property Management Ltd
Manchester City Council,Manchester Leisure,Oth Professional Fee,21.12.2010,5100402412,9170.69,Danish UK Property Management Ltd
Manchester City Council,Chief Executives,Agency staff provision,21.12.2010,5100402414,647.10,Entrust Social Care
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,21.12.2010,5100402417,926.78,Peek Traffic Ltd
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,21.12.2010,5100402419,1842.00,Priory Healthcare
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,21.12.2010,5100402420,4298.00,Priory Healthcare
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,21.12.2010,5100402421,2456.00,Priory Healthcare
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,21.12.2010,5100402422,614.00,Priory Healthcare
Manchester City Council,Childrens Services,Support People Pays,21.12.2010,5100402435,774.97,Victoria Park Independence Proj Ltd
Manchester City Council,Chief Executives,Publications,21.12.2010,5100402439,16324.00,Sweet & Maxwell Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,21.12.2010,5100402440,703501.78,GB Building Solutions Ltd
Manchester City Council,Corporate Services,Grounds Maintenance,21.12.2010,5100402453,690.00,Countrywide Grounds Maintenance Ltd
Manchester City Council,Environment and Operations,Grant and subscriptions awarded,21.12.2010,5100402457,12055.00,Salford City Council
Manchester City Council,Childrens Services,Building Works,21.12.2010,5100402459,6380.50,Mace Ltd
Manchester City Council,Childrens Services,Building Works,21.12.2010,5100402459,10508.72,Mace Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,21.12.2010,5100402459,3394.04,Mace Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,21.12.2010,5100402459,18246.12,Mace Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,21.12.2010,5100402459,21489.34,Mace Ltd
Manchester City Council,Chief Executives,I T Provision,21.12.2010,5100402462,696.00,Resolute Systems Ltd
Manchester City Council,Childrens Services,Building Works,21.12.2010,5100402465,1214.84,Mace Ltd
Manchester City Council,Childrens Services,Building Works,21.12.2010,5100402465,1650.56,Mace Ltd
Manchester City Council,Childrens Services,Building Works,21.12.2010,5100402465,2446.82,Mace Ltd
Manchester City Council,Childrens Services,Building Works,21.12.2010,5100402465,2882.54,Mace Ltd
Manchester City Council,Childrens Services,Building Works,21.12.2010,5100402465,6994.06,Mace Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,21.12.2010,5100402465,1114.73,Mace Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,21.12.2010,5100402465,3244.00,Mace Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,21.12.2010,5100402465,3750.06,Mace Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,21.12.2010,5100402465,5879.33,Mace Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,21.12.2010,5100402465,8993.90,Mace Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,21.12.2010,5100402465,11988.29,Mace Ltd
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,21.12.2010,5100402466,500.00,University Hospital of South Mcr
Manchester City Council,Chief Executives,Agency staff provision,21.12.2010,5100402467,1128.00,Gatenby Sanderson
Manchester City Council,Chief Executives,Agency staff provision,21.12.2010,5100402467,9762.00,Gatenby Sanderson
Manchester City Council,Childrens Services,Grant and subscriptions awarded,21.12.2010,5100402468,753.40,Greater Manchester Youth
Manchester City Council,Housing Revenue Account,Consultants Fees,21.12.2010,5100402469,4260.00,Open Communities Ltd
Manchester City Council,Housing Revenue Account,Consultants Fees,21.12.2010,5100402475,8394.44,Mpulse Ltd
Manchester City Council,Childrens Services,Other Local Auth,21.12.2010,5100402479,5950.00,Tameside Metropolitan Borough
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,21.12.2010,5100402484,2920.10,Manchester Working Ltd
Manchester City Council,Adult Social Care,Storage Costs,21.12.2010,5100402499,4129.67,Safe Records Management Ltd
Manchester City Council,Childrens Services,Grant and subscriptions awarded,21.12.2010,5100402504,5000.00,The Welcome Group
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,21.12.2010,5100402510,559.84,Peek Traffic Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,21.12.2010,5100402512,621.60,Peek Traffic Ltd
Manchester City Council,Chief Executives,Rents,21.12.2010,5100402513,-2160.00,Her Majesty's Court Service
Manchester City Council,Chief Executives,Rents,21.12.2010,5100402514,2160.00,Her Majesty's Court Service
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,21.12.2010,5100402518,12943.50,Evans Halshaw
Manchester City Council,Chief Executives,Consultants Fees,21.12.2010,5100402519,6313.11,arc4
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,21.12.2010,5100402521,1328.61,Advanced Vehicle Technicians Ltd
Manchester City Council,Childrens Services,Taxi Expenses,21.12.2010,5100402522,1321.10,Cresta Car Hire
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,21.12.2010,5100402523,12474.50,Evans Halshaw
Manchester City Council,Hospitality + Trading Services,Oth Professional Fee,21.12.2010,5100402524,1600.00,REDACTED PERSONAL DATA
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,21.12.2010,5100402526,12943.50,Evans Halshaw
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,21.12.2010,5100402527,570.00,Rosgal Ltd
Manchester City Council,Manchester Leisure,Vehicle contract hire and leases,21.12.2010,5100402529,16700.00,Ashalls Coaches
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,21.12.2010,5100402540,986.51,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,21.12.2010,5100402556,700.00,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,21.12.2010,5100402563,591.36,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Consummables,21.12.2010,5100402578,661.58,The Furnishing Service Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,21.12.2010,5100402617,12943.50,Evans Halshaw
Manchester City Council,Childrens Services,Learning Res-Not ICT,21.12.2010,5100402619,500.00,Church Of The Nazarene
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,21.12.2010,5100402620,1479.91,Peek Traffic Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,21.12.2010,5100402621,2320.51,Peek Traffic Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,21.12.2010,5100402623,12943.50,Evans Halshaw
Manchester City Council,Chief Executives,Oth Professional Fee,21.12.2010,5100402624,1555.00,AllAboutAudiences
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,21.12.2010,5100402626,2677.46,Advanced Vehicle Technicians Ltd
Manchester City Council,Childrens Services,Ext Rep & Main Build,21.12.2010,5100402627,9503.14,Harry Fairclough Construction Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,21.12.2010,5100402628,651.02,Peek Traffic Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,21.12.2010,5100402628,790.29,Peek Traffic Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,21.12.2010,5100402629,12663.50,Evans Halshaw
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,21.12.2010,5100402631,12474.50,Evans Halshaw
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,21.12.2010,5100402633,21522.09,Northgate Vehicle Hire Ltd
Manchester City Council,Manchester Leisure,Payments for services,21.12.2010,5100402636,1500.00,Dominoes Netball Club
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,21.12.2010,5100402637,12660.50,Evans Halshaw
Manchester City Council,Chief Executives,Computer Purchases,21.12.2010,5100402641,2848.00,Meridian Law Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,21.12.2010,5100402643,12943.50,Evans Halshaw
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,21.12.2010,5100402646,12943.50,Evans Halshaw
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,21.12.2010,5100402652,524.73,Peek Traffic Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,21.12.2010,5100402663,609.59,Peek Traffic Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,21.12.2010,5100402665,546.87,Peek Traffic Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,21.12.2010,5100402668,1427.32,Peek Traffic Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,21.12.2010,5100402671,1488.59,Peek Traffic Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,21.12.2010,5100402680,2614.00,Peek Traffic Ltd
Manchester City Council,Childrens Services,Supported Accom,21.12.2010,5100402690,11747.34,Northumberland County Council
Manchester City Council,Childrens Services,Rents,21.12.2010,5100402712,4247.17,Irwell Valley Housing Association
Manchester City Council,Corporate Services,Oth Professional Fee,21.12.2010,5100402715,833.33,L G Futures
Manchester City Council,Childrens Services,Building Works,21.12.2010,5100402726,17252.02,Mace Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,21.12.2010,5100402726,4528.63,Mace Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,21.12.2010,5100402726,16604.97,Mace Ltd
Manchester City Council,Libraries and Theatres,Oth Professional Fee,21.12.2010,5100402735,612.25,T-Three Public Sector Consulting
Manchester City Council,Chief Executives,Training and Development,21.12.2010,5100402739,575.00,Manchester Solutions
Manchester City Council,Chief Executives,Training and Development,21.12.2010,5100402739,575.00,Manchester Solutions
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,21.12.2010,5100402744,7535.00,ISG Regions Building Ltd
Manchester City Council,Childrens Services,Hire of Premises,21.12.2010,5100402752,502.13,Bower Hotel
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,21.12.2010,5100402759,10654.26,Better Choices Ltd
Manchester City Council,Childrens Services,Agency staff provision,21.12.2010,5100402765,975.00,Randstad Education
Manchester City Council,Libraries and Theatres,Postage,21.12.2010,5100402767,1120.45,Royal Mail Group Plc
Manchester City Council,Childrens Services,Agency staff provision,21.12.2010,5100402770,1175.00,Randstad Education
Manchester City Council,Childrens Services,Agency staff provision,21.12.2010,5100402772,975.00,Randstad Education
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,21.12.2010,5100402773,744.92,Cemex (Uk) Shared Service Centre
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,21.12.2010,5100402787,640.73,Cemex (Uk) Shared Service Centre
Manchester City Council,Adult Social Care,Grounds Maintenance,21.12.2010,5100402798,725.00,Grafton Plastering
Manchester City Council,Childrens Services,Building Works,21.12.2010,5100402805,13969.52,Laing O'Rourke Construction Ltd
Manchester City Council,Housing General Fund,Surplus property Acquisitions,21.12.2010,5100402808,547.94,Master Moves Ltd
Manchester City Council,Childrens Services,Catering,21.12.2010,5100402811,654.30,Pdt Catering
Manchester City Council,Hospitality + Trading Services,Coach Hire,21.12.2010,5100402816,1699.05,Rio Mini Bus
Manchester City Council,Hospitality + Trading Services,Coach Hire,21.12.2010,5100402820,1672.15,Rio Mini Bus
Manchester City Council,Childrens Services,Agency staff provision,21.12.2010,5100402821,28690.18,Better Choices Ltd
Manchester City Council,Housing Revenue Account,Communications,21.12.2010,5100402897,557.06,PSC Systems
Manchester City Council,Environment and Operations,Oth Professional Fee,21.12.2010,5100403119,2127.66,Daly Drains Ltd
Manchester City Council,Environment and Operations,Oth Professional Fee,21.12.2010,5100403121,2732.18,Daly Drains Ltd
Manchester City Council,Environment and Operations,Oth Professional Fee,21.12.2010,5100403122,1702.13,Daly Drains Ltd
Manchester City Council,Learning Disabilities PB,Landline Telephone,22.12.2010,1902407800,803.73,BT PLC
Manchester City Council,Childrens Services,Training and Development,22.12.2010,1902408578,2445.00,Positive Behaviour Strategies Ltd
Manchester City Council,Insurance Fund,Insurance,22.12.2010,1902409762,82007.90,Berrymans Lace Mawer
Manchester City Council,Regeneration Finance,Water - Metered,22.12.2010,1902409763,8731.97,United Utilities Water Plc
Manchester City Council,Housing General Fund,Surplus Properties -,22.12.2010,1902416429,5210.00,REDACTED PERSONAL DATA
Manchester City Council,Housing General Fund,Building Works,22.12.2010,1902416445,8240.00,Wessex Medical Lift Co Ltd
Manchester City Council,Chief Executives,Grant and subscriptions awarded,22.12.2010,1902416478,702.00,Sixty Club Simpson Memorial
Manchester City Council,Housing General Fund,Building Works,22.12.2010,1902416504,4241.34,Manchester Working Ltd
Manchester City Council,Housing General Fund,Building Works,22.12.2010,1902416527,3750.00,Manchester Working Ltd
Manchester City Council,Housing Revenue Account,Surplus property Acquisitions,22.12.2010,1902416727,4850.64,REDACTED PERSONAL DATA
Manchester City Council,Libraries and Theatres,Books-Adult Fiction,22.12.2010,1902417138,1115.33,THAI ANH BOOKS COMPAY LTD
Manchester City Council,Housing General Fund,Building Works,22.12.2010,1902417140,189312.50,Nicholas & Partners
Manchester City Council,Chief Executives,Building Works,22.12.2010,1902417144,5875.00,WARD HADAWAY SOLICITORS
Manchester City Council,Environment and Operations,Rents,22.12.2010,1902417401,245313.52,Colliers Conrad Ritbalt Erdman
Manchester City Council,Childrens Services,Payments for services,22.12.2010,5100385568,20860.59,The Nugent Care Society
Manchester City Council,Childrens Services,Ext Rep & Main Build,22.12.2010,5100386174,725.00,Manchester Working Ltd
Manchester City Council,Childrens Services,Ext Rep & Main Build,22.12.2010,5100386177,842.00,Manchester Working Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,22.12.2010,5100386811,8470.00,Turner & Townsend Project
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100395802,1133.91,The Synergy Group Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,22.12.2010,5100399706,919.68,Siemens Plc
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,22.12.2010,5100399706,7585.68,Siemens Plc
Manchester City Council,Corporate Services,Refuse Collection ex,22.12.2010,5100400459,726.00,Enterprise Manchester Partnership
Manchester City Council,Environment and Operations,Payments to Sub-Contractors,22.12.2010,5100400761,6617.70,Enterprise Manchester Partnership
Manchester City Council,Environment and Operations,Payments to Sub-Contractors,22.12.2010,5100400761,6666.72,Enterprise Manchester Partnership
Manchester City Council,Corporate Services,Refuse Collection ex,22.12.2010,5100402429,-726.00,Enterprise Manchester Partnership
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,22.12.2010,5100402464,4028.00,Prime Care Ambulance Service
Manchester City Council,Childrens Services,Building Works,22.12.2010,5100402485,1962.70,Mace Ltd
Manchester City Council,Childrens Services,Building Works,22.12.2010,5100402485,2221.59,Mace Ltd
Manchester City Council,Childrens Services,Building Works,22.12.2010,5100402485,3274.53,Mace Ltd
Manchester City Council,Childrens Services,Building Works,22.12.2010,5100402485,3415.17,Mace Ltd
Manchester City Council,Childrens Services,Building Works,22.12.2010,5100402485,3775.17,Mace Ltd
Manchester City Council,Childrens Services,Building Works,22.12.2010,5100402485,6556.34,Mace Ltd
Manchester City Council,Childrens Services,Building Works,22.12.2010,5100402485,6994.06,Mace Ltd
Manchester City Council,Childrens Services,Building Works,22.12.2010,5100402485,7266.97,Mace Ltd
Manchester City Council,Childrens Services,Building Works,22.12.2010,5100402485,7652.52,Mace Ltd
Manchester City Council,Childrens Services,Building Works,22.12.2010,5100402485,8661.17,Mace Ltd
Manchester City Council,Childrens Services,Building Works,22.12.2010,5100402485,10550.97,Mace Ltd
Manchester City Council,Corporate Services,I T Provision,22.12.2010,5100402489,5599.80,Qas Ltd
Manchester City Council,Housing General Fund,Building Works,22.12.2010,5100402515,42395.25,Reviva Urban Renewal Limited
Manchester City Council,Corporate Services,Oth Professional Fee,22.12.2010,5100402625,3059.13,Edmond Shipway
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,22.12.2010,5100402814,10950.00,Back On Track
Manchester City Council,Hospitality + Trading Services,Coach Hire,22.12.2010,5100402829,1365.42,Rio Mini Bus
Manchester City Council,Childrens Services,Subsistence and Conference Expenses,22.12.2010,5100402834,518.60,Bev Amison Consultancy Ltd
Manchester City Council,Libraries and Theatres,Oth Professional Fee,22.12.2010,5100402839,525.00,T-Three Public Sector Consulting
Manchester City Council,Highways Services,General Office expenses,22.12.2010,5100402840,900.55,Sodexho Ltd
Manchester City Council,Childrens Services,Payments for services,22.12.2010,5100402844,8333.00,PeaceMaker
Manchester City Council,Childrens Services,Building Works,22.12.2010,5100402848,493696.16,F Parkinson Limited
Manchester City Council,Regeneration Finance,Consultants Fees,22.12.2010,5100402862,2750.00,REDACTED PERSONAL DATA
Manchester City Council,Housing General Fund,Surplus property Acquisitions,22.12.2010,5100402863,606.82,Master Moves Ltd
Manchester City Council,Corporate Services,Training and Development,22.12.2010,5100402864,5560.00,IRRV Lancashire & Cheshire Branch
Manchester City Council,Chief Executives,Computer Running,22.12.2010,5100402865,6422.00,KE Software (Uk) Ltd
Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,22.12.2010,5100402866,59569.42,Family Action
Manchester City Council,Environment and Operations,Postage,22.12.2010,5100402870,1274.76,Royal Mail Group Plc
Manchester City Council,Corporate Services,Cont Cleaning - Ext,22.12.2010,5100402878,1316.10,Floorbrite Quality Cleaning Service
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,22.12.2010,5100402909,1102.00,R & M Developments Ltd
Manchester City Council,Environment and Operations,Vehicle Hire Costs,22.12.2010,5100402913,526.60,City Car Club Ltd
Manchester City Council,Chief Executives,Hire of Premises,22.12.2010,5100402914,726.06,Chancellors Hotel & Conf Centre
Manchester City Council,Chief Executives,Communications,22.12.2010,5100402935,510.00,J.C.Decaux Uk Limited
Manchester City Council,Chief Executives,Communications,22.12.2010,5100402942,650.00,J.C.Decaux Uk Limited
Manchester City Council,Adult Social Care,Other Local Auth,22.12.2010,5100402948,900.00,Salford College
Manchester City Council,Adult Social Care,Other Local Auth,22.12.2010,5100402949,900.00,Salford College
Manchester City Council,Adult Social Care,Other Local Auth,22.12.2010,5100402950,900.00,Salford College
Manchester City Council,Adult Social Care,Other Local Auth,22.12.2010,5100402951,900.00,Salford College
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,22.12.2010,5100402961,867.50,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,22.12.2010,5100402962,693.60,PHS Group
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,22.12.2010,5100402962,977.90,PHS Group
Manchester City Council,Childrens Services,Payments for services,22.12.2010,5100402963,28592.33,Nas Services Ltd
Manchester City Council,Childrens Services,Supported Accom,22.12.2010,5100402964,1000.00,Citi Mansions
Manchester City Council,Childrens Services,Payments for services,22.12.2010,5100402965,2334.40,IndePendent Business Services Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,22.12.2010,5100402974,38973.32,Harry Fairclough Construction Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,22.12.2010,5100402977,1010.00,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,22.12.2010,5100402979,1127.70,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,22.12.2010,5100402984,1068.75,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,22.12.2010,5100402988,1440.00,R & M Developments Ltd
Manchester City Council,Insurance Fund,Fire & Prls Ins Prem,22.12.2010,5100402992,8868.68,Prudential Property Inv Mgers Ltd
Manchester City Council,Insurance Fund,Fire & Prls Ins Prem,22.12.2010,5100403004,16537.78,Prudential Property Inv Mgers Ltd
Manchester City Council,Manchester Leisure,Payments for services,22.12.2010,5100403011,40000.00,Wythenshawe Forum Trust Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,22.12.2010,5100403014,1210.00,R & M Developments Ltd
Manchester City Council,Childrens Services,Other Local Auth,22.12.2010,5100403016,1090.00,University Of Huddersfield
Manchester City Council,Childrens Services,Grant and subscriptions awarded,22.12.2010,5100403020,1225.00,MaD Theatre Company
Manchester City Council,Manchester Leisure,Payments for services,22.12.2010,5100403023,5346.10,Wythenshawe Forum Trust Ltd
Manchester City Council,Chief Executives,Postage,22.12.2010,5100403024,7684.51,Royal Mail Group Plc
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,22.12.2010,5100403027,1440.00,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,22.12.2010,5100403029,1052.00,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,22.12.2010,5100403031,1010.00,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,22.12.2010,5100403034,1010.00,R & M Developments Ltd
Manchester City Council,Insurance Fund,Fire & Prls Ins Prem,22.12.2010,5100403035,5899.14,Zurich Insurance
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,22.12.2010,5100403036,1090.00,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,22.12.2010,5100403041,1440.00,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,22.12.2010,5100403043,1312.00,R & M Developments Ltd
Manchester City Council,Childrens Services,Furniture,22.12.2010,5100403045,622.90,Zero Six
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,22.12.2010,5100403048,1281.41,Siemens Plc
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,22.12.2010,5100403056,672.22,Siemens Plc
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,22.12.2010,5100403059,535.87,Siemens Plc
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,22.12.2010,5100403060,1143.97,Siemens Plc
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,22.12.2010,5100403062,510.87,Siemens Plc
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,22.12.2010,5100403064,785.00,R & M Developments Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,22.12.2010,5100403065,965.89,Siemens Plc
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,22.12.2010,5100403068,1187.75,R & M Developments Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,22.12.2010,5100403069,5056.39,Siemens Plc
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,22.12.2010,5100403075,103912.00,Scott Wilson Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,22.12.2010,5100403076,1563.40,R & M Developments Ltd
Manchester City Council,Housing Revenue Account,Heat Management,22.12.2010,5100403093,35957.15,Manchester Energy Company Limited
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,22.12.2010,5100403104,22001.00,ISG Regions Building Ltd
Manchester City Council,Environment and Operations,Plastic Recycling Ba,22.12.2010,5100403108,1855.62,Greater Mcr Waste Disposal Authorit
Manchester City Council,Chief Executives,Building Works,22.12.2010,5100403110,10400.00,Davis Langdon
Manchester City Council,Chief Executives,Building Works,22.12.2010,5100403111,15000.00,Davis Langdon
Manchester City Council,Chief Executives,Building Works,22.12.2010,5100403113,2600.00,Davis Langdon
Manchester City Council,Chief Executives,Building Works,22.12.2010,5100403115,3750.00,Davis Langdon
Manchester City Council,Chief Executives,Funeral & Coroner Related Services,22.12.2010,5100403117,580.80,REDACTED PERSONAL DATA
Manchester City Council,Childrens Services,Agency staff provision,22.12.2010,5100403129,575.00,Randstad Education
Manchester City Council,Chief Executives,Grant and subscriptions awarded,22.12.2010,5100403138,12790.10,Zion Arts Centre Ltd
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,22.12.2010,5100403139,13037.79,Zion Arts Centre Ltd
Manchester City Council,Childrens Services,Payments for services,22.12.2010,5100403141,765.00,Youth on Solid Ground
Manchester City Council,Childrens Services,Learning Res-Not ICT,22.12.2010,5100403178,645.04,Essential Papers Ltd
Manchester City Council,Insurance Fund,Insurance,22.12.2010,5100403210,2083.35,Sph Costing Services Ltd
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100403212,814.12,Badenoch & Clark
Manchester City Council,Childrens Services,Payments for services,22.12.2010,5100403216,8580.83,Central Mcr University Hospitals
