Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,15.10.2018,5100999338,"£1,926.00",Redacted Personal Information,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,15.10.2018,5101000348,"£7,712.00",Taxi Team Limited,,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,15.10.2018,5101000142,"£3,363.75",Vectos (North) Limited,,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,15.10.2018,5101000144,"£2,692.50",Vectos (North) Limited,,,,,
Manchester City Council,Adult Social Care,Professional fees,15.10.2018,5101000170,"£7,443.20",Resolutions Consultancy Pty Ltd,,,,,
Manchester City Council,Housing Revenue Account,I T Provision,15.10.2018,5101000380,£750.00,Aareon UK Ltd,,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,15.10.2018,5100999469,"£32,000.00",Gardiner & Theobald LLP,,,,,
Manchester City Council,Chief Executives,Agency staff provision,15.10.2018,5100999290,"£2,111.81",NonStop Recruitment Ltd,,,,,
Manchester City Council,Adult Social Care,Professional fees,15.10.2018,1906223827,"£1,597.00",Carter Brown The Expert Service,,,,,
Manchester City Council,Environment and Operations,Construction Works,15.10.2018,5100999248,"£9,441.21",Excalon Limited,,,,,
Manchester City Council,Hospitality + Trading Services,Floral Decorations,15.10.2018,5101000411,"£4,043.40",E Smith & Son (Nurserymen),,,,,
Manchester City Council,Hospitality + Trading Services,Floral Decorations,15.10.2018,5101000409,"£3,409.00",E Smith & Son (Nurserymen),,,,,
Manchester City Council,Adult Social Care,Payments for services,15.10.2018,5101000378,"£12,323.07",Carlton House Care Ltd,,,,,
Manchester City Council,Corporate Services,Professional fees,15.10.2018,5101000148,£650.00,Naismiths Ltd,,,,,
Manchester City Council,Environment and Operations,Professional fees,15.10.2018,5101000179,£595.00,Solution Talk LLP,,,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,15.10.2018,5101000113,"£7,085.44",K L Properties,,,,,
Manchester City Council,Adult Social Care,Training and Development,15.10.2018,5101000357,"£1,100.00",Redacted Personal Information,,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,15.10.2018,5100999550,"£5,206.39",Redacted Personal Information,,,,,
Manchester City Council,Chief Executives,Agency staff provision,15.10.2018,5101000430,"£1,510.80",Redacted Personal Information,,,,,
Manchester City Council,Adult Social Care,Payments for services,15.10.2018,5101000168,"£3,250.00",Broadstones Independent Special Sch,,,,,
Manchester City Council,Adult Social Care,Payments for services,15.10.2018,5101000163,"£3,090.90",Broadstones Independent Special Sch,,,,,
Manchester City Council,Chief Executives,Occupational Health services,15.10.2018,5101000405,"£22,260.00",Health Assured Ltd,,,,,
Manchester City Council,Adult Social Care,Payments for services,15.10.2018,5100999258,"£2,450.00",Delphi Medical,,,,,
Manchester City Council,Manchester Leisure,Subsistence and Conference Expenses,15.10.2018,5100999452,£843.07,Diversity Travel Ltd,,,,,
Manchester City Council,Adult Social Care,Travel,15.10.2018,1906231552,£780.48,Diversity Travel Ltd,,,,,
Manchester City Council,Adult Social Care,Travel,15.10.2018,5100999473,£549.12,Diversity Travel Ltd,,,,,
Manchester City Council,Corporate Services,Travel,15.10.2018,1906231483,£705.40,Diversity Travel Ltd,,,,,
Manchester City Council,Chief Executives,Travel,15.10.2018,1906231475,£534.20,Diversity Travel Ltd,,,,,
Manchester City Council,Chief Executives,Travel,15.10.2018,5100999501,£504.98,Diversity Travel Ltd,,,,,
Manchester City Council,Regeneration Finance,Public Transport,15.10.2018,5101000139,"£3,420.00",Greater Manchester Travelcards Ltd,,,,,
Manchester City Council,Regeneration Finance,Public Transport,15.10.2018,5101000205,"-£3,420.00",Greater Manchester Travelcards Ltd,,,,,
Manchester City Council,Chief Executives,Training and Development,15.10.2018,5100999551,"£1,570.00",Assistive Technology & Training Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Compensation Payments,15.10.2018,1906229907,"£3,400.00",Graysons Solicitors,,,,,
Manchester City Council,Hospitality + Trading Services,Compensation Payments,15.10.2018,1906229910,"£4,829.00",Graysons Solicitors,,,,,
Manchester City Council,Adult Social Care,Professional fees,15.10.2018,1906227016,"£7,790.80",RWA Child protection Ltd,,,,,
Manchester City Council,Adult Social Care,Professional fees,15.10.2018,1906228961,"£1,000.00",Redacted Personal Information,,,,,
Manchester City Council,Adult Social Care,Professional fees,15.10.2018,1906223214,£850.00,Redacted Personal Information,,,,,
Manchester City Council,Adult Social Care,Professional fees,15.10.2018,1906228966,£650.00,Redacted Personal Information,,,,,
Manchester City Council,Adult Social Care,Professional fees,15.10.2018,1906221194,£650.00,Redacted Personal Information,,,,,
Manchester City Council,Adult Social Care,Professional fees,15.10.2018,1906227146,£550.00,Redacted Personal Information,,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,15.10.2018,1906214287,"£1,750.00",The Chess Films Ltd,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,16.10.2018,5100997953,"£4,900.25",Praxis Care Group,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,16.10.2018,5100997850,"£11,771.00",People First Housing Association,,,,,
Manchester City Council,Corporate Services,Professional fees,16.10.2018,5100997960,£750.00,Edmond Shipway,,,,,
Manchester City Council,Manchester Leisure,Special Events,16.10.2018,5101000418,"£4,470.00",Fools Paradise,,,,,
Manchester City Council,Adult Social Care,Professional fees,16.10.2018,5101000622,£700.00,Action First iPeople Ltd,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,16.10.2018,5100998660,"£1,728.00",Connect Cars Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,16.10.2018,5101000587,"£1,038.50",R & M Developments Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,16.10.2018,5101000577,"£1,012.50",R & M Developments Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,16.10.2018,5101000584,"£1,012.50",R & M Developments Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,16.10.2018,5101000508,£844.16,R & M Developments Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,16.10.2018,5101000588,£830.80,R & M Developments Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,16.10.2018,5101000504,£829.38,R & M Developments Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,16.10.2018,5101000505,£829.38,R & M Developments Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,16.10.2018,5101000590,£810.00,R & M Developments Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,16.10.2018,5101000511,£790.49,R & M Developments Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,16.10.2018,5101000583,"-£1,012.50",R & M Developments Ltd,,,,,
Manchester City Council,Regeneration Finance,Contract Cleaning External,16.10.2018,5100998881,"£1,883.48",M & M Cleaning Services Ltd,,,,,
Manchester City Council,Highways Services,Tipping Charges - Tonnage,16.10.2018,5100991934,"£1,414.88",J.Hopkins (Contractors) Ltd.,,,,,
Manchester City Council,Regeneration Finance,Professional fees,16.10.2018,5101000474,"£13,947.33",Savills (UK) Ltd,,,,,
Manchester City Council,Regeneration Finance,Professional fees,16.10.2018,5101000467,"£13,696.00",Savills (UK) Ltd,,,,,
Manchester City Council,Regeneration Finance,Professional fees,16.10.2018,5101000492,"£12,301.44",Savills (UK) Ltd,,,,,
Manchester City Council,Regeneration Finance,Professional fees,16.10.2018,5101000472,"£11,871.45",Savills (UK) Ltd,,,,,
Manchester City Council,Regeneration Finance,Professional fees,16.10.2018,5101000465,"£11,678.00",Savills (UK) Ltd,,,,,
Manchester City Council,Regeneration Finance,Professional fees,16.10.2018,5101000471,"£10,055.05",Savills (UK) Ltd,,,,,
Manchester City Council,Regeneration Finance,Professional fees,16.10.2018,5101000464,"£9,850.00",Savills (UK) Ltd,,,,,
Manchester City Council,Regeneration Finance,Professional fees,16.10.2018,5101000470,"£5,838.42",Savills (UK) Ltd,,,,,
Manchester City Council,Regeneration Finance,Professional fees,16.10.2018,5101000463,"£5,715.00",Savills (UK) Ltd,,,,,
Manchester City Council,Regeneration Finance,Professional fees,16.10.2018,5101000486,"£3,373.31",Savills (UK) Ltd,,,,,
Manchester City Council,Regeneration Finance,Professional fees,16.10.2018,5101000468,"£3,322.00",Savills (UK) Ltd,,,,,
Manchester City Council,Regeneration Finance,Professional fees,16.10.2018,5101000489,"£1,946.14",Savills (UK) Ltd,,,,,
Manchester City Council,Regeneration Finance,Professional fees,16.10.2018,5101000469,"£1,896.00",Savills (UK) Ltd,,,,,
Manchester City Council,Adult Social Care,Payments for services,16.10.2018,5101000519,"£33,670.50",St John Vianney School,,,,,
Manchester City Council,Adult Social Care,Payments for services,16.10.2018,5101000547,"£4,914.75",St John Vianney School,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,16.10.2018,5100999955,"£6,219.92",Turning Point Services,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,16.10.2018,5100999944,"£4,351.50",Turning Point Services,,,,,
Manchester City Council,Adult Social Care,Rents,16.10.2018,5101000515,"£6,719.11",Great Places Housing Association,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,16.10.2018,5100998629,"£116,332.16",Creative Support Ltd,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,16.10.2018,5100999908,"£4,980.00",Irwell Valley Housing Association,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,16.10.2018,5100999898,"£3,548.50",Irwell Valley Housing Association,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,16.10.2018,5100999893,£760.13,Irwell Valley Housing Association,,,,,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,16.10.2018,5101000525,"£12,295.43",Manchester People First,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,16.10.2018,5100997874,"£9,786.00",Richmond Fellowship,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,16.10.2018,5100999484,£851.13,The Edward Mayes Trust,,,,,
Manchester City Council,Highways Services,Compensation Payments,16.10.2018,1906231647,£865.00,Department For Work & Pensions,,,,,
Manchester City Council,Regeneration Finance,Grounds Maintenance Costs,16.10.2018,5100999881,£630.00,Countrywide Grounds Maintenance Ltd,,,,,
Manchester City Council,Chief Executives,Printing,16.10.2018,5101000524,£501.00,Tangent Print service,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,16.10.2018,5101000070,"£2,608.00",Harrow Green,,,,,
Manchester City Council,Highways Services,Compensation Payments,16.10.2018,1906231559,"£4,038.00",Irwin Mitchell Solicitors,,,,,
Manchester City Council,Chief Executives,Advertising,16.10.2018,5100999807,"£5,625.04",Bauer Radio Ltd,,,,,
Manchester City Council,Chief Executives,Rents,16.10.2018,1906220864,"£5,651.00",Regus Management (UK) Ltd,,,,,
Manchester City Council,Highways Services,Collection Commission,16.10.2018,5101000140,"£11,425.79",Verrus (UK) T/A paybyphone,,,,,
Manchester City Council,Adult Social Care,Professional fees,16.10.2018,5101000596,"£14,103.02",Independent Life Solutions,,,,,
Manchester City Council,Adult Social Care,Professional fees,16.10.2018,5101000597,"£1,033.00",Independent Life Solutions,,,,,
Manchester City Council,Adult Social Care,Professional fees,16.10.2018,5101000585,£500.00,Independent Life Solutions,,,,,
Manchester City Council,Chief Executives,Mobilephone Charges,16.10.2018,1906231786,"£64,756.52",EE / Orange,,,,,
Manchester City Council,Adult Social Care,Supported Accommodation,16.10.2018,5101000613,£938.00,Redacted Personal Information,,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,16.10.2018,5101000566,£500.00,North Manchester Sports Forum,,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,16.10.2018,5101000568,£996.15,Friends of Fog Lane Park Group,,,,,
Manchester City Council,Corporate Services,Professional fees,16.10.2018,5101000514,£750.00,McBains Limited,,,,,
Manchester City Council,Manchester Leisure,Refuse Collection,16.10.2018,5101000059,"£24,813.09",Biffa Municipal Limited,,,,,
Manchester City Council,Manchester Leisure,Refuse Collection,16.10.2018,5101000057,"£17,645.48",Biffa Municipal Limited,,,,,
Manchester City Council,Chief Executives,Professional fees,16.10.2018,5101000155,£625.00,Manchester Bike Hire,,,,,
Manchester City Council,Adult Social Care,Legal Fees,16.10.2018,5101000517,"£6,592.50",Redacted Personal Information,,,,,
Manchester City Council,Manchester Leisure,Professional fees,16.10.2018,5101000555,£790.00,Redacted Personal Information,,,,,
Manchester City Council,Regeneration Finance,Stationery,16.10.2018,1906231801,£668.40,Banner Group Limited,,,,,
Manchester City Council,Adult Social Care,Day Care Payments,16.10.2018,5101000614,£588.00,Village Nursery & Pre-School,,,,,
Manchester City Council,Manchester Leisure,Catering,16.10.2018,1906231777,£660.00,GRINDSMITH,,,,,
Manchester City Council,Manchester Leisure,Special Events,16.10.2018,1906231749,"£2,311.00",SOS Investigation And Security Ltd,,,,,
Manchester City Council,Corporate Services,Compensation Payments,16.10.2018,1906229906,"£15,139.71",NHS England,,,,,
Manchester City Council,Chief Executives,Funeral and coroner related services,16.10.2018,1906214298,"£1,285.00",Redacted Personal Information,,,,,
Manchester City Council,Chief Executives,Funeral and coroner related services,16.10.2018,1700083938,"-£1,285.00",Redacted Personal Information,,,,,
Manchester City Council,Chief Executives,I T Provision,16.10.2018,1700083937,-£660.00,GRINDSMITH,,,,,
Manchester City Council,Highways Services,Compensation Payments,16.10.2018,1906230697,"£15,000.00",Slater and Gordon Lawyers,,,,,
Manchester City Council,Highways Services,Compensation Payments,16.10.2018,1906230698,"£4,475.00",Russell and Russell Solicitors,,,,,
Manchester City Council,Highways Services,Compensation Payments,16.10.2018,1906231736,"£3,000.00",Wilkin Chapman LLP Solicitors,,,,,
Manchester City Council,Highways Services,Compensation Payments,16.10.2018,1906230699,£720.00,Russell and Russell Solicitors,,,,,
Manchester City Council,GMIST (Greater Mcr Integrated),Equipment,16.10.2018,1906230693,£702.25,Tempcon Instrumentation Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235627,"£10,778.00",Pollock Lifts Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235611,"£10,126.00",Pollock Lifts Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235638,"£9,767.00",Pollock Lifts Ltd,,,,,
Manchester City Council,Chief Executives,Postage,17.10.2018,5101000746,"£1,533.70",Royal Mail Group Plc,,,,,
Manchester City Council,Adult Social Care,Furniture,17.10.2018,5101000954,£574.17,Eps Supplies Ltd,,,,,
Manchester City Council,Highways Services,Professional fees,17.10.2018,5100999776,"£11,998.75",Atkins Limited,,,,,
Manchester City Council,Highways Services,Professional fees,17.10.2018,5100999775,"£11,083.08",Atkins Limited,,,,,
Manchester City Council,Highways Services,Professional fees,17.10.2018,5100999773,"£6,510.00",Atkins Limited,,,,,
Manchester City Council,Highways Services,Equipment,17.10.2018,5101000936,£568.60,Marshalls Mono Ltd,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,17.10.2018,5101000943,"£2,760.16",Marshalls Mono Ltd,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,17.10.2018,5101000946,"£1,558.48",Marshalls Mono Ltd,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,17.10.2018,5101000945,"£1,175.32",Marshalls Mono Ltd,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,17.10.2018,5101000941,"£1,137.28",Marshalls Mono Ltd,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,17.10.2018,5101000947,£817.72,Marshalls Mono Ltd,,,,,
Manchester City Council,Highways Services,Purchase of stores for re-distribution,17.10.2018,5101000938,"£3,226.10",Marshalls Mono Ltd,,,,,
Manchester City Council,Highways Services,Purchase of stores for re-distribution,17.10.2018,5101000939,"£2,372.50",Marshalls Mono Ltd,,,,,
Manchester City Council,Highways Services,Purchase of stores for re-distribution,17.10.2018,5101000936,"£2,236.12",Marshalls Mono Ltd,,,,,
Manchester City Council,Highways Services,Purchase of stores for re-distribution,17.10.2018,5101000942,"£2,037.60",Marshalls Mono Ltd,,,,,
Manchester City Council,Manchester Leisure,Equipment,17.10.2018,5101000864,£875.96,Nisbets,,,,,
Manchester City Council,Adult Social Care,Professional fees,17.10.2018,5101000761,"£1,400.00",Action First iPeople Ltd,,,,,
Manchester City Council,Adult Social Care,Professional fees,17.10.2018,5101000751,£700.00,Action First iPeople Ltd,,,,,
Manchester City Council,Adult Social Care,Professional fees,17.10.2018,5101000752,£700.00,Action First iPeople Ltd,,,,,
Manchester City Council,Adult Social Care,Professional fees,17.10.2018,5101000756,£700.00,Action First iPeople Ltd,,,,,
Manchester City Council,Adult Social Care,Professional fees,17.10.2018,5101000760,£700.00,Action First iPeople Ltd,,,,,
Manchester City Council,Adult Social Care,Professional fees,17.10.2018,5101000762,£700.00,Action First iPeople Ltd,,,,,
Manchester City Council,Adult Social Care,Professional fees,17.10.2018,5101000764,£600.00,Action First iPeople Ltd,,,,,
Manchester City Council,Regeneration Finance,I T Provision,17.10.2018,5101000705,"£28,340.00",Grantfen Fire & Security Ltd,,,,,
Manchester City Council,Regeneration Finance,I T Provision,17.10.2018,5101000703,"£21,297.04",Grantfen Fire & Security Ltd,,,,,
Manchester City Council,Adult Social Care,Professional fees,17.10.2018,5101000657,"£10,985.00",Leisure For Autism,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,17.10.2018,5100999208,"£1,038.00",Cresta Car Hire,,,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,17.10.2018,5100999211,£787.50,Cresta Car Hire,,,,,
Manchester City Council,Chief Executives,Paper & Envelopes,17.10.2018,5101000012,£958.32,Premier Paper Group Ltd,,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,17.10.2018,5101000582,£809.33,Rexel UK Ltd,,,,,
Manchester City Council,Manchester Leisure,Equipment,17.10.2018,5101000690,£820.00,Floreeda Fabrications Ltd,,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,17.10.2018,5100998596,"£1,692.50",Groundwork Landscapes Ltd,,,,,
Manchester City Council,Environment and Operations,Construction Works,17.10.2018,5101000189,"£32,999.04",Dowhigh Ltd,,,,,
Manchester City Council,Environment and Operations,Construction Works,17.10.2018,5101000065,"£32,400.00",Dowhigh Ltd,,,,,
Manchester City Council,Environment and Operations,Construction Works,17.10.2018,5101000063,"£25,874.19",Dowhigh Ltd,,,,,
Manchester City Council,Environment and Operations,Construction Works,17.10.2018,5101000181,"£15,851.07",Dowhigh Ltd,,,,,
Manchester City Council,Environment and Operations,Construction Works,17.10.2018,5101000178,"£15,443.44",Dowhigh Ltd,,,,,
Manchester City Council,Environment and Operations,Construction Works,17.10.2018,5101000068,"£15,204.07",Dowhigh Ltd,,,,,
Manchester City Council,Environment and Operations,Construction Works,17.10.2018,5101000185,"£14,891.25",Dowhigh Ltd,,,,,
Manchester City Council,Environment and Operations,Construction Works,17.10.2018,5101000061,"£14,665.21",Dowhigh Ltd,,,,,
Manchester City Council,Environment and Operations,Construction Works,17.10.2018,5101000058,"£13,215.12",Dowhigh Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235542,"£1,176.12",Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235497,"£1,115.88",Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235330,£858.72,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235567,£792.29,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235254,£731.99,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235502,£721.23,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235326,£708.35,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235327,£661.03,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235550,£658.17,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235363,£648.82,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235317,£647.26,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235249,£646.96,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235444,£639.66,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235564,£612.80,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235293,£600.62,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235294,£578.52,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235281,£567.77,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235519,£552.82,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235571,£548.08,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235573,£532.19,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235581,£529.65,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235517,£522.48,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235271,£503.70,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Chief Executives,Postage,17.10.2018,5101000904,"£11,223.62",Electoral Reform Services Ltd,,,,,
Manchester City Council,Chief Executives,Expenditure re Internal Trading Ordered Externally,17.10.2018,5101000910,"£16,997.70",Electoral Reform Services Ltd,,,,,
Manchester City Council,Chief Executives,Expenditure re Internal Trading Ordered Externally,17.10.2018,5101000908,"£2,805.10",Electoral Reform Services Ltd,,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,17.10.2018,5101000865,"£1,450.00",Arboricultural Services Treework,,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,17.10.2018,5101000190,"£1,420.00",Arboricultural Services Treework,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,17.10.2018,5101000692,£881.79,Arawak Walton Housing Association,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,17.10.2018,5101000692,£577.88,Arawak Walton Housing Association,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,17.10.2018,5101000692,£557.80,Arawak Walton Housing Association,,,,,
Manchester City Council,Adult Social Care,Grant Payments,17.10.2018,5101000847,"£2,950.00",The Staff College,,,,,
Manchester City Council,Chief Executives,Printing,17.10.2018,5101001012,£707.00,Astra Signs,,,,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,17.10.2018,5101000689,"£6,000.00",DWF LLP,,,,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,17.10.2018,5101000678,"£5,000.00",DWF LLP,,,,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,17.10.2018,5101000673,"£4,820.00",DWF LLP,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235612,"£6,583.00",Stannah Lift Services Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235614,"£6,464.00",Stannah Lift Services Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235631,"£5,937.00",Stannah Lift Services Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235617,"£5,923.00",Stannah Lift Services Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235630,"£5,887.00",Stannah Lift Services Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235626,"£5,712.00",Stannah Lift Services Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235635,"£5,462.00",Stannah Lift Services Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235643,"£5,019.00",Stannah Lift Services Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235641,"£4,320.00",Stannah Lift Services Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235636,"£3,228.00",Stannah Lift Services Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235647,"£1,325.00",Stannah Lift Services Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235622,£846.00,Stannah Lift Services Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1700083940,"-£5,937.00",Stannah Lift Services Ltd,,,,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,17.10.2018,5101000420,£800.00,Central Mcr Uni Hospital t/a,,,,,
Manchester City Council,Manchester Leisure,Payments for services,17.10.2018,5101000158,"£17,224.23",Wythenshawe Forum Trust Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235637,"£5,431.00",Thyssenkrupp Encasa,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235618,"£4,925.00",Thyssenkrupp Encasa,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235613,"£4,800.00",Thyssenkrupp Encasa,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235615,"£4,721.00",Thyssenkrupp Encasa,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235642,"£4,670.00",Thyssenkrupp Encasa,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235624,"£4,541.00",Thyssenkrupp Encasa,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235623,"£4,211.00",Thyssenkrupp Encasa,,,,,
Manchester City Council,Highways Services,Purchase of stores for re-distribution,17.10.2018,5101000959,"£1,541.00",Cooper Clarke Group Ltd,,,,,
Manchester City Council,Manchester Leisure,Payments for services,17.10.2018,5101000679,"£32,929.02",Belle Vue Manchester,,,,,
Manchester City Council,Manchester Leisure,Professional fees,17.10.2018,5101000652,"£1,316.00",University Of Manchester,,,,,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,17.10.2018,5101000672,"£10,872.00",Bury M.B.C.,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.10.2018,5101000838,"-£1,122,412.00",Kier Construction Limited,,,,,
Manchester City Council,Highways Services,Compensation Payments,17.10.2018,1906231761,£678.00,Department For Work & Pensions,,,,,
Manchester City Council,Adult Social Care,Payments for services,17.10.2018,5101000681,"£17,840.00",Local Government Association,,,,,
Manchester City Council,Chief Executives,Professional fees,17.10.2018,5101000992,"-£50,000.00",GMCA,,,,,
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,17.10.2018,5101000876,"£9,678.96",Manchester Working Ltd,,,,,
Manchester City Council,Regeneration Finance,Preventative Maintenance Work,17.10.2018,5101000872,"£4,804.41",Manchester Working Ltd,,,,,
