Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,
Manchester City Council,Childrens & Education Services,Professional fees,16.09.2021,1907345007,£795.60,Applied Psychology Services,,
Manchester City Council,Childrens & Education Services,Professional fees,16.09.2021,1907346273,£598.38,Pickering Psychology Services Ltd,,
Manchester City Council,Childrens & Education Services,Professional fees,16.09.2021,1907345522,£504.17,Forensic Testing Service Ltd,,
Manchester City Council,Childrens & Education Services,Professional fees,16.09.2021,5105777749,"-£1,218.33",Choice Home Tutoring Ltd,,
Manchester City Council,Adult Social Care,Electricity,16.09.2021,1907349300,£911.91,Npower,,
Manchester City Council,Adult Social Care,Electricity,16.09.2021,1907349258,£887.16,Npower,,
Manchester City Council,Adult Social Care,Electricity,16.09.2021,1907349279,£761.78,Npower,,
Manchester City Council,Adult Social Care,Electricity,16.09.2021,1907349280,£692.06,Npower,,
Manchester City Council,Adult Social Care,Electricity,16.09.2021,1907349278,£688.75,Npower,,
Manchester City Council,Adult Social Care,Electricity,16.09.2021,1907349400,£658.89,Scottish & Southern Energy Plc,,
Manchester City Council,Adult Social Care,Electricity,16.09.2021,1700124675,-£704.04,Npower,,
Manchester City Council,Adult Social Care,Electricity,16.09.2021,1700124674,-£788.22,Npower,,
Manchester City Council,Adult Social Care,Electricity,16.09.2021,1700124677,-£811.40,Npower,,
Manchester City Council,Adult Social Care,Electricity,16.09.2021,1700124676,-£816.02,Npower,,
Manchester City Council,Adult Social Care,Electricity,16.09.2021,1700124683,"-£1,517.70",Npower,,
Manchester City Council,Adult Social Care,Water - Metered,16.09.2021,1907349876,£680.22,Anglian Water Business (National),,
Manchester City Council,Adult Social Care,Water - Metered,16.09.2021,1907349906,£532.73,Anglian Water Business (National),,
Manchester City Council,Adult Social Care,Legal Fees,16.09.2021,5105777743,£550.00,Outer Temple Chambers,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,16.09.2021,5105777721,"£32,424.00",Redacted Personal Information,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,16.09.2021,5105777805,"£20,000.00",Black Health Agency,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.09.2021,5105777696,"£22,000.00",Supporting People In Need,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.09.2021,5105777775,"£2,500.00",Sow the City,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.09.2021,5105777795,"£2,500.00",Sow the City,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.09.2021,5105777794,"-£2,500.00",Sow the City,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,16.09.2021,5105776850,"£262,203.27",ISG Construction Limited,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,16.09.2021,5105777811,"£127,596.99",John Turner Construction Group,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,16.09.2021,5105776853,"£88,350.53",ISG Construction Limited,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,16.09.2021,5105777844,"-£127,596.99",John Turner Construction Group,,
Manchester City Council,Childrens Services,Building Works,16.09.2021,5105777748,"£392,408.90",Sir Robert McAlpine Limited,,
Manchester City Council,Childrens Services,Building Works,16.09.2021,5105777748,"£265,290.53",Sir Robert McAlpine Limited,,
Manchester City Council,Childrens Services,Building Works,16.09.2021,5105777639,"£34,163.59",Sir Robert McAlpine Limited,,
Manchester City Council,Childrens Services,Building Works,16.09.2021,5105777746,"-£34,163.59",Sir Robert McAlpine Limited,,
Manchester City Council,Childrens Services,Building Works,16.09.2021,5105777747,"-£34,163.59",Sir Robert McAlpine Limited,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1907349299,"£3,299.70",Npower,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1907349256,"£1,456.86",Npower,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1907349257,"£1,376.60",Npower,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1907349201,"£1,243.58",Npower,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1907349308,"£1,132.61",Npower,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1907349254,£766.73,Npower,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1907349591,£746.22,Scottish & Southern Energy Plc,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1907349284,£740.64,Npower,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1907349632,£715.01,Scottish & Southern Energy Plc,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1907349220,£658.82,Npower,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1907349536,£652.04,Scottish & Southern Energy Plc,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1907349427,£645.65,Scottish & Southern Energy Plc,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1907349635,£603.19,Scottish & Southern Energy Plc,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1907349252,£600.45,Npower,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1907349239,£557.43,Npower,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1907349493,£556.14,Scottish & Southern Energy Plc,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1907349286,£553.09,Npower,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1907349292,£543.62,Npower,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1907349298,£543.53,Npower,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1907349250,£536.64,Npower,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1907349289,£531.99,Npower,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1907349274,£505.27,Npower,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1700124685,"-£1,034.83",Npower,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1700124686,"-£1,078.55",Npower,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1700124687,"-£1,132.61",Npower,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1700124670,"-£1,360.47",Npower,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1700124681,"-£3,189.12",Npower,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1700124680,"-£3,229.11",Npower,,
Manchester City Council,Corporate Services,Electricity,16.09.2021,1700124682,"-£3,481.73",Npower,,
Manchester City Council,Corporate Services,Water - Metered,16.09.2021,1907349953,"£5,552.86",Anglian Water Business (National),,
Manchester City Council,Corporate Services,Legal Fees,16.09.2021,1907350056,"£16,650.00",CHESHIRE ESTATES AND LEGAL SOLS,,
Manchester City Council,Corporate Services,Postage,16.09.2021,5105777719,"£7,908.77",Royal Mail Group Plc,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,16.09.2021,5105777759,£855.00,Eversheds Llp,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,16.09.2021,5105777774,"£1,422.00",The Fountain Company Ltd,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,16.09.2021,5105777772,"£1,015.00",The Fountain Company Ltd,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,16.09.2021,5105777773,£849.00,The Fountain Company Ltd,,
Manchester City Council,Housing Revenue Account,CD - Acquisition,16.09.2021,1907350050,"£102,500.00",PLATT & FISHWICK SOLICITORS,,
Manchester City Council,Housing Revenue Account,Works and associated costs for Land and Buildings,16.09.2021,5105777565,"£104,066.43",Northern Gateway (FEC) No.10 Limite,,
Manchester City Council,Chief Executives,Furniture,16.09.2021,5105777787,£570.00,H Jenkinson & Co Ltd.,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,16.09.2021,5105777400,"£6,767.88",Cosmic Europe Ltd,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,16.09.2021,5105777401,"£3,507.00",Cosmic Europe Ltd,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,16.09.2021,5105777398,£751.60,Cosmic Europe Ltd,,
Manchester City Council,Chief Executives,Printing,16.09.2021,5105777827,£680.00,Astra Signs,,
Manchester City Council,Chief Executives,Legal Fees,16.09.2021,5105777741,"£1,043.75",Weightmans LLP Solicitors,,
Manchester City Council,Chief Executives,Legal Fees,16.09.2021,5105777742,"£1,000.00",Weightmans LLP Solicitors,,
Manchester City Council,Chief Executives,Professional fees,16.09.2021,5105777711,"£6,294.40",Weightmans LLP Solicitors,,
Manchester City Council,Chief Executives,Professional fees,16.09.2021,5105777713,"£6,023.75",Weightmans LLP Solicitors,,
Manchester City Council,Chief Executives,Professional fees,16.09.2021,5105777728,"£4,505.00",Weightmans LLP Solicitors,,
Manchester City Council,Chief Executives,Professional fees,16.09.2021,5105777733,"£3,819.04",Weightmans LLP Solicitors,,
Manchester City Council,Chief Executives,Professional fees,16.09.2021,5105777730,"£3,036.00",Weightmans LLP Solicitors,,
Manchester City Council,Chief Executives,Professional fees,16.09.2021,5105777715,"£2,450.92",Weightmans LLP Solicitors,,
Manchester City Council,Chief Executives,Professional fees,16.09.2021,5105777724,"£2,375.00",Weightmans LLP Solicitors,,
Manchester City Council,Chief Executives,Professional fees,16.09.2021,5105777725,"£2,193.75",Weightmans LLP Solicitors,,
Manchester City Council,Chief Executives,Professional fees,16.09.2021,5105777731,"£1,800.00",Weightmans LLP Solicitors,,
Manchester City Council,Chief Executives,Professional fees,16.09.2021,5105777723,"£1,571.50",Weightmans LLP Solicitors,,
Manchester City Council,Chief Executives,Professional fees,16.09.2021,5105777714,"£1,481.25",Weightmans LLP Solicitors,,
Manchester City Council,Chief Executives,Professional fees,16.09.2021,5105777712,"£1,250.00",Weightmans LLP Solicitors,,
Manchester City Council,Chief Executives,Professional fees,16.09.2021,5105777732,£775.00,Weightmans LLP Solicitors,,
Manchester City Council,Chief Executives,Professional fees,16.09.2021,5105777727,£625.00,Weightmans LLP Solicitors,,
Manchester City Council,Chief Executives,Postage,16.09.2021,5105776818,"£22,706.33",Royal Mail Group Plc,,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,16.09.2021,5105777704,"£10,000.00",Europia,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349264,"£16,914.02",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349287,"£15,420.32",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349293,"£10,947.98",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349200,"£9,488.35",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349273,"£7,942.45",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349225,"£6,057.26",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349294,"£5,489.10",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349233,"£4,366.37",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349592,"£3,718.74",Scottish & Southern Energy Plc,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349202,"£2,679.73",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349246,"£2,555.54",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349232,"£2,471.10",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349249,"£2,145.89",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349241,"£1,978.86",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349238,"£1,895.37",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349247,"£1,636.91",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349259,"£1,496.65",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349656,"£1,360.71",Scottish & Southern Energy Plc,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349638,"£1,291.62",Scottish & Southern Energy Plc,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349260,"£1,220.78",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349237,"£1,216.72",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349234,"£1,188.95",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349235,"£1,056.80",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349295,£968.98,Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349242,£878.69,Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349251,£812.49,Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349571,£796.67,Scottish & Southern Energy Plc,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349562,£779.79,Scottish & Southern Energy Plc,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349354,£747.05,Scottish & Southern Energy Plc,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349283,£734.50,Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349597,£719.62,Scottish & Southern Energy Plc,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349721,£701.46,Scottish & Southern Energy Plc,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349203,£649.43,Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349497,£647.50,Scottish & Southern Energy Plc,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349240,£601.19,Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1907349236,£579.57,Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1700124664,-£977.69,Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1700124665,"-£1,026.65",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1700124666,"-£1,115.47",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1700124667,"-£1,125.58",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1700124668,"-£1,259.01",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1700124663,"-£2,657.07",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1700124671,"-£2,975.27",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1700124669,"-£15,145.96",Npower,,
Manchester City Council,Regeneration Finance,Electricity,16.09.2021,1700124679,"-£29,299.76",Npower,,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349814,"£2,253.06",Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349957,"£2,191.40",Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349897,"£2,040.53",Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349856,"£1,718.86",Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349728,"£1,626.69",Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349898,"£1,561.88",Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349864,"£1,042.41",Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349899,£887.67,Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349796,£884.29,Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349891,£847.08,Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349790,£833.76,Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349949,£735.22,Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349893,£693.50,Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349944,£671.11,Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349845,£655.99,Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349954,£653.51,Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349935,£634.39,Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349892,£628.03,Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349879,£592.59,Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349729,£589.52,Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349939,£581.01,Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349889,£546.53,Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349886,£519.37,Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Metered,16.09.2021,1907349851,£504.57,Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Water - Unmetered,16.09.2021,1907349189,£663.40,Anglian Water Business (National),,
Manchester City Council,Regeneration Finance,Security,16.09.2021,5105777694,"£15,090.00",Showsec International Ltd,,
Manchester City Council,Regeneration Finance,Grounds Maintenance,16.09.2021,5105777765,£553.08,Mitie Landscapes LTD,,
Manchester City Council,Regeneration Finance,Legal Fees,16.09.2021,1907340098,"£3,750.00",Jones Lang LaSalle Limited,,
Manchester City Council,Regeneration Finance,Removal and Storage of Furniture,16.09.2021,5105777760,£534.89,Restore PLC,,
Manchester City Council,Regeneration Finance,Expenditure re Internal Trading Ordered Externally,16.09.2021,5105777688,"£1,100.00",Portakabin Ltd,,
Manchester City Council,Highways Services,Electricity,16.09.2021,1907349245,"£10,491.03",Npower,,
Manchester City Council,Highways Services,Electricity,16.09.2021,1907349276,"£3,962.33",Npower,,
Manchester City Council,Highways Services,Electricity,16.09.2021,1907349244,"£2,699.08",Npower,,
Manchester City Council,Highways Services,Electricity,16.09.2021,1907349217,"£2,593.71",Npower,,
Manchester City Council,Highways Services,Electricity,16.09.2021,1907349226,"£1,624.24",Npower,,
Manchester City Council,Highways Services,Electricity,16.09.2021,1907349277,"£1,350.38",Npower,,
Manchester City Council,Highways Services,Electricity,16.09.2021,1907349275,"£1,337.93",Npower,,
Manchester City Council,Highways Services,Electricity,16.09.2021,1907349269,£843.71,Npower,,
Manchester City Council,Highways Services,Electricity,16.09.2021,1907349652,£711.95,Scottish & Southern Energy Plc,,
Manchester City Council,Highways Services,Electricity,16.09.2021,1907349211,£648.03,Npower,,
Manchester City Council,Highways Services,Water - Metered,16.09.2021,1700124726,-£812.94,Anglian Water Business (National),,
Manchester City Council,Highways Services,Grounds Maintenance,16.09.2021,5105777768,"£1,150.00",The Fountain Company Ltd,,
Manchester City Council,Highways Services,Grounds Maintenance,16.09.2021,5105777770,"£1,101.67",The Fountain Company Ltd,,
Manchester City Council,Highways Services,Grounds Maintenance,16.09.2021,5105777769,£868.50,The Fountain Company Ltd,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,16.09.2021,5105777842,"£1,705.00",Clearway Drainage Systems Ltd,,
Manchester City Council,Highways Services,Hire of Machinery,16.09.2021,5105777786,"£8,730.00",Marshalls Mono Ltd,,
Manchester City Council,Highways Services,Legal Fees,16.09.2021,1907350054,"£14,194.00",PR SCULLY AND CO SOLICITORS,,
Manchester City Council,Highways Services,Legal Fees,16.09.2021,1907350058,"£3,442.00",LYONS DAVIDSON SOLICITORS,,
Manchester City Council,Highways Services,Professional fees,16.09.2021,5105777170,"£20,000.00",Parking Matters Ltd,,
Manchester City Council,Highways Services,Professional fees,16.09.2021,5105777766,"£2,000.00",Redacted Personal Information,,
Manchester City Council,Highways Services,Professional fees,16.09.2021,5105777767,"£1,410.00",The Fountain Company Ltd,,
Manchester City Council,Highways Services,Professional fees,16.09.2021,5105777474,"-£20,000.00",Parking Matters Ltd,,
Manchester City Council,Highways Services,Purchase of stores for re-distribution,16.09.2021,5105777830,"£4,417.65",Glasdon U.K. Limited,,
Manchester City Council,Highways Services,Purchase of stores for re-distribution,16.09.2021,5105777822,"£1,556.85",Marshalls Mono Ltd,,
Manchester City Council,Highways Services,Purchase of stores for re-distribution,16.09.2021,5105777788,"£1,444.91",Marshalls Mono Ltd,,
Manchester City Council,Highways Services,Purchase of stores for re-distribution,16.09.2021,5105777786,£540.00,Marshalls Mono Ltd,,
Manchester City Council,Collection Fund,Ctax - Preceptor Payments,16.09.2021,1907212998,"£3,034,884.00",GMCA,,
Manchester City Council,Collection Fund,Business Rates - Preceptor Payments,16.09.2021,1907212998,"£270,060.00",GMCA,,
Manchester City Council,General Fund,Grant and subscriptions awarded,16.09.2021,1907346455,"£153,747.26",Bolton Mbc,,
Manchester City Council,General Fund,Bus Rates Pool Top Up Payments,16.09.2021,1907226806,"£3,092,167.00",DCLG,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,17.09.2021,5105777847,"£19,978.73",Laing O'Rourke Construction Ltd,,
Manchester City Council,Manchester Leisure,Equipment,17.09.2021,5105777799,"£2,820.00",Groundwork & Leisure Services Ltd,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,17.09.2021,5105777798,£590.00,Groundwork & Leisure Services Ltd,,
Manchester City Council,Manchester Leisure,Legal Fees,17.09.2021,1907346266,"£1,250.00",Redacted Personal Information,,
Manchester City Council,Manchester Leisure,Professional fees,17.09.2021,5105777758,"£5,000.00",Manchester Professional,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,17.09.2021,5105777928,"£4,797.50",Families Against Violence,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,17.09.2021,5105777931,"£4,727.00",The Chatterbox Project,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,17.09.2021,5105777930,"£1,900.00",Lakeside Community CIC,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,17.09.2021,1907350440,"£1,500.00",St Peter’s House Chaplaincy,,
Manchester City Council,Manchester Leisure,Special Event,17.09.2021,1907350065,"£6,896.00",DeHaviland,,
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,17.09.2021,5105777847,"£407,616.70",Laing O'Rourke Construction Ltd,,
Manchester City Council,Hospitality + Trading Services,Security,17.09.2021,5105776169,£707.60,Showsec International Ltd,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,17.09.2021,5105777993,"£18,412.20",Standard Fuels Oils,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,17.09.2021,5105777909,"£18,397.27",Standard Fuels Oils,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,17.09.2021,5105777857,"£1,392.95",R & M Developments Ltd,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,17.09.2021,5105777858,"£1,038.50",R & M Developments Ltd,,
Manchester City Council,Hospitality + Trading Services,Compensation Payments,17.09.2021,1907350445,"£251,124.55",FieldFisher,,
Manchester City Council,Environment and Operations,Construction Works,17.09.2021,5105777792,"£7,420.00",Hawkins Brown Design Ltd,,
Manchester City Council,Environment and Operations,Construction Works,17.09.2021,5105777793,"£6,000.00",Hawkins Brown Design Ltd,,
Manchester City Council,Childrens & Education Services,Training and Development,17.09.2021,5105777887,£800.00,Manchester Metropolitan University,,
Manchester City Council,Childrens & Education Services,Rents,17.09.2021,1907348489,"£11,345.71",Fairhurst Estates Ltd,,
Manchester City Council,Childrens & Education Services,Legal Fees,17.09.2021,5105777983,"£3,864.51",Weightmans LLP Solicitors,,
Manchester City Council,Childrens & Education Services,Professional fees,17.09.2021,5105777983,"£1,491.74",Weightmans LLP Solicitors,,
Manchester City Council,Childrens & Education Services,Subsistence and Conference Expenses,17.09.2021,5105777809,"£8,280.00",Disabled Living,,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,17.09.2021,5105777819,"£23,825.00",The Orchards School,,
Manchester City Council,Adult Social Care,Agency staff provision,17.09.2021,5105777889,"£2,183.16",Reed Employment Plc,,
Manchester City Council,Adult Social Care,Rents,17.09.2021,1907350444,"£1,665.00",Northwood Reading,,
Manchester City Council,Adult Social Care,Legal Fees,17.09.2021,1907349971,"£1,650.00",Outer Temple Chambers,,
Manchester City Council,Adult Social Care,Legal Fees,17.09.2021,1907350028,"£1,650.00",Outer Temple Chambers,,
Manchester City Council,Adult Social Care,Legal Fees,17.09.2021,1907350053,£700.00,Essex Chambers,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,17.09.2021,5105777895,"£1,629.00",Alzheimers Society (Mcr Branch),,
Manchester City Council,Adult Social Care,Payments for services,17.09.2021,5105777970,"£2,600.00",Kaleidoscope Project,,
Manchester City Council,Adult Social Care,Payments for services,17.09.2021,5105777970,"£1,360.00",Kaleidoscope Project,,
Manchester City Council,Adult Social Care,Personal needs of client,17.09.2021,5105777780,"£8,940.00",Tunstall Healthcare (UK) Ltd,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,17.09.2021,5105777845,"£127,596.99",John Turner Construction Group,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,17.09.2021,5105777846,"£90,336.92",Kaberry Construction Ltd,,
Manchester City Council,Corporate Services,Storage Costs,17.09.2021,5105777852,"£8,966.15",Oasis UK formerly Box-It (NW),,
Manchester City Council,Corporate Services,Legal Fees,17.09.2021,1907350438,"£3,000.00",Peasegoods,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.09.2021,5105777982,"£65,000.00",Purcell Architecture Limited,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.09.2021,5105777900,"£38,348.07",Ameresco Limited,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.09.2021,5105777975,"£37,000.00",Faithful & Gould Ltd,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.09.2021,5105777976,"£32,698.00",Mace Ltd,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.09.2021,5105777976,"£6,000.00",Mace Ltd,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.09.2021,5105777921,"£5,750.00",Ramboll UK Limited,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.09.2021,5105777925,"£5,015.00",Ramboll UK Limited,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.09.2021,5105777926,"£4,972.00",Ramboll UK Limited,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.09.2021,5105777923,"£4,927.50",Ramboll UK Limited,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.09.2021,5105777640,"£4,390.00",Ramboll UK Limited,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.09.2021,5105777981,"£3,450.00",Purcell Architecture Limited,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.09.2021,5105777924,"£2,275.00",Ramboll UK Limited,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.09.2021,5105777977,"£2,175.00",Planit,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.09.2021,5105777922,"£2,085.00",Ramboll UK Limited,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.09.2021,5105777927,"£1,930.00",Ramboll UK Limited,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.09.2021,5105777978,"£1,767.00",Purcell Architecture Limited,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.09.2021,5105777980,"£1,590.00",Purcell Architecture Limited,,
